FSCS Key,Library Name,Locale,Service Area Population,Total Circulation,Percentage of Children's Material Circulation,Electronic Material Circulation,Print Material Circulation,Other Physical Item Circulation
TX0750,CITY OF SUNDOWN LIBRARY,Rural,"1,265","1,139",34,0,"1,139",0
TX0751,JARRELL COMMUNITY LIBRARY AND RESOURCE CENTER,Rural,"2,111","12,169",44,0,"12,169",0
UT0002,BEAVER PUBLIC LIBRARY,Town,"4,351","40,629",44,"5,940","34,689","4,962"
UT0003,MILFORD PUBLIC LIBRARY,Rural,"1,825","6,433",19,"1,809","4,624",0
UT0004,MINERSVILLE PUBLIC LIBRARY,Rural,"1,073","13,314",17,617,"12,697",52
UT0005,BOX ELDER COUNTY BOOKMOBILE LIBRARY,Suburban,"25,533","16,099",42,"16,099",0,
UT0005,BOX ELDER COUNTY BOOKMOBILE LIBRARY,Suburban,"25,533",,,,,-1
UT0006,BRIGHAM CITY LIBRARY,Suburban,"19,998","192,537",43,"56,129","136,408","1,711"
UT0007,GARLAND PUBLIC LIBRARY,Town,"2,615","24,893",28,"7,852","17,041",0
UT0008,TREMONTON CITY LIBRARY,Town,"10,493","93,642",42,"27,001","66,641",212
UT0010,HYRUM LIBRARY,Suburban,"21,678","320,628",67,"53,120","267,508",542
UT0011,LEWISTON PUBLIC LIBRARY,Rural,"1,951","27,446",55,"6,416","21,030",137
UT0012,LOGAN LIBRARY,City,"54,436","533,577",37,"152,400","381,177","2,488"
UT0013,RICHMOND PUBLIC LIBRARY,Rural,"2,967","49,997",56,"12,132","37,865",585
UT0014,SMITHFIELD LIBRARY,Suburban,"14,067","118,580",35,"41,604","76,976",236
UT0016,HELPER CITY LIBRARY,Town,"3,632","13,795",7,"2,023","11,772",0
UT0017,PRICE CITY LIBRARY,Town,"8,267","35,261",32,"13,895","21,366",0
UT0019,DAVIS COUNTY LIBRARY,Suburban,"367,285","3,301,991",53,"702,984","2,599,007",187
UT0021,DUCHESNE COUNTY LIBRARY SYSTEM,Rural,"19,790","126,826",29,"36,225","90,601",318
UT0022,EMERY COUNTY LIBRARY,Town,"9,967","92,572",50,"17,825","74,747","1,094"
UT0023,PANGUITCH CITY LIBRARY,Rural,"1,734","15,028",18,"5,083","9,945",0
UT0024,GRAND COUNTY PUBLIC LIBRARY,Town,"9,663","149,837",30,"30,081","119,756",355
UT0025,IRON COUNTY BOOKMOBILE LIBRARY,Town,"19,058","56,641",91,"5,149","51,492",
UT0025,IRON COUNTY BOOKMOBILE LIBRARY,Town,"19,058",,,,,-1
UT0026,CEDAR CITY PUBLIC LIBRARY,Town,"37,206","345,384",33,"108,339","237,045",0
UT0027,PAROWAN PUBLIC LIBRARY,Town,"3,132","5,027",44,"4,117",910,48
UT0028,JUAB COUNTY BOOKMOBILE LIBRARY,Rural,"5,343","47,867",30,619,"47,248",
UT0028,JUAB COUNTY BOOKMOBILE LIBRARY,Rural,"5,343",,,,,-1
UT0029,NEPHI PUBLIC LIBRARY,Town,"6,600","74,883",42,"13,381","61,502",812
UT0030,KANE COUNTY BOOKMOBILE LIBRARY,Rural,"2,984","23,940",32,71,"23,869",
UT0030,KANE COUNTY BOOKMOBILE LIBRARY,Rural,"2,984",,,,,-1
UT0031,KANAB CITY LIBRARY,Town,"4,998","53,298",32,"16,692","36,606",8
UT0032,MILLARD COUNTY BOOKMOBILE LIBRARY,Town,"6,761","63,301",29,"3,098","60,203",
UT0032,MILLARD COUNTY BOOKMOBILE LIBRARY,Town,"6,761",,,,,-1
UT0033,DELTA CITY LIBRARY,Town,"3,662","62,249",58,"14,807","47,442",30
UT0034,PRESIDENT MILLARD FILLMORE LIBRARY,Rural,"2,592","47,347",50,"6,452","40,895",0
UT0035,MORGAN COUNTY LIBRARY,Town,"12,657","102,257",59,"18,001","84,256",132
UT0036,PIUTE COUNTY BOOKMOBILE LIBRARY,Rural,"1,438","12,068",31,0,"12,068",
UT0036,PIUTE COUNTY BOOKMOBILE LIBRARY,Rural,"1,438",,,,,-1
UT0038,SANPETE COUNTY BOOKMOBILE LIBRARY,Rural,"13,836","75,515",50,"7,919","67,596",
UT0038,SANPETE COUNTY BOOKMOBILE LIBRARY,Rural,"13,836",,,,,-1
UT0039,EPHRAIM PUBLIC LIBRARY,Town,"5,719","49,515",38,"11,687","37,828",
UT0039,EPHRAIM PUBLIC LIBRARY,Town,"5,719",,,,,-1
UT0040,GUNNISON CIVIC LIBRARY,Town,"1,678","18,356",44,"5,204","13,152",148
UT0041,MANTI CITY LIBRARY,Town,"3,539","28,785",36,"11,120","17,665",7
UT0042,MT. PLEASANT PUBLIC LIBRARY,Town,"3,754","59,420",41,"15,519","43,901",143
UT0043,SEVIER COUNTY BOOKMOBILE LIBRARY,Rural,"6,619","27,146",66,0,"27,146",
UT0043,SEVIER COUNTY BOOKMOBILE LIBRARY,Rural,"6,619",,,,,-1
UT0044,MONROE PUBLIC LIBRARY,Rural,"2,569","15,796",29,"5,383","10,413",0
UT0045,RICHFIELD PUBLIC LIBRARY,Town,"8,201","47,559",36,"18,554","29,005",
UT0045,RICHFIELD PUBLIC LIBRARY,Town,"8,201",,,,,-1
UT0046,SALINA PUBLIC LIBRARY,Rural,"4,313","8,849",41,"5,265","3,584","2,906"
UT0047,MURRAY PUBLIC LIBRARY,Suburban,"49,729","309,955",45,"77,659","232,296","3,555"
UT0048,SALT LAKE CITY PUBLIC LIBRARY SYSTEM,City,"200,478","2,529,544",31,"755,189","1,774,355","8,883"
UT0049,SALT LAKE COUNTY LIBRARY,Suburban,"902,874","11,757,899",46,"2,502,117","9,255,782","37,377"
UT0050,SAN JUAN COUNTY LIBRARY,Town,"14,489","71,127",36,"18,300","52,827",789
UT0051,SUMMIT COUNTY LIBRARY,Rural,"34,636","367,318",42,"99,389","267,929","1,214"
UT0052,PARK CITY LIBRARY,Town,"8,457","122,059",38,"33,026","89,033",552
UT0054,TOOELE CITY PUBLIC LIBRARY,Town,"36,135","245,235",66,"77,430","167,805","1,098"
UT0055,UINTAH COUNTY LIBRARY,Town,"36,204","302,687",34,"91,877","210,810",940
UT0056,UTAH COUNTY BOOKMOBILE LIBRARY,Suburban,"76,477","103,971",36,"32,627","71,344",
UT0056,UTAH COUNTY BOOKMOBILE LIBRARY,Suburban,"76,477",,,,,-1
UT0057,AMERICAN FORK CITY LIBRARY,Suburban,"34,422","485,136",50,"130,788","354,348","3,297"
UT0058,LEHI CITY PUBLIC LIBRARY,Suburban,"79,978","732,937",56,"244,673","488,264",0
UT0059,OREM PUBLIC LIBRARY,City,"97,861","1,623,664",27,"806,970","816,694",318
UT0060,PAYSON CITY LIBRARY,Suburban,"22,142","155,612",55,"44,324","111,288",307
UT0061,PLEASANT GROVE PUBLIC LIBRARY,Suburban,"37,949","364,146",50,"119,687","244,459",
UT0061,PLEASANT GROVE PUBLIC LIBRARY,Suburban,"37,949",,,,,-1
UT0062,PROVO CITY LIBRARY,City,"114,084","1,665,408",47,"460,033","1,205,375","2,264"
UT0063,SANTAQUIN CITY LIBRARY,Town,"15,379","79,695",39,"20,636","59,059",0
UT0064,SPANISH FORK PUBLIC LIBRARY,Suburban,"43,870","465,834",53,"107,418","358,416","2,252"
UT0065,SPRINGVILLE PUBLIC LIBRARY,Suburban,"36,135","596,222",55,"116,213","480,009","5,457"
UT0066,WASHINGTON COUNTY LIBRARY SYSTEM,City,"191,226","1,440,434",31,"461,740","978,694",347
UT0067,WASATCH COUNTY LIBRARY,Town,"36,173","306,171",34,"78,890","227,281","14,808"
UT0068,WAYNE COUNTY BOOKMOBILE LIBRARY,Rural,"2,486","25,902",25,0,"25,902",
UT0068,WAYNE COUNTY BOOKMOBILE LIBRARY,Rural,"2,486",,,,,-1
UT0069,WEBER COUNTY LIBRARY SYSTEM,Suburban,"267,066","1,959,216",35,"635,435","1,323,781","13,035"
UT0070,NORTH LOGAN CITY LIBRARY,Suburban,"11,155","291,427",44,"48,879","242,548","14,062"
UT0071,HIGHLAND CITY LIBRARY,Suburban,"19,611","258,684",53,"70,405","188,279",232
UT0072,SALEM CITY LIBRARY,Suburban,"9,831","167,013",25,"28,022","138,991","1,000"
UT0074,SARATOGA SPRINGS PUBLIC LIBRARY,Suburban,"44,164","349,869",33,"78,635","271,234","8,302"
UT8001,NEWTON TOWN LIBRARY,Rural,789,"20,363",59,"5,011","15,352",125
UT8002,EAGLE MOUNTAIN PUBLIC LIBRARY,Town,"49,738","233,360",55,"73,396","159,964",326
UT8003,GRANTSVILLE CITY LIBRARY,Town,"13,574","86,227",22,"24,519","61,708",372
UT8004,MENDON LIBRARY,Rural,"1,336","11,945",67,"7,579","4,366",6
UT8005,GARFIELD COUNTY BOOKMOBILE LIBRARY,Rural,"3,395","29,737",29,15,"29,722",
UT8005,GARFIELD COUNTY BOOKMOBILE LIBRARY,Rural,"3,395",,,,,-1
VA0001,ALEXANDRIA LIBRARY,City,"159,152","1,113,904",40,"327,583","786,321",142
VA0002,AMHERST COUNTY PUBLIC LIBRARY,Rural,"31,766","81,676",44,"7,803","73,873",0
VA0003,J. ROBERT JAMERSON MEMORIAL LIBRARY,Rural,"15,818","19,327",30,"2,156","17,171",12
VA0004,APPOMATTOX REGIONAL LIBRARY SYSTEM,Suburban,"88,735","236,557",41,"22,097","214,460","2,867"
VA0005,ARLINGTON DEPT. OF LIBRARIES,City,"242,152","2,901,189",35,"933,242","1,967,947","9,708"
VA0006,AUGUSTA COUNTY LIBRARY,Suburban,"75,831","377,829",44,"34,314","343,515",536
VA0007,BEDFORD PUBLIC LIBRARY SYSTEM,Town,"78,581","379,295",41,"53,813","325,482",473
VA0008,BLUE RIDGE REGIONAL LIBRARY,Town,"81,564","194,565",28,"18,270","176,295",36
VA0009,BOTETOURT COUNTY LIBRARY,Suburban,"33,494","126,486",58,"32,437","94,049",135
VA0010,BRISTOL PUBLIC LIBRARY,Suburban,"17,018","271,654",33,"83,339","188,315",161
VA0011,BUCHANAN COUNTY PUBLIC LIBRARY,Rural,"21,295","23,825",12,"3,584","20,241",233
VA0012,CAMPBELL COUNTY PUBLIC LIBRARY,Rural,"55,480","204,391",51,"26,793","177,598",506
VA0013,CAROLINE COUNTY LIBRARY,Rural,"30,318","36,305",23,"20,243","16,062","4,053"
VA0014,CENTRAL RAPPAHANNOCK REGIONAL LIBRARY,Suburban,"333,831","2,858,880",38,"495,018","2,363,862","7,121"
VA0015,ALLEGHANY HIGHLANDS REGIONAL LIBRARY,Town,"20,646","31,932",22,"7,924","24,008",271
VA0016,CHARLOTTE COUNTY LIBRARY,Rural,"11,928","14,440",12,"2,808","11,632",0
VA0017,CHESAPEAKE PUBLIC LIBRARY,Suburban,"245,745","1,254,748",15,"287,030","967,718","4,206"
VA0018,CHESTERFIELD COUNTY PUBLIC LIBRARY,Suburban,"350,760","2,389,059",44,"560,499","1,828,560","8,651"
VA0019,CLIFTON FORGE PUBLIC LIBRARY,Town,"3,494","51,317",21,"2,494","48,823",0
VA0020,COLONIAL HEIGHTS PUBLIC LIBRARY,Suburban,"17,194","230,612",11,"116,434","114,178",0
VA0021,CULPEPER COUNTY LIBRARY,Town,"51,998","287,514",34,"45,567","241,947","3,130"
VA0022,CUMBERLAND COUNTY PUBLIC LIBRARY,Rural,"9,855","12,028",38,752,"11,276",11
VA0023,DANVILLE PUBLIC LIBRARY,Town,"39,932","109,220",26,"26,851","82,369",139
VA0024,EASTERN SHORE PUBLIC LIBRARY,Rural,"44,371","96,834",29,"5,549","91,285",55
VA0025,ESSEX PUBLIC LIBRARY,Town,"10,765","27,493",33,"4,294","23,199",103
VA0026,FAIRFAX COUNTY PUBLIC LIBRARY,Suburban,"1,167,471","10,579,040",37,"2,546,644","8,032,396","1,393"
VA0028,FAUQUIER COUNTY PUBLIC LIBRARY,Suburban,"70,580","347,505",41,"83,319","264,186","1,155"
VA0029,FLUVANNA COUNTY PUBLIC LIBRARY,Rural,"27,038","98,074",23,"25,199","72,875","1,360"
VA0030,FRANKLIN COUNTY PUBLIC LIBRARY,Town,"55,782","167,822",28,"32,256","135,566",0
VA0031,GALAX-CARROLL REGIONAL LIBRARY,Town,"35,682","90,891",24,"13,211","77,680",29
VA0032,GLOUCESTER COUNTY PUBLIC LIBRARY,Town,"37,090","126,281",28,"36,706","89,575",498
VA0033,HALIFAX COUNTY-SOUTH BOSTON LIBRARY SYSTEM,Town,"34,329","49,307",15,"7,428","41,879",19
VA0034,HAMPTON PUBLIC LIBRARY,City,"135,753","116,388",62,"13,413","102,975",733
VA0035,HANDLEY REGIONAL LIBRARY,City,"131,370","708,202",41,"117,026","591,176","10,083"
VA0036,HENRICO COUNTY PUBLIC LIBRARY,Suburban,"328,999","3,332,891",28,"1,031,741","2,301,150",414
VA0037,HERITAGE PUBLIC LIBRARY,Rural,"30,082","37,389",46,"4,278","33,111",198
VA0038,HIGHLAND COUNTY PUBLIC LIBRARY,Rural,"2,246","20,411",18,"5,610","14,801",97
VA0039,JAMES L. HAMNER PUBLIC LIBRARY,Rural,"13,053","18,977",19,"3,554","15,423",0
VA0040,JEFFERSON-MADISON REGIONAL LIBRARY,City,"230,414","1,590,506",40,"341,066","1,249,440","5,505"
VA0041,LANCASTER COMMUNITY LIBRARY,Rural,"10,829","69,471",17,"15,393","54,078",0
VA0042,LEWIS EGERTON SMOOT MEMORIAL LIBRARY,Town,"26,016","93,833",50,"13,723","80,110",0
VA0043,LONESOME PINE REGIONAL LIBRARY,Town,"101,632","233,532",30,"14,238","219,294",390
VA0044,LOUDOUN COUNTY PUBLIC LIBRARY,Rural,"413,546","5,260,958",54,"1,298,157","3,962,801","10,701"
VA0045,LYNCHBURG PUBLIC LIBRARY,City,"80,783","315,522",48,"51,539","263,983",53
VA0046,"MADISON COUNTY LIBRARY, INC.",Rural,"13,251","48,271",35,"5,703","42,568",0
VA0047,MARY RILEY STYLES PUBLIC LIBRARY,Suburban,"14,331","371,817",36,"131,138","240,679",34
VA0048,MATHEWS MEMORIAL LIBRARY,Rural,"8,645","23,734",19,"10,943","12,791",634
VA0049,MEHERRIN REGIONAL LIBRARY,Town,"33,289","23,818",38,"4,526","19,292",533
VA0050,MIDDLESEX COUNTY PUBLIC LIBRARY,Rural,"10,712","26,076",28,"5,567","20,509",14
VA0051,MONTGOMERY-FLOYD REGIONAL LIBRARY,City,"115,634","596,875",38,"146,748","450,127","1,076"
VA0052,IRIS BRAMMER LIBRARY,Town,"1,952","1,227",5,0,"1,227",0
VA0053,NEWPORT NEWS PUBLIC LIBRARY SYSTEM,City,"181,000","553,620",25,"172,905","380,715","3,015"
VA0054,NORFOLK PUBLIC LIBRARY,City,"245,054","557,391",22,"127,230","430,161",805
VA0055,NOTTOWAY COUNTY LIBRARY SYSTEM,Town,"15,413","12,694",37,"2,574","10,120",375
VA0056,ORANGE COUNTY PUBLIC LIBRARY,Town,"35,921","255,523",26,"53,415","202,108",517
VA0057,PAMUNKEY REGIONAL LIBRARY,Rural,"155,435","736,182",37,"213,162","523,020","2,346"
VA0058,PEARISBURG PUBLIC LIBRARY,Town,"2,636","14,990",38,14,"14,976",1
VA0059,PETERSBURG PUBLIC LIBRARY,Suburban,"31,430","10,906",31,"1,515","9,391",119
VA0060,PITTSYLVANIA COUNTY PUBLIC LIBRARY,Rural,"61,002","192,314",30,"17,803","174,511",50
VA0061,POQUOSON PUBLIC LIBRARY,Suburban,"12,395","127,685",38,"33,712","93,973","2,077"
VA0062,PORTSMOUTH PUBLIC LIBRARY,City,"94,581","101,728",36,"17,632","84,096",13
VA0063,POWHATAN COUNTY PUBLIC LIBRARY,Rural,"29,867","132,060",48,"24,192","107,868",473
VA0064,PRINCE WILLIAM PUBLIC LIBRARIES,Suburban,"507,255","2,312,633",44,"590,841","1,721,792","9,987"
VA0065,PULASKI COUNTY LIBRARY SYSTEM,Town,"34,097","55,375",29,"7,757","47,618",15
VA0066,RADFORD PUBLIC LIBRARY,Suburban,"18,044","118,199",26,"30,969","87,230",574
VA0067,RAPPAHANNOCK COUNTY LIBRARY,Rural,"7,285","23,820",30,"4,759","19,061",95
VA0068,RICHMOND PUBLIC LIBRARY,City,"226,841","752,759",34,"198,298","554,461",0
VA0069,ROANOKE CITY PUBLIC LIBRARY,City,"99,348","657,748",13,"262,661","395,087",0
VA0070,ROANOKE COUNTY PUBLIC LIBRARY,Suburban,"93,805","810,283",34,"126,398","683,885","4,412"
VA0071,ROCKBRIDGE REGIONAL LIBRARY,Town,"40,704","201,235",39,"37,249","163,986","1,205"
VA0072,MASSANUTTEN REGIONAL LIBRARY,City,"160,062","580,082",55,"45,124","534,958",442
VA0073,RUSSELL COUNTY PUBLIC LIBRARY,Town,"26,830","26,812",32,"4,275","22,537",62
VA0074,SALEM PUBLIC LIBRARY,Suburban,"25,363","131,147",32,"21,457","109,690",67
VA0075,SAMUELS PUBLIC LIBRARY,Town,"39,936","316,939",50,"36,745","280,194","2,501"
VA0076,SHENANDOAH COUNTY LIBRARY,Town,"42,987","162,211",26,"39,783","122,428",128
VA0077,SMYTH COUNTY PUBLIC LIBRARY,Town,"30,075","129,019",22,"8,534","120,485",125
VA0079,STAUNTON PUBLIC LIBRARY,City,"24,971","201,506",30,"36,809","164,697",240
VA0080,SUFFOLK PUBLIC LIBRARY SYSTEM,Suburban,"93,825","330,185",50,"37,799","292,386","1,109"
VA0081,TAZEWELL COUNTY PUBLIC LIBRARY,Town,"41,332","94,015",33,"13,382","80,633",21
VA0082,VIRGINIA BEACH PUBLIC LIBRARY,City,"452,643","1,722,999",39,"360,458","1,362,541","2,581"
VA0083,BLACKWATER REGIONAL LIBRARY,Rural,"81,775","289,635",36,"41,324","248,311","16,772"
VA0084,WASHINGTON COUNTY PUBLIC LIBRARY,Suburban,"53,417","187,451",20,"48,210","139,241",129
VA0085,WAYNESBORO PUBLIC LIBRARY,Suburban,"22,183","176,470",27,"18,949","157,521",20
VA0086,WILLIAMSBURG REGIONAL LIBRARY,Rural,"91,290","1,126,996",18,"317,162","809,834","9,142"
VA0087,WYTHE-GRAYSON REGIONAL LIBRARY,Rural,"43,925","94,528",31,"9,571","84,957",574
VA0088,YORK COUNTY PUBLIC LIBRARY,Suburban,"69,407","434,411",34,"143,545","290,866",0
VA0090,NORTHUMBERLAND PUBLIC LIBRARY,Rural,"11,981","181,399",3,"162,831","18,568",272
VA0091,CENTRAL VIRGINIA REGIONAL LIBRARY,Rural,"40,034","60,334",25,"25,110","35,224",247
VA0092,RICHMOND COUNTY PUBLIC LIBRARY,Rural,"9,192","6,597",20,"4,457","2,140",95
VA0093,CRAIG COUNTY PUBLIC LIBRARY,Rural,"5,108","7,878",35,111,"7,767",0
VA8001,"LUNENBURG COUNTY PUBLIC LIBRARY SYSTEM, INC",Rural,"12,246","21,296",29,0,"21,296",0
VA8002,MECKLENBURG COUNTY PUBLIC LIBRARY,Rural,"30,917","72,765",23,"14,054","58,711","4,638"
VA8003,BLAND COUNTY PUBLIC LIBRARY,Rural,"6,364","37,741",41,"1,842","35,899",718
VA8004,MANASSAS PARK CITY LIBRARY,Suburban,"16,636","12,722",61,"2,537","10,185",0
VI0002,"VIRGIN ISLANDS DIVISION OF LIBRARIES, ARCHIVES AND MUSEUMS",Town,"87,146","4,206",64,0,"4,206",0
VT0002,ALBURGH PUBLIC,Rural,"1,783","4,462",20,502,"3,960",510
VT0004,MARTHA CANFIELD MEMORIAL,Rural,"4,602","12,734",28,"2,098","10,636",53
VT0007,H. F. BRIGHAM FREE,Rural,"1,467","3,077",30,261,"2,816",0
VT0008,CHARLES B. DANFORTH,Rural,"1,043","6,229",30,"1,099","5,130",
VT0008,CHARLES B. DANFORTH,Rural,"1,043",,,,,-1
VT0009,BARNET PUBLIC,Rural,"1,415","4,509",63,606,"3,903",282
VT0010,MCINDOES ACADEMY LIBRARY,Rural,"1,415",389,20,0,389,83
VT0011,ALDRICH PUBLIC,Town,"16,261","54,509",85,"12,810","41,699",
VT0011,ALDRICH PUBLIC,Town,"16,261",,,,,-1
VT0012,BARTON PUBLIC,Rural,"1,229","8,704",33,"1,853","6,851",238
VT0013,JONES MEMORIAL,Rural,"3,002","3,894",20,0,"3,894",0
VT0014,BENNINGTON FREE,Town,"16,230","48,047",36,"7,480","40,567",251
VT0015,J. G. MCCULLOUGH FREE,Town,"4,199","17,573",23,"4,869","12,704",0
VT0016,BENSON PUBLIC,Rural,860,400,50,100,300,0
VT0017,BETHEL PUBLIC,Rural,"2,007","11,031",35,"2,265","8,766",
VT0017,BETHEL PUBLIC,Rural,"2,007",,,,,-1
VT0018,BRADFORD PUBLIC,Rural,"2,789","10,557",34,"3,376","7,181",0
VT0019,BRANDON FREE PUBLIC,Rural,"5,766","26,465",31,"4,722","21,743",544
VT0020,BROOKS MEMORIAL,Town,"12,187","77,289",37,"15,060","62,229",73
VT0023,ISLAND POND PUBLIC,Rural,"1,759","8,100",40,100,"8,000",0
VT0024,LAWRENCE MEMORIAL,Rural,"3,789","45,778",34,"9,194","36,584",532
VT0025,BROOKFIELD FREE PUBLIC,Rural,"1,383","2,436",25,851,"1,585",0
VT0028,WEST BURKE,Rural,253,625,73,0,625,
VT0028,WEST BURKE,Rural,253,,,,,-1
VT0029,FLETCHER FREE,City,"44,703","339,454",30,"114,559","224,895","2,644"
VT0030,CABOT PUBLIC,Rural,"1,695","6,920",31,903,"6,017",32
VT0031,VARNUM MEMORIAL,Rural,"3,821","8,513",88,"4,073","4,440",0
VT0032,ALICE M. WARD MEMORIAL,Rural,789,"5,635",35,898,"4,737",78
VT0033,CASTLETON FREE,Rural,"5,346","12,354",34,"2,143","10,211",138
VT0034,CAVENDISH FLETCHER COMMUNITY,Rural,"1,415","5,360",28,290,"5,070",0
VT0035,CHARLOTTE,Rural,"3,900","45,855",34,"10,630","35,225",872
VT0036,CHELSEA PUBLIC,Rural,"1,272","7,348",28,950,"6,398",70
VT0037,WHITING,Rural,"3,442","11,166",34,"3,323","7,843",0
VT0038,CHITTENDEN PUBLIC,Rural,"1,489","2,190",27,984,"1,206",0
VT0039,BURNHAM MEMORIAL,Rural,"17,547","75,345",51,"13,801","61,544",66
VT0042,CORNWALL FREE PUBLIC,Rural,"1,073","1,460",26,75,"1,385",2
VT0043,CRAFTSBURY PUBLIC,Rural,"1,058","14,499",51,0,"14,499",131
VT0045,S.L. GRIFFITH MEMORIAL LIBRARY,Rural,"1,156","6,903",30,"1,218","5,685",
VT0045,S.L. GRIFFITH MEMORIAL LIBRARY,Rural,"1,156",,,,,-1
VT0046,POPE MEMORIAL,Rural,"2,172","7,075",39,"1,677","5,398",29
VT0048,DAILEY MEMORIAL,Rural,"2,505","23,055",45,"2,511","20,544",24
VT0049,HASKELL FREE,Rural,"6,805","19,002",40,"3,250","15,752",0
VT0050,DORSET VILLAGE PUBLIC,Rural,"2,039","13,662",31,"2,139","11,523",0
VT0051,DOVER FREE,Rural,"1,130","17,615",3,"10,095","7,520",0
VT0052,ENOSBURGH PUBLIC,Rural,"2,800","14,312",38,"1,886","12,426",118
VT0053,ESSEX FREE,Suburban,"11,090","55,651",40,"14,286","41,365",517
VT0054,BROWNELL,Suburban,"10,761","84,753",43,"12,054","72,699",198
VT0055,FAIRFAX COMMUNITY,Rural,"4,973","30,247",36,"4,481","25,766",328
VT0056,BENT NORTHROP MEMORIAL,Rural,"2,082","7,036",31,"1,177","5,859",150
VT0057,FAIR HAVEN FREE,Town,"2,713","8,688",15,"1,527","7,161",18
VT0058,FAIRLEE PUBLIC,Rural,"1,102","9,843",2,"1,171","8,672",90
VT0059,HASTON,Rural,"1,374","4,179",27,633,"3,546",130
VT0060,GEORGIA PUBLIC,Rural,"4,833","13,799",45,"4,556","9,243",0
VT0061,GLOVER PUBLIC,Rural,"1,070","1,153",35,321,832,0
VT0062,GRAFTON PUBLIC,Rural,587,"6,338",17,530,"5,808",
VT0062,GRAFTON PUBLIC,Rural,587,,,,,-1
VT0063,GRAND ISLE FREE,Rural,"2,250","3,605",5,"1,557","2,048",28
VT0065,GREENSBORO FREE,Rural,"1,003","18,854",0,"2,381","16,473",324
VT0066,GROTON FREE PUBLIC,Rural,"1,331","2,571",3,854,"1,717",0
VT0067,GUILDHALL PUBLIC,Rural,539,179,27,0,179,
VT0067,GUILDHALL PUBLIC,Rural,539,,,,,-1
VT0068,GUILFORD FREE,Rural,"2,104","4,530",44,500,"4,030",268
VT0069,HANCOCK FREE PUBLIC,Rural,479,"1,324",27,776,548,0
VT0070,JEUDEVINE MEMORIAL,Rural,"2,938","12,297",34,"2,224","10,073",16
VT0072,HARTLAND PUBLIC,Rural,"3,438","26,661",34,"7,679","18,982",0
VT0073,HIGHGATE PUBLIC,Rural,"3,486","4,567",59,689,"3,878",118
VT0074,CARPENTER CARSE,Rural,"5,014","46,156",42,"7,767","38,389",141
VT0075,HUNTINGTON PUBLIC,Rural,"1,677","19,567",46,"5,312","14,255",55
VT0076,LANPHER MEMORIAL,Rural,"3,009","16,693",34,"2,553","14,140",86
VT0077,LEACH PUBLIC,Rural,"1,174","7,011",30,"1,237","5,774",
VT0077,LEACH PUBLIC,Rural,"1,174",,,,,-1
VT0078,ISLE LA MOTTE FREE PUBLIC,Rural,541,"3,231",30,570,"2,661",
VT0078,ISLE LA MOTTE FREE PUBLIC,Rural,541,,,,,-1
VT0079,JAMAICA MEMORIAL,Rural,881,210,28,0,210,572
VT0080,JERICHO TOWN,Rural,"2,541","10,313",2,"1,486","8,827",126
VT0081,JOHNSON PUBLIC,Rural,"3,552","18,429",59,"1,094","17,335",52
VT0083,LINCOLN,Rural,"1,379","9,028",40,916,"8,112",28
VT0084,SOUTH LONDONDERRY FREE,Rural,"2,461","4,245",31,"1,214","3,031",8
VT0085,LOWELL COMMUNITY,Rural,945,"5,643",30,996,"4,647",
VT0085,LOWELL COMMUNITY,Rural,945,,,,,-1
VT0086,FLETCHER MEMORIAL,Rural,"2,158","16,905",23,"3,101","13,804",32
VT0087,ALDEN BALCH MEMORIAL,Rural,"1,433","8,558",30,"1,510","7,048",
VT0087,ALDEN BALCH MEMORIAL,Rural,"1,433",,,,,-1
VT0089,COBLEIGH PUBLIC,Town,"9,976","28,252",39,"5,879","22,373",0
VT0090,MANCHESTER COMMUNITY LIBRARY,Rural,"4,466","31,557",8,"5,702","25,855",189
VT0091,JAQUITH PUBLIC,Rural,"1,790","12,090",31,"1,384","10,706",85
VT0092,ILSLEY PUBLIC,Town,"9,029","126,613",43,"27,256","99,357",399
VT0094,MIDDLETOWN SPRINGS PUBLIC,Rural,742,"3,662",42,"1,231","2,431",68
VT0095,MILTON PUBLIC,Rural,"10,688","22,128",35,"8,177","13,951",244
VT0096,RUSSELL MEMORIAL,Rural,"1,914","3,911",31,"1,375","2,536",50
VT0097,MONTGOMERY TOWN,Rural,"1,019","6,085",30,"1,074","5,011",
VT0097,MONTGOMERY TOWN,Rural,"1,019",,,,,-1
VT0098,KELLOGG-HUBBARD,Town,"17,732","393,248",39,"35,612","357,636",0
VT0099,MORETOWN MEMORIAL,Rural,"1,604","4,398",50,"1,468","2,930",0
VT0100,MORRISTOWN CENTENNIAL,Rural,"6,495","35,911",37,"6,604","29,307",35
VT0101,MOUNT HOLLY TOWN,Rural,"1,444","2,739",95,186,"2,553",
VT0101,MOUNT HOLLY TOWN,Rural,"1,444",,,,,-1
VT0103,TENNEY MEMORIAL,Rural,"1,053","9,418",16,689,"8,729",88
VT0104,BALDWIN MEMORIAL,Rural,"1,253","5,120",28,69,"5,051",
VT0104,BALDWIN MEMORIAL,Rural,"1,253",,,,,-1
VT0105,MOORE FREE,Rural,"2,287","5,719",26,919,"4,800",269
VT0106,NEW HAVEN COMMUNITY,Rural,"1,819","4,925",29,"1,312","3,613",53
VT0107,GOODRICH MEMORIAL,Town,"6,377","20,903",32,"1,080","19,823",0
