FSCS Key,Library Name,Locale,Service Area Population,Total Circulation,Percentage of Children's Material Circulation,Electronic Material Circulation,Print Material Circulation,Other Physical Item Circulation
VT0108,BROWN PUBLIC,Town,"6,271","23,677",72,"2,164","21,513",38
VT0109,NORTH HERO PUBLIC,Rural,"1,211","4,655",12,"1,093","3,562",26
VT0110,NORWICH PUBLIC,Town,"3,584","51,177",34,"10,490","40,687",330
VT0111,ORWELL FREE LIBRARY,Rural,"1,019","7,277",44,"2,237","5,040",67
VT0112,PAWLET PUBLIC,Rural,"1,239","4,921",45,"1,238","3,683",
VT0112,PAWLET PUBLIC,Rural,"1,239",,,,,-1
VT0113,PEACHAM,Rural,798,"6,708",27,"2,036","4,672",45
VT0114,ROGER CLARK MEMORIAL,Rural,440,439,66,27,412,5
VT0115,MACLURE,Rural,"2,875","11,714",34,"1,909","9,805",315
VT0116,CUTLER MEMORIAL,Rural,"1,138","6,976",28,"2,439","4,537",16
VT0117,TYSON,Rural,121,723,30,128,595,
VT0117,TYSON,Rural,121,,,,,-1
VT0118,ABBOTT MEMORIAL,Rural,924,"3,760",42,"1,282","2,478",53
VT0119,POULTNEY PUBLIC,Rural,"3,059","22,102",29,"3,066","19,036",409
VT0120,SOLOMON WRIGHT PUBLIC,Town,"3,290","2,358",34,210,"2,148",
VT0120,SOLOMON WRIGHT PUBLIC,Town,"3,290",,,,,-1
VT0121,PROCTOR FREE,Rural,"1,841","28,547",12,0,"28,547",384
VT0122,PUTNEY PUBLIC,Rural,"2,570","34,281",35,"8,514","25,767",9
VT0123,KIMBALL PUBLIC,Rural,"5,720","37,475",45,"7,606","29,869",210
VT0124,READING PUBLIC,Rural,610,"3,643",30,643,"3,000",
VT0124,READING PUBLIC,Rural,610,,,,,-1
VT0125,READSBORO COMMUNITY,Rural,706,"6,020",21,4,"6,016",5
VT0126,ARVIN A. BROWN PUBLIC,Rural,"2,522","4,274",20,921,"3,353",161
VT0127,RICHMOND FREE,Rural,"4,142","45,954",50,"7,826","38,128",313
VT0128,ROCHESTER PUBLIC,Rural,"1,457","5,175",22,875,"4,300",133
VT0129,ROCKINGHAM FREE PUBLIC,Town,"4,919","25,280",36,"4,415","20,865",0
VT0130,ROXBURY FREE,Rural,"1,030","2,914",51,502,"2,412",0
VT0131,ROYALTON MEMORIAL,Rural,"2,755","8,225",31,"2,920","5,305",28
VT0132,R.K. KITTAY PUBLIC,Rural,685,507,34,0,507,0
VT0133,RUTLAND FREE,Town,"22,158","108,789",30,"19,054","89,735",2
VT0136,SOUTH RYEGATE PUBLIC,Rural,641,"3,828",30,675,"3,153",
VT0136,SOUTH RYEGATE PUBLIC,Rural,641,,,,,-1
VT0137,ST. ALBANS FREE,Town,"13,354","51,585",39,"12,349","39,236",198
VT0138,ST. JOHNSBURY ATHENAEUM,Town,"7,403","41,994",44,"5,481","36,513",3
VT0139,BAXTER MEMORIAL,Rural,"1,616","8,187",31,"1,254","6,933",51
VT0140,PIERSON,Suburban,"7,682","97,579",58,"11,127","86,452",0
VT0141,SHELDON MUNICIPAL,Rural,"2,299","4,053",31,0,"4,053",
VT0141,SHELDON MUNICIPAL,Rural,"2,299",,,,,-1
VT0142,SHERBURNE MEMORIAL,Rural,851,"22,531",28,"1,703","20,828",732
VT0143,PLATT MEMORIAL,Rural,"2,396","4,695",31,"1,376","3,319",70
VT0144,SHREWSBURY,Rural,"1,283","2,614",18,929,"1,685",31
VT0145,SOUTH BURLINGTON,City,"20,042","167,057",41,"34,785","132,272",237
VT0146,WORTHEN LIBRARY,Rural,"1,464","16,768",28,"3,223","13,545",178
VT0147,SPRINGFIELD TOWN,Town,"9,089","30,527",26,"5,155","25,372",223
VT0148,STAMFORD COMMUNITY,Rural,931,"2,562",28,117,"2,445",18
VT0149,STARKSBORO PUBLIC,Rural,"1,978","6,444",45,"1,477","4,967",29
VT0151,STOWE FREE,Rural,"5,156","44,953",36,"5,420","39,533",0
VT0152,MORRILL MEM. & HARRIS,Rural,"1,223","6,077",28,889,"5,188",0
VT0154,SWANTON PUBLIC,Town,"6,724","12,625",40,"2,610","10,015",0
VT0155,LATHAM MEMORIAL,Rural,"2,489","13,159",38,"6,063","7,096",116
VT0157,GEORGE PEABODY,Rural,277,"1,127",9,972,155,2
VT0158,TINMOUTH,Rural,732,"4,371",30,771,"3,600",
VT0158,TINMOUTH,Rural,732,,,,,-1
VT0159,TOWNSHEND PUBLIC,Rural,"1,641","4,404",31,"1,210","3,194",10
VT0160,WM. & LUCY RAND MEMORIAL,Rural,"2,253",648,28,0,648,0
VT0161,TUNBRIDGE PUBLIC,Rural,"1,328","6,796",35,84,"6,712",18
VT0164,BIXBY MEMORIAL,Town,"7,788","28,074",40,"11,169","16,905",13
VT0165,VERNON FREE,Rural,"2,587","7,972",40,"1,007","6,965",387
VT0166,JOSLIN MEMORIAL,Rural,"2,797","14,677",34,"4,136","10,541",10
VT0167,WALDEN COMMUNITY,Rural,990,"5,912",30,"1,043","4,869",
VT0167,WALDEN COMMUNITY,Rural,990,,,,,-1
VT0168,GILBERT HART,Rural,"2,372","7,241",31,"1,684","5,557",16
VT0169,WARDSBORO FREE PUBLIC,Rural,973,"2,662",66,191,"2,471",
VT0169,WARDSBORO FREE PUBLIC,Rural,973,,,,,-1
VT0170,WARREN PUBLIC,Rural,"1,632","16,056",42,"3,602","12,454",161
VT0171,CALEF MEMORIAL,Rural,"1,086","1,096",24,22,"1,074",0
VT0172,WATERBURY PUBLIC,Town,"5,240","33,416",36,"11,994","21,422",293
VT0173,DAVIES MEMORIAL,Rural,"1,442","2,335",41,155,"2,180",0
VT0175,WEATHERSFIELD PROCTOR,Rural,"2,836","4,529",38,"1,292","3,237",6
VT0176,WELLS VILLAGE,Rural,983,"1,709",28,0,"1,709",
VT0176,WELLS VILLAGE,Rural,983,,,,,-1
VT0177,WATERVILLE TOWN,Rural,391,286,28,95,191,
VT0177,WATERVILLE TOWN,Rural,391,,,,,-1
VT0178,HITCHCOCK MUSEUM & LIBRARY,Rural,721,"4,306",30,760,"3,546",
VT0178,HITCHCOCK MUSEUM & LIBRARY,Rural,721,,,,,-1
VT0179,WESTFORD PUBLIC,Rural,"2,510","17,147",31,"3,232","13,915",60
VT0180,BUTTERFIELD,Rural,"1,010","2,664",6,215,"2,449",0
VT0181,WESTMINSTER WEST PUBLIC,Rural,"2,051","1,398",73,25,"1,373",59
VT0182,WILDER MEMORIAL,Rural,794,"1,826",27,476,"1,350",0
VT0183,WEST RUTLAND FREE,Town,"2,229","7,060",61,85,"6,975",
VT0183,WEST RUTLAND FREE,Town,"2,229",,,,,-1
VT0184,MARY L. BLOOD MEMORIAL,Rural,"1,214",182,27,112,70,2
VT0186,WHITINGHAM FREE PUBLIC,Rural,"2,217","6,557",31,961,"5,596",0
VT0187,AINSWORTH PUBLIC,Town,"3,515","7,887",87,187,"7,700",
VT0187,AINSWORTH PUBLIC,Town,"3,515",,,,,-1
VT0188,DOROTHY ALLING MEMORIAL,Suburban,"10,332","121,060",49,"19,317","101,743","1,181"
VT0189,PETTEE MEMORIAL,Rural,"1,845","13,738",34,542,"13,196",122
VT0190,WINDHAM TOWN,Rural,499,"2,980",30,526,"2,454",
VT0190,WINDHAM TOWN,Rural,499,,,,,-1
VT0191,WINDSOR PUBLIC,Town,"3,561","12,773",33,"3,069","9,704",107
VT0192,WINHALL MEMORIAL,Rural,803,"2,132",27,404,"1,728",10
VT0193,WINOOSKI MEMORIAL,Suburban,"8,015","13,718",40,"4,758","8,960",30
VT0194,G. M. KELLEY COMMUNITY,Rural,"1,744","9,585",35,"1,968","7,617",
VT0194,G. M. KELLEY COMMUNITY,Rural,"1,744",,,,,-1
VT0195,WOODBURY COMMUNITY,Rural,756,"2,331",16,443,"1,888",
VT0195,WOODBURY COMMUNITY,Rural,756,,,,,-1
VT0196,NORMAN WILLIAMS PUBLIC,Rural,"3,011","36,711",42,"3,879","32,832",4
VT0197,HARTFORD,Rural,"3,181","30,243",42,"2,665","27,578",0
VT0198,QUECHEE,Rural,"5,832","33,242",33,"7,619","25,623",174
VT0202,ALBANY TOWN,Rural,"1,021","1,568",27,"1,059",509,12
VT0206,BAILEY MEMORIAL,Town,"2,436","2,578",32,0,"2,578",358
VT0208,LYDIA TAFT PRATT,Rural,"2,185","2,591",4,389,"2,202",0
VT0209,BELCHER MEMORIAL,Rural,733,"4,377",30,772,"3,605",
VT0209,BELCHER MEMORIAL,Rural,733,,,,,-1
VT0210,JOHN W. SIMPSON MEMORIAL,Rural,"1,058",790,27,0,790,4
VT0211,BRAINERD MEMORIAL,Rural,"2,172",192,38,0,192,33
VT0212,SALISBURY FREE PUBLIC,Rural,"1,192","2,834",19,"1,304","1,530",51
VT0213,BLAKE MEMORIAL,Rural,"2,428","9,761",31,"1,652","8,109",
VT0213,BLAKE MEMORIAL,Rural,"2,428",,,,,-1
VT0214,DEBORAH RAWSON MEMORIAL,Rural,"5,627","48,183",41,"9,214","38,969",87
VT0217,VERSHIRE COMMUNITY,Rural,727,"4,342",30,766,"3,576",
VT0217,VERSHIRE COMMUNITY,Rural,727,,,,,-1
VT0218,WEST FAIRLEE FREE PUBLIC,Rural,762,"1,498",61,0,"1,498",10
VT0220,FRANKLIN-GRAND ISLE BOOKMOBILE,Town,"2,832","19,292",29,0,"19,292",
VT0220,FRANKLIN-GRAND ISLE BOOKMOBILE,Town,"2,832",,,,,-1
VT0222,WEST HARTFORD,Rural,"1,591","8,768",33,595,"8,173",0
WA0002,BURLINGTON PUBLIC LIBRARY,Suburban,"9,800","174,217",30,"27,393","146,824",0
WA0003,CASTLE ROCK PUBLIC LIBRARY,Town,"2,445","13,390",37,"2,359","11,031",
WA0003,CASTLE ROCK PUBLIC LIBRARY,Town,"2,445",,,,,-1
WA0004,CATHLAMET PUBLIC LIBRARY,Rural,560,"7,329",13,"2,894","4,435",37
WA0006,CLE ELUM (CARPENTER MEMORIAL) LIBRARY,Town,"2,250","19,033",64,"4,817","14,216",37
WA0009,DAVENPORT PUBLIC LIBRARY,Rural,"1,710","5,833",55,"2,609","3,224",36
WA0011,HARRINGTON PUBLIC LIBRARY,Rural,430,"1,475",59,218,"1,257",
WA0011,HARRINGTON PUBLIC LIBRARY,Rural,430,,,,,-1
WA0012,KALAMA PUBLIC LIBRARY,Town,"3,065","10,727",26,"5,895","4,832",64
WA0014,KITTITAS PUBLIC (GILMOUR MEMORIAL) LIBRARY,Rural,"1,440","3,156",31,599,"2,557",0
WA0015,LA CONNER REGIONAL LIBRARY,Town,"5,162","23,857",26,"8,942","14,915",
WA0015,LA CONNER REGIONAL LIBRARY,Town,"5,162",,,,,-1
WA0016,ODESSA PUBLIC LIBRARY,Rural,890,"2,010",20,610,"1,400",225
WA0017,POMEROY (DENNY ASHBY) LIBRARY,Rural,"2,300","11,293",36,"5,119","6,174",0
WA0019,REARDAN MEMORIAL LIBRARY,Rural,650,"4,764",12,"2,461","2,303",6
WA0020,RITZVILLE LIBRARY DISTRICT #2,Rural,"3,482","69,116",1,"4,124","64,992",11
WA0021,ROSLYN PUBLIC LIBRARY,Town,960,"3,229",62,"1,700","1,529",10
WA0022,SPRAGUE PUBLIC LIBRARY,Rural,500,422,24,122,300,0
WA0023,WAITSBURG (WELLER) PUBLIC LIBRARY,Rural,"1,180","9,581",24,"1,795","7,786",312
WA0024,WILBUR (HESSELTINE) PUBLIC LIBRARY,Rural,895,"3,648",18,"1,822","1,826",74
WA0026,LOPEZ ISLAND LIBRARY DISTRICT,Rural,"2,783","62,973",22,"17,792","45,181",987
WA0028,OCEAN SHORES PUBLIC LIBRARY,Town,"7,160","74,300",14,"15,617","58,683",0
WA0029,ORCAS ISLAND LIBRARY DISTRICT,Rural,"5,894","107,746",22,"30,499","77,247","1,738"
WA0031,SAN JUAN ISLAND LIBRARY DISTRICT,Rural,"8,721","146,202",33,"31,842","114,360","1,525"
WA0032,ANACORTES PUBLIC LIBRARY,Town,"17,880","252,671",31,"59,105","193,566",977
WA0033,ASOTIN COUNTY LIBRARY,Suburban,"22,600","106,150",36,"21,399","84,751",
WA0033,ASOTIN COUNTY LIBRARY,Suburban,"22,600",,,,,-1
WA0034,CAMAS PUBLIC LIBRARY,Suburban,"27,250","499,680",57,"92,288","407,392",563
WA0035,ELLENSBURG PUBLIC LIBRARY,Town,"20,940","167,193",38,"48,165","119,028",307
WA0037,GRANDVIEW LIBRARY,Town,"11,020","13,656",24,"2,513","11,143",90
WA0038,JEFFERSON COUNTY RURAL LIBRARY DISTRICT,Town,"23,060","384,568",26,"72,877","311,691","1,473"
WA0039,KELSO PUBLIC LIBRARY,Suburban,"12,720","34,785",37,"9,369","25,416",5
WA0040,MOUNT VERNON CITY LIBRARY,City,"35,500","225,333",39,"56,246","169,087",203
WA0041,PEND OREILLE COUNTY LIBRARY DISTRICT,Town,"13,625","91,293",31,"22,452","68,841",
WA0041,PEND OREILLE COUNTY LIBRARY DISTRICT,Town,"13,625",,,,,-1
WA0042,PORT TOWNSEND PUBLIC LIBRARY,Town,"10,290","240,462",26,"48,596","191,866",966
WA0043,PULLMAN (NEILL) PUBLIC LIBRARY,Town,"32,790","341,736",51,"94,999","246,737",50
WA0044,PUYALLUP PUBLIC LIBRARY,Suburban,"43,260","224,902",88,"42,345","182,557",382
WA0047,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,City,"27,425","68,089",24,"30,063","38,026",135
WA0048,WHITMAN COUNTY LIBRARY,Town,"15,010","94,539",20,"31,852","62,687",803
WA0050,BELLINGHAM PUBLIC LIBRARY,City,"93,910","1,604,561",32,"424,918","1,179,643","5,511"
WA0051,EVERETT PUBLIC LIBRARY,City,"113,300","636,527",46,"89,154","547,373",932
WA0052,LONGVIEW PUBLIC LIBRARY,City,"54,270","280,145",35,"55,776","224,369",262
WA0053,NORTH OLYMPIC LIBRARY SYSTEM,Town,"77,625","975,912",19,"192,487","783,425","1,712"
WA0055,RICHLAND PUBLIC LIBRARY,City,"62,220","596,122",42,"158,184","437,938","1,293"
WA0056,WALLA WALLA PUBLIC LIBRARY,City,"34,020","306,399",39,"68,793","237,606",
WA0056,WALLA WALLA PUBLIC LIBRARY,City,"34,020",,,,,-1
WA0057,WHATCOM COUNTY LIBRARY SYSTEM,Rural,"137,740","1,927,243",40,"345,553","1,581,690","29,723"
WA0058,FORT VANCOUVER REGIONAL LIBRARY DISTRICT,City,"536,603","5,115,314",37,"1,662,320","3,452,994","11,213"
WA0059,KING COUNTY LIBRARY SYSTEM,Suburban,"1,581,815","18,867,572",37,"8,475,388","10,392,184",
WA0059,KING COUNTY LIBRARY SYSTEM,Suburban,"1,581,815",,,,,-1
WA0060,KITSAP REGIONAL LIBRARY,City,"280,900","2,436,646",37,"625,151","1,811,495","3,486"
WA0061,MID-COLUMBIA LIBRARIES,City,"266,623","2,228,476",43,"726,153","1,502,323",
WA0061,MID-COLUMBIA LIBRARIES,City,"266,623",,,,,-1
WA0062,NORTH CENTRAL REGIONAL LIBRARY,City,"274,095","1,247,592",30,"415,577","832,015","3,902"
WA0063,PIERCE COUNTY LIBRARY SYSTEM,Suburban,"655,040","4,821,855",25,"2,127,612","2,694,243","551,983"
WA0064,SEATTLE PUBLIC LIBRARY,City,"762,500","11,059,320",27,"5,077,791","5,981,529","30,895"
WA0065,SNO-ISLE LIBRARIES,Suburban,"800,969","7,391,797",29,"4,034,539","3,357,258",316
WA0066,SPOKANE COUNTY LIBRARY DISTRICT,Suburban,"306,930","2,346,882",32,"872,593","1,474,289",0
WA0067,SPOKANE PUBLIC LIBRARY,City,"230,900","1,068,872",37,"472,435","596,437",
WA0067,SPOKANE PUBLIC LIBRARY,City,"230,900",,,,,-1
WA0068,TACOMA PUBLIC LIBRARY,City,"220,800","1,546,271",41,"392,641","1,153,630","4,567"
WA0069,TIMBERLAND REGIONAL LIBRARY,City,"538,900","4,192,318",28,"1,566,684","2,625,634",922
WA0070,YAKIMA VALLEY REGIONAL LIBRARY,City,"248,930","749,800",41,"247,556","502,244",0
WA0072,STEVENS COUNTY RURAL LIBRARY DISTRICT,Rural,"47,050","256,644",45,"70,210","186,434","4,105"
WA0073,UPPER SKAGIT LIBRARY DISTRICT,Rural,"5,185","34,723",25,"4,241","30,482",368
WA0074,LIBERTY LAKE MUNICIPAL LIBRARY,Suburban,"12,870","123,205",51,"25,279","97,926",97
WA0075,COLUMBIA COUNTY RURAL LIBRARY DISTRICT,Town,"3,830","17,846",6,"4,250","13,596",157
WA0076,CENTRAL SKAGIT LIBRARY DISTRICT,Suburban,"29,338","184,313",38,"38,561","145,752",948
WI0001,ABBOTSFORD PUBLIC LIBRARY,Town,"3,519","22,409",35,"2,289","20,120",149
WI0002,ADAMS COUNTY LIBRARY,Rural,"17,619","58,223",17,"8,721","49,502",736
WI0003,ALBERTSON MEMORIAL LIBRARY,Rural,"2,739","14,722",13,"2,020","12,702",8
WI0004,ALGOMA PUBLIC LIBRARY,Town,"9,405","45,832",27,"8,607","37,225",417
WI0005,ALMA PUBLIC LIBRARY,Rural,"4,770","17,296",24,"6,109","11,187",0
WI0006,ALTOONA PUBLIC LIBRARY,Suburban,"14,203","148,075",35,"17,439","130,636","1,218"
WI0007,AMERY PUBLIC LIBRARY,Town,"11,090","80,968",38,"18,289","62,679",825
WI0008,LETTIE W. JENSEN PUBLIC LIBRARY,Rural,"1,121","11,124",37,"1,700","9,424",0
WI0009,ANTIGO PUBLIC LIBRARY,Town,"19,457","95,522",30,"17,163","78,359",886
WI0010,APPLETON PUBLIC LIBRARY,City,"104,962","738,968",34,"193,506","545,462","8,427"
WI0011,ARCADIA FREE PUBLIC LIBRARY,Town,"5,616","23,829",21,"5,219","18,610",3
WI0012,ARGYLE PUBLIC LIBRARY,Rural,"1,859","7,457",40,"1,419","6,038",71
WI0013,LESTER PUBLIC LIBRARY OF ARPIN,Rural,"2,674","13,959",52,"1,260","12,699",254
WI0014,VAUGHN PUBLIC LIBRARY,Town,"12,691","102,055",25,"32,120","69,935",147
WI0015,AUGUSTA MEMORIAL PUBLIC LIBRARY,Rural,"2,875","23,094",28,"4,668","18,426",232
WI0016,BALDWIN PUBLIC LIBRARY,Town,"7,782","56,182",39,"10,496","45,686",850
WI0017,BALSAM LAKE PUBLIC LIBRARY,Rural,"3,498","25,034",35,"5,476","19,558",301
WI0018,BARABOO PUBLIC LIBRARY,Town,"21,206","196,016",32,"31,012","165,004",305
WI0019,BARNEVELD PUBLIC LIBRARY,Rural,"3,841","14,464",41,"3,570","10,894",11
WI0020,BARRON PUBLIC LIBRARY,Town,"7,416","56,885",31,"14,266","42,619",136
WI0021,BAYFIELD CARNEGIE PUBLIC LIBRARY,Rural,"4,657","30,344",25,"7,593","22,751",84
WI0022,BEAVER DAM COMMUNITY LIBRARY,Town,"29,311","174,614",28,"36,312","138,302","1,203"
WI0023,BELLEVILLE PUBLIC LIBRARY,Rural,"3,724","71,989",49,"10,365","61,624",149
WI0024,JOHN TURGESON PUBLIC LIBRARY,Rural,"1,159","1,699",12,777,922,0
WI0025,BELOIT PUBLIC LIBRARY,City,"45,877","193,169",27,"31,001","162,168",621
WI0026,BENTON PUBLIC LIBRARY,Rural,"1,477","7,491",34,981,"6,510",29
WI0027,BERLIN PUBLIC LIBRARY,Town,"7,516","85,191",36,"12,800","72,391",897
WI0028,BIG BEND VILLAGE LIBRARY,Suburban,"2,220","18,699",32,"4,697","14,002",6
WI0030,BLACK EARTH PUBLIC LIBRARY,Town,"2,509","27,858",36,"4,824","23,034",127
WI0031,BLACK RIVER FALLS PUBLIC LIBRARY,Town,"20,405","82,913",30,"14,989","67,924",72
WI0033,BLANCHARDVILLE PUBLIC LIBRARY,Rural,"1,424","8,842",31,"2,488","6,354",1
WI0035,BLOOMINGTON PUBLIC LIBRARY,Rural,"1,356","5,756",21,730,"5,026",1
WI0036,HILDEBRAND MEMORIAL LIBRARY,Town,"4,399","28,259",29,"9,078","19,181",149
WI0037,BOULDER JUNCTION PUBLIC LIBRARY,Rural,"1,292","16,591",17,"3,907","12,684",24
WI0038,BOYCEVILLE PUBLIC LIBRARY,Rural,"3,387","23,424",42,"2,217","21,207",158
WI0039,BRANDON PUBLIC LIBRARY,Rural,"1,455","7,434",38,"1,004","6,430",114
WI0040,BRILLION PUBLIC LIBRARY,Town,"10,043","49,988",48,"6,065","43,923",64
WI0041,BRODHEAD MEMORIAL PUBLIC LIBRARY,Town,"7,086","49,200",36,"6,109","43,091",257
WI0042,BROOKFIELD PUBLIC LIBRARY,Suburban,"45,849","628,261",46,"85,166","543,095","1,026"
WI0043,BROWN DEER PUBLIC LIBRARY,Suburban,"13,028","97,888",45,"10,553","87,335","4,937"
WI0044,BROWNSVILLE PUBLIC LIBRARY,Rural,"2,090","16,108",34,"1,859","14,249",152
WI0045,BURLINGTON PUBLIC LIBRARY,Town,"19,465","144,682",37,"25,881","118,801","1,082"
WI0046,BUTLER PUBLIC LIBRARY,Suburban,"1,809","30,458",51,"1,298","29,160",661
WI0047,FOREST LODGE LIBRARY,Rural,"1,284","14,083",9,"4,914","9,169",16
WI0049,JANE MORGAN MEMORIAL LIBRARY,Rural,"2,823","16,568",34,"2,487","14,081",215
WI0050,CAMBRIDGE COMMUNITY LIBRARY,Town,"2,609","48,871",31,"5,730","43,141",280
WI0051,CAMERON PUBLIC LIBRARY,Rural,"3,619","24,524",39,"3,140","21,384",38
WI0052,CAMPBELLSPORT PUBLIC LIBRARY,Rural,"7,410","45,272",47,"5,314","39,958",126
WI0053,ECKSTEIN MEMORIAL LIBRARY,Rural,"1,315","8,963",21,"1,125","7,838",1
WI0054,CEDAR GROVE PUBLIC LIBRARY,Rural,"3,707","45,716",43,"4,606","41,110",376
WI0055,CEDARBURG PUBLIC LIBRARY,Suburban,"20,451","210,026",37,"37,158","172,868","1,803"
WI0056,CENTURIA PUBLIC LIBRARY,Rural,"1,453","6,025",29,863,"5,162",0
WI0057,CALHOUN MEMORIAL LIBRARY,Town,"6,458","42,445",26,"11,366","31,079",0
WI0058,CHILTON PUBLIC LIBRARY,Town,"20,861","56,015",31,"9,330","46,685","2,745"
WI0059,CHIPPEWA FALLS PUBLIC LIBRARY,Suburban,"40,771","242,410",34,"47,378","195,032","1,783"
WI0060,CLEAR LAKE PUBLIC LIBRARY,Rural,"2,726","23,236",32,"3,330","19,906",178
WI0061,CLINTON PUBLIC LIBRARY,Rural,"3,793","24,587",36,"4,895","19,692",111
WI0062,CLINTONVILLE PUBLIC LIBRARY,Town,"7,057","58,442",40,"10,666","47,776","1,237"
WI0063,COBB PUBLIC LIBRARY,Rural,"1,525","6,610",48,"1,431","5,179",3
WI0064,COLBY COMMUNITY LIBRARY,Town,"7,553","67,282",60,"4,064","63,218",2
WI0065,COLFAX PUBLIC LIBRARY,Rural,"4,780","35,347",52,"5,082","30,265",5
WI0066,COLUMBUS PUBLIC LIBRARY,Town,"9,628","66,374",41,"12,672","53,702",199
WI0067,CORNELL PUBLIC LIBRARY,Rural,"3,311","14,427",36,0,"14,427",16
WI0068,CRANDON PUBLIC LIBRARY,Rural,"6,130","19,083",22,"5,465","13,618",109
WI0069,ROSEMARY GARFOOT PUBLIC LIBRARY,Suburban,"6,892","69,494",42,"13,000","56,494","3,719"
WI0070,CUBA CITY PUBLIC LIBRARY,Rural,"2,572","14,173",27,"4,257","9,916",2
WI0071,CUDAHY FAMILY LIBRARY,Suburban,"18,184","210,455",39,"15,147","195,308","6,924"
WI0072,THOMAS ST. ANGELO PUBLIC LIBRARY,Rural,"6,919","56,630",28,"10,854","45,776","1,268"
WI0074,DARIEN PUBLIC LIBRARY,Town,"2,468","12,348",49,"1,436","10,912",19
WI0075,JOHNSON PUBLIC LIBRARY,Rural,"5,867","20,729",29,"3,654","17,075",59
WI0076,DEER PARK PUBLIC LIBRARY,Rural,"1,032","11,581",35,"1,351","10,230",73
WI0077,DEERFIELD PUBLIC LIBRARY,Rural,"3,365","35,384",36,"7,729","27,655",6
WI0078,DEFOREST AREA PUBLIC LIBRARY,Suburban,"20,080","220,500",44,"39,654","180,846","9,987"
WI0079,DELAFIELD PUBLIC LIBRARY,Suburban,"20,912","240,656",39,"44,866","195,790","1,652"
WI0080,ARAM PUBLIC LIBRARY,Town,"15,421","96,143",34,"16,048","80,095",790
WI0081,DE SOTO PUBLIC LIBRARY,Rural,514,"4,822",44,126,"4,696",10
WI0085,DRUMMOND PUBLIC LIBRARY,Rural,911,"6,831",26,"1,906","4,925",17
WI0086,DURAND COMMUNITY LIBRARY,Rural,"4,565","26,405",41,"3,785","22,620",63
WI0087,ALICE BAKER MEMORIAL PUBLIC LIBRARY,Town,"6,144","45,789",35,"8,672","37,117",690
WI0088,WALTER E. OLSON MEMORIAL LIBRARY,Rural,"10,482","75,284",26,"20,020","55,264","1,282"
WI0089,EAST TROY LIONS PUBLIC LIBRARY,Town,"8,219","34,524",40,"6,712","27,812",89
WI0090,L.E. PHILLIPS MEMORIAL PUBLIC LIBRARY,City,"88,885","720,866",37,"147,596","573,270","12,708"
WI0091,EDGERTON PUBLIC LIBRARY,Town,"9,948","93,312",44,"15,083","78,229",190
WI0092,ELKHART LAKE PUBLIC LIBRARY,Rural,"3,815","33,611",43,"4,454","29,157",504
WI0093,MATHESON MEMORIAL LIBRARY,Town,"27,480","209,126",49,"21,104","188,022","2,458"
WI0094,ELLSWORTH PUBLIC LIBRARY,Town,"8,794","58,959",36,"10,790","48,169",839
WI0095,ELM GROVE PUBLIC LIBRARY,Suburban,"6,766","112,368",39,"16,634","95,734",915
WI0096,ELMWOOD PUBLIC LIBRARY,Rural,"1,504","14,422",34,"2,516","11,906",24
WI0097,ELROY PUBLIC LIBRARY,Rural,"2,118","21,610",36,"2,370","19,240",144
WI0098,ENDEAVOR PUBLIC LIBRARY,Rural,"1,642","8,736",42,"1,696","7,040",74
WI0099,EAGER FREE PUBLIC LIBRARY,Town,"8,534","60,928",36,"13,620","47,308",38
WI0100,FAIRCHILD PUBLIC LIBRARY,Rural,905,"4,422",22,849,"3,573",7
WI0101,FALL CREEK PUBLIC LIBRARY,Rural,"3,406","28,056",47,"3,886","24,170",0
WI0102,DWIGHT T. PARKER PUBLIC LIBRARY,Rural,"4,730","26,484",40,"1,620","24,864",225
WI0103,FOND DU LAC PUBLIC LIBRARY,City,"70,435","496,362",33,"91,781","404,581",
WI0103,FOND DU LAC PUBLIC LIBRARY,City,"70,435",,,,,-1
WI0104,FONTANA PUBLIC LIBRARY,Rural,"3,083","22,849",15,"5,147","17,702",12
WI0105,DWIGHT FOSTER PUBLIC LIBRARY,Town,"22,805","191,310",40,"31,045","160,265","3,614"
WI0106,FOX LAKE PUBLIC LIBRARY,Rural,"2,842","14,270",37,"3,222","11,048",227
WI0107,FRANKLIN PUBLIC LIBRARY,Suburban,"35,896","344,242",44,"45,498","298,744","3,427"
WI0108,FREDERIC PUBLIC LIBRARY,Rural,"3,495","34,290",24,"8,790","25,500",121
WI0109,NEUSCHAFER COMMUNITY LIBRARY,Rural,"2,244","20,888",43,"2,474","18,414",228
WI0110,GALESVILLE PUBLIC LIBRARY,Rural,"4,603","30,030",30,"8,192","21,838",
WI0110,GALESVILLE PUBLIC LIBRARY,Rural,"4,603",,,,,-1
WI0111,GAYS MILLS PUBLIC LIBRARY,Rural,"1,742","9,639",21,"1,832","7,807",61
WI0112,GENOA CITY PUBLIC LIBRARY,Suburban,"5,932","37,988",49,"3,464","34,524",33
WI0113,GERMANTOWN COMMUNITY LIBRARY,Suburban,"35,219","337,607",44,"48,805","288,802","3,903"
WI0115,WESTERN TAYLOR COUNTY PUBLIC LIBRARY,Rural,"2,523","20,712",50,864,"19,848",361
WI0116,NORTH SHORE LIBRARY,Suburban,"26,300","233,724",39,"52,279","181,445","2,500"
