FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Local Revenue ($),State Revenue ($),Federal Revenue ($),Other Revenue ($),Total Revenue ($)
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,,"28,872","588,331","23,954","14,358","7,633","634,276"
AR0047,ROGERS PUBLIC LIBRARY,City,,"68,669","2,029,230","127,985",614,"149,683","2,307,512"
AR0048,CRAWFORD COUNTY LIBRARY SYSTEM,Suburban,,"63,257","1,247,161","106,938",0,"190,192","1,544,291"
AR0049,CARROLL AND MADISON LIBRARY SYSTEM,Town,,"43,718","1,328,011","115,254",0,"20,706","1,463,971"
AR0050,BOONE COUNTY LIBRARY,Town,,"37,432","610,533","77,824",0,"70,151","758,508"
AR0051,NEWTON COUNTY,Rural,,"7,753","96,070","28,901",0,"9,886","134,857"
AR0060,CLARK COUNTY LIBRARY,Town,,"22,320","366,008","49,382",0,"27,476","442,866"
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,,"6,624","111,490",0,0,"2,523","114,013"
AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,Rural,,"29,052","159,904","89,266",0,"26,724","275,894"
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,,"24,098","159,808","35,824","10,275","5,627","211,534"
AR0064,CALHOUN COUNTY LIBRARY,Rural,,"5,189","63,873","7,871","5,000","7,260","84,004"
AR0066,FAYETTEVILLE PUBLIC LIBRARY,City,,"87,590","7,687,783","161,354","2,500","176,617","8,028,254"
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,,"2,346",0,0,"1,500",0,"1,500"
AR0069,GRAVETTE PUBLIC LIBRARY,Rural,,"3,516","171,379",0,0,"19,178","190,557"
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,,"1,136","356,271",0,"1,500",765,"358,536"
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,,"2,189",0,0,"1,500","117,100","118,600"
AR0076,HEMPSTEAD COUNTY LIBRARY,Town,,"21,532","491,769","60,173",0,245,"552,187"
AR0077,GENTRY PUBLIC LIBRARY,Town,,"4,023","158,849",0,0,"27,890","186,739"
AR0078,IVA JANE PEEK LIBRARY HQ,Rural,,"1,790","33,910",0,0,0,"33,910"
AR0079,SILOAM SPRINGS PUBLIC LIBRARY,Town,,"17,101","671,666",0,"5,922","31,666","709,254"
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,,529,"12,643","2,104","1,500","3,164","19,411"
AR0081,TRI-COUNTY REGIONAL LIBRARY SYSTEM,Town,,"42,468","613,190","113,709",0,"28,765","755,664"
AR0082,INDEPENDENCE COUNTY LIBRARY,Town,,"37,825","605,610","71,181","15,720","28,855","721,366"
AR0083,PRAIRIE COUNTY LIBRARY,Rural,,"8,062","334,600",0,0,0,"334,600"
AS0001,FELETI BARSTOW PUBLIC LIBRARY,Town,,"51,269",0,"332,256","77,537","4,486","414,279"
AZ0001,APACHE COUNTY LIBRARY DISTRICT OFFICE,Town,,"66,848","1,687,520","25,000","64,794","27,743","1,805,057"
AZ0009,COCHISE COUNTY LIBRARY DISTRICT,Town,,"126,648","1,484,751","25,000","21,808",0,"1,531,559"
AZ0025,CLIFTON PUBLIC LIBRARY,Town,,"3,909","113,948","15,100","48,296",0,"177,344"
AZ0026,SAFFORD CITY-GRAHAM COUNTY LIBRARY,Town,,"39,010","713,260","25,000","40,661","155,275","934,196"
AZ0027,PARKER PUBLIC LIBRARY,Town,,"3,434","266,185","4,538","17,329","21,071","309,123"
AZ0028,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,Suburban,,"4,586,431","32,840,278","25,000","319,637","944,088","34,129,003"
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,,"92,324","1,084,418","71,329","25,700",0,"1,181,447"
AZ0030,BUCKEYE PUBLIC LIBRARY,Suburban,,"106,316","1,720,781",0,"44,555",0,"1,765,336"
AZ0031,CHANDLER PUBLIC LIBRARY,City,,"282,891","6,962,309","12,844","10,256","225,153","7,210,562"
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,,"254,005","6,061,833","11,556","93,727",0,"6,167,116"
AZ0034,MESA PUBLIC LIBRARY,City,,"516,429","7,396,256","23,818",0,"190,223","7,610,297"
AZ0035,PHOENIX PUBLIC LIBRARY,City,,"1,657,035","41,682,789","1,068,437","839,130","136,775","43,727,131"
AZ0036,SCOTTSDALE PUBLIC LIBRARY,City,,"244,959","7,239,493","15,291","4,000","112,184","7,370,968"
AZ0038,TEMPE PUBLIC LIBRARY,City,,"187,354","3,540,234","9,067","4,800","72,646","3,626,747"
AZ0039,TOLLESON PUBLIC LIBRARY,Suburban,,"7,315","1,146,000",0,"147,560",0,"1,293,560"
AZ0040,WICKENBURG PUBLIC LIBRARY,Town,,"8,034","6,516","18,954",0,0,"25,470"
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,,"221,105","5,461,501","25,000","43,796","121,254","5,651,551"
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,,"14,854","87,032",0,0,"2,020","89,052"
AZ0050,PINAL COUNTY LIBRARY DISTRICT,Town,,"453,924","2,914,557","7,692","24,737","5,512","2,952,498"
AZ0064,PIMA COUNTY PUBLIC LIBRARY,City,,"1,072,298","51,873,997","84,380","532,103","569,552","53,060,032"
AZ0065,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,Town,,"49,039","633,042","25,000","14,300",0,"672,342"
AZ0066,PATAGONIA PUBLIC LIBRARY,Rural,,804,"169,558",0,"27,700","37,440","234,698"
AZ0067,YAVAPAI COUNTY FREE LIBRARY DISTRICT,Rural,,"245,389","3,292,491","25,000","81,092","136,290","3,534,873"
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,,"209,920","9,524,891","25,000","17,962","376,020","9,943,873"
AZ0084,DUNCAN PUBLIC LIBRARY,Rural,,696,"15,578","6,330","48,105","14,847","84,860"
AZ0086,DESERT FOOTHILLS LIBRARY,Rural,,"5,173","65,770","10,000","55,600","683,990","815,360"
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,,"199,424","5,056,262","8,710","56,689","19,950","5,141,611"
AZ0092,YOUNGTOWN PUBLIC LIBRARY,Suburban,,"7,060","155,839",0,0,247,"156,086"
AZ0100,NAVAJO NATION LIBRARY,Town,,"96,276","2,330,563",0,"1,189","24,019","2,355,771"
AZ0102,GILA COUNTY LIBRARY DISTRICT,Town,,"53,838","616,665","143,735","42,382","10,463","813,245"
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,,"7,276","223,023",0,0,"8,306","231,329"
AZ0104,QUARTZSITE PUBLIC LIBRARY,Town,,"2,417","97,800","4,500",0,"8,500","110,800"
AZ0106,PIMA PUBLIC LIBRARY,Town,,"3,009","74,280","4,000","18,572","2,445","99,297"
AZ0107,NAVAJO COUNTY LIBRARY DISTRICT,Town,,"108,580","828,799","25,000","21,056","11,902","886,757"
AZ0110,BENSON PUBLIC LIBRARY,Town,,"5,388","248,270",0,0,0,"248,270"
AZ0111,COPPER QUEEN LIBRARY,Town,,"5,045","227,878",0,"32,796",0,"260,674"
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,,"15,713","444,916",0,"40,143","10,329","495,388"
AZ0113,HUACHUCA CITY PUBLIC LIBRARY,Rural,,"1,626","149,593",0,"29,834",0,"179,427"
AZ0114,SIERRA VISTA PUBLIC LIBRARY,City,,"45,773","1,363,700",0,0,"41,000","1,404,700"
AZ0115,TOMBSTONE CITY LIBRARY,Rural,,"1,376","70,216",0,0,100,"70,316"
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,,"3,248","5,391",0,"51,723","1,492","58,606"
AZ0117,APACHE JUNCTION PUBLIC LIBRARY,Rural,,"39,251","1,883,544","383,394","33,158","42,665","2,342,761"
AZ0118,CASA GRANDE PUBLIC LIBRARY,City,,"58,648","1,543,945","1,923","21,594","146,061","1,713,523"
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,,"2,323","89,655",0,0,"2,021","91,676"
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,,"1,252",0,"2,501",0,"1,228","3,729"
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,,"6,943",0,0,0,"4,409","4,409"
AZ0124,GLOBE PUBLIC LIBRARY,Town,,"7,198","259,276","2,250",0,"3,924","265,450"
AZ0125,HAYDEN PUBLIC LIBRARY,Rural,,512,"52,850","2,250",0,0,"55,100"
AZ0126,MIAMI MEMORIAL LIBRARY,Town,,"1,539","111,708","2,250","57,016",939,"171,913"
AZ0127,PAYSON PUBLIC LIBRARY,Town,,"16,632","471,144","2,000",0,"34,585","507,729"
AZ0128,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,Rural,,"1,953","113,600",0,0,"21,981","135,581"
AZ0129,SAN CARLOS PUBLIC LIBRARY,Town,,"10,815","68,540",0,"2,000",0,"70,540"
AZ0130,TONTO BASIN PUBLIC LIBRARY,Rural,,"1,444","74,400",0,0,0,"74,400"
AZ0131,YOUNG PUBLIC LIBRARY,Rural,,588,"58,750","2,250",0,0,"61,000"
AZ0133,COOLIDGE PUBLIC LIBRARY,Town,,"15,984","546,438","1,924","80,422",500,"629,284"
AZ0134,ELOY SANTA CRUZ LIBRARY,Town,,"16,748","323,885","11,335",0,0,"335,220"
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,,"25,207","335,165","1,923","28,637",0,"365,725"
AZ0136,KEARNY PUBLIC LIBRARY,Rural,,"1,743","31,156","2,253",0,"1,228","34,637"
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,,"1,079","53,529","1,776",0,"1,232","56,537"
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,,"64,742","969,306","1,923","20,000",0,"991,229"
AZ0141,SUPERIOR PUBLIC LIBRARY,Town,,"2,426","137,419",0,"25,167","1,146","163,732"
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,,"12,430","625,147","45,783","41,288","28,855","741,073"
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,,"13,662","426,300",0,0,0,"426,300"
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,,"12,296","1,135,289",0,"21,821","10,448","1,167,558"
AZ0152,JEROME PUBLIC LIBRARY,Rural,,467,"99,042",0,0,0,"99,042"
AZ0154,PRESCOTT VALLEY PUBLIC LIBRARY,City,,"49,069","2,229,514",0,"74,040","57,376","2,360,930"
AZ0155,SEDONA PUBLIC LIBRARY,Rural,,"9,834","1,197,947",0,"22,208","1,583,905","2,804,060"
AZ0158,PRESCOTT PUBLIC LIBRARY,City,,"47,450","2,414,808",0,"30,094","24,019","2,468,921"
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,,"4,886","289,268","1,400",0,0,"290,668"
AZ0161,PINETOP-LAKESIDE PUBLIC LIBRARY,Town,,"4,073","301,200","1,579","1,400",0,"304,179"
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,,"12,132","642,902","1,400","138,500","5,000","787,802"
AZ0163,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,Town,,"10,687","344,200",0,"16,756",0,"360,956"
AZ0164,WINSLOW PUBLIC LIBRARY,Town,,"8,774","233,510",0,0,"3,000","236,510"
AZ0165,FREDONIA PUBLIC LIBRARY,Rural,,"1,374","174,003",0,0,"16,182","190,185"
AZ0167,PAGE PUBLIC LIBRARY,Town,,"7,642","617,449",0,"40,278","24,623","682,350"
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,,"3,538","160,711",0,0,"2,866","163,577"
AZ0169,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,City,,"149,647","5,307,868","75,000","53,052","84,251","5,520,171"
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,,"1,576",0,"2,501",0,"1,228","3,729"
AZ0174,KAIBAB PAIUTE TRIBAL LIBRARY,Rural,,300,"46,000",0,0,0,"46,000"
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,,"1,057","32,000","2,501",0,"1,228","35,729"
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,,"12,083",0,0,0,"4,203","4,203"
AZ0177,LA PAZ COUNTY SERVICES,Rural,,"16,860","126,731","9,265",0,0,"135,996"
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,,"1,178",0,"2,501",0,"1,228","3,729"
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,,"21,237","497,853",0,0,"9,262","507,115"
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,,309,0,"2,501",0,"1,228","3,729"
AZ0181,HOPI PUBLIC LIBRARY,Rural,,"14,537","183,335",0,0,0,"183,335"
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,,"1,241","48,416","2,501",0,"1,228","52,145"
AZ0183,SAN LUCY LIBRARY,Rural,,482,0,"2,501",0,"1,228","3,729"
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,,"2,278","87,918",0,0,"2,021","89,939"
CA0001,ALAMEDA COUNTY LIBRARY,Suburban,,"588,941","33,664,887","53,062","6,175","4,207,575","37,931,699"
CA0002,ALAMEDA FREE LIBRARY,Suburban,,"77,784","5,431,323","3,084",0,0,"5,434,407"
CA0003,ALHAMBRA CIVIC CENTER LIBRARY,Suburban,,"81,834","2,803,207","17,057","390,000",0,"3,210,264"
CA0004,ALPINE COUNTY LIBRARY/ARCHIVES,Rural,,"1,200","333,334","15,486",0,"8,400","357,220"
CA0005,ALTADENA LIBRARY DISTRICT,Suburban,,"42,778","4,034,099","49,669",0,"172,062","4,255,830"
CA0006,AMADOR COUNTY LIBRARY,Town,,"40,297","842,504","43,865",0,"12,977","899,346"
CA0007,ANAHEIM PUBLIC LIBRARY,City,,"341,245","10,722,206","38,000","198,300","183,990","11,142,496"
CA0008,ARCADIA PUBLIC LIBRARY,City,,"55,934","4,316,168","32,450","15,637","110,233","4,474,488"
CA0009,PLACER COUNTY LIBRARY,Town,,"200,000","8,763,234","69,517",0,"110,780","8,943,531"
CA0010,AZUSA CITY LIBRARY,Suburban,,"49,704","1,488,480","80,763","17,050","90,000","1,676,293"
CA0011,BERKELEY PUBLIC LIBRARY,City,,"124,563","22,429,364","62,927",0,"435,647","22,927,938"
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,,"32,265","11,792,990","31,436",0,"178,006","12,002,432"
CA0013,BRAWLEY PUBLIC LIBRARY,Town,,"26,952","386,479","52,372",0,45,"438,896"
CA0014,BUENA PARK LIBRARY DISTRICT,Suburban,,"83,430","2,146,259","326,749",0,"2,185,873","4,658,881"
CA0015,BURBANK PUBLIC LIBRARY,City,,"105,451","8,045,793","29,954",0,"37,214","8,112,961"
CA0016,BURLINGAME PUBLIC LIBRARY,Suburban,,"37,877","5,450,793",0,0,"160,157","5,610,950"
CA0017,BUTTE COUNTY LIBRARY,Town,,"201,608","3,727,544","205,722","81,944","35,209","4,050,419"
CA0018,CALAVERAS COUNTY LIBRARY,Rural,,"45,049","635,074","94,626","37,352","53,854","820,906"
CA0019,CAMARENA MEMORIAL PUBLIC LIBRARY,Suburban,,"38,711","499,060","57,418",0,0,"556,478"
CA0020,CARLSBAD CITY LIBRARY,City,,"115,585","12,849,709","58,328",0,0,"12,908,037"
CA0021,HARRISON MEMORIAL LIBRARY,Suburban,,"3,041","948,835","4,954",0,"317,850","1,271,639"
CA0022,CERRITOS PUBLIC LIBRARY,Suburban,,"48,634","4,926,115",0,0,0,"4,926,115"
CA0023,CHULA VISTA PUBLIC LIBRARY,City,,"276,785","4,013,586","67,874","8,535","848,198","4,938,193"
CA0024,COALINGA-HURON LIBRARY DISTRICT,Town,,"23,447","1,434,735","8,573","7,535","51,516","1,502,359"
CA0025,COLTON PUBLIC LIBRARY,Suburban,,"53,617","474,863","60,412","30,471",0,"565,746"
CA0026,COLUSA COUNTY FREE LIBRARY,Town,,"21,807","1,268,875","40,552",0,"98,610","1,408,037"
CA0027,CITY OF COMMERCE PUBLIC LIBRARY,Suburban,,"12,140","2,887,145","57,967",0,0,"2,945,112"
CA0028,CONTRA COSTA COUNTY LIBRARY,Suburban,,"1,042,066","37,490,105","801,956",80,"1,734,688","40,026,829"
CA0029,CORONA PUBLIC LIBRARY,City,,"156,778","2,319,536","347,725",0,"23,842","2,691,103"
CA0030,COVINA PUBLIC LIBRARY,Suburban,,"50,449","928,770","69,784","28,347","25,017","1,051,918"
CA0031,DALY CITY PUBLIC LIBRARY,Suburban,,"102,875","4,134,587","2,000","136,375","28,721","4,301,683"
CA0032,DEL NORTE COUNTY LIBRARY DISTRICT,Town,,"27,218","233,625","28,429",0,"8,000","270,054"
CA0034,DOWNEY CITY LIBRARY,Suburban,,"112,584","2,324,689","50,488","36,950","19,487","2,431,614"
CA0035,EL CENTRO PUBLIC LIBRARY,City,,"44,508","760,287","9,200",0,0,"769,487"
CA0036,EL DORADO COUNTY LIBRARY,Town,,"190,465","3,356,652","510,730",0,"371,814","4,239,196"
CA0037,EL SEGUNDO PUBLIC LIBRARY,Suburban,,"17,084","2,263,087",0,0,"22,000","2,285,087"
CA0038,ESCONDIDO PUBLIC LIBRARY,Suburban,,"150,679","3,028,770","113,569",0,"70,808","3,213,147"
CA0039,HUMBOLDT COUNTY LIBRARY,Town,,"135,168","3,281,483","141,013","100,983","208,061","3,731,540"
CA0040,FRESNO COUNTY PUBLIC LIBRARY,City,,"987,826","41,914,716","260,464","572,614","1,013,449","43,761,243"
CA0041,FULLERTON PUBLIC LIBRARY,Suburban,,"142,732","4,080,501","3,865",0,"104,109","4,188,475"
CA0042,"GLENDALE LIBRARY, ARTS & CULTURE",City,,"193,116","14,122,970","166,538","70,000","315,765","14,675,273"
CA0043,GLENDORA LIBRARY & CULTURAL CENTER,Suburban,,"51,821","2,305,673","25,208",0,"152,032","2,482,913"
CA0044,HAYWARD PUBLIC LIBRARY,Suburban,,"160,591","6,401,480","141,553","224,908","126,006","6,893,947"
