FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Local Revenue ($),State Revenue ($),Federal Revenue ($),Other Revenue ($),Total Revenue ($)
PA0356,WEST CHESTER PUBLIC LIBRARY,Suburban,,"53,570","269,570","87,256",0,"269,536","626,362"
PA0357,AVON GROVE LIBRARY,Suburban,,"33,145","259,401","98,949","10,922","70,842","440,114"
PA0358,CHESTER SPRINGS LIBRARY,Rural,,"4,024","137,395","20,412",0,"31,758","189,565"
PA0359,ASTON PUBLIC LIBRARY,Suburban,,"16,791","95,203","45,119",0,"64,147","204,469"
PA0360,J. LEWIS CROZER LIBRARY,Suburban,,"32,605","325,591","125,580","14,433","73,357","538,961"
PA0361,COLLINGDALE PUBLIC LIBRARY,Suburban,,"8,908","44,598","19,247","6,579","14,071","84,495"
PA0362,RACHEL KOHL COMMUNITY LIBRARY,Suburban,,"21,192","356,434","47,934",0,"114,817","519,185"
PA0363,DARBY LIBRARY,Suburban,,"10,715","37,013","23,157",0,"25,595","85,765"
PA0365,BOROUGH OF FOLCROFT PUBLIC LIBRARY,Suburban,,"6,792","75,751",0,0,"3,168","78,919"
PA0366,GLENOLDEN LIBRARY,Suburban,,"7,223","98,490","22,380",0,"1,500","122,370"
PA0367,HAVERFORD TOWNSHIP FREE LIBRARY ASSOCIATION,Suburban,,"50,431","1,267,467","169,352",0,"95,957","1,532,776"
PA0368,LANSDOWNE PUBLIC LIBRARY,Suburban,,"11,107","695,267","41,780",0,"26,828","763,875"
PA0369,MARY M CAMPBELL LIBRARY,Suburban,,"2,454","135,355","11,287",0,64,"146,706"
PA0370,MEDIA UPPER PROVIDENCE FREE LIBRARY,Suburban,,"16,753","267,597","57,316",0,"189,738","514,651"
PA0371,MIDDLETOWN FREE LIBRARY,Suburban,,"16,373","268,706","56,252",0,"754,257","1,079,215"
PA0372,HELEN KATE FURNESS FR LIBRARY,Suburban,,"15,542","163,846","50,602","30,000","227,929","472,377"
PA0373,NEWTOWN PUBLIC LIBRARY,Suburban,,"15,002","240,308","42,838",0,"43,488","326,634"
PA0374,NORWOOD PUBLIC LIBRARY,Suburban,,"5,943","112,043","23,659",0,"8,267","143,969"
PA0375,PROSPECT PARK FREE LIBRARY,Suburban,,"6,427","31,849","16,914",0,"272,342","321,105"
PA0376,MEM LIBRARY OF RADNOR TWNSHP,Suburban,,"33,228","964,900","109,668",0,"347,385","1,421,953"
PA0377,RIDLEY PARK PUBLIC LIBRARY,Suburban,,"7,186","107,763","26,386",0,"8,785","142,934"
PA0378,RIDLEY TOWNSHIP PUBLIC LIBRARY,Suburban,,"31,053","492,325","109,270",0,"25,092","626,687"
PA0379,SHARON HILL PUBLIC LIBRARY,Suburban,,"6,014","171,000","20,683",0,"2,537","194,220"
PA0380,SPRINGFIELD TOWNSHIP LIBRARY,Suburban,,"25,070","716,842","85,405",0,"59,225","861,472"
PA0381,SWARTHMORE PUBLIC LIBRARY,Suburban,,"6,543","206,558","77,917",0,"71,914","356,389"
PA0382,TINICUM MEMORIAL PUB LIBRARY,Suburban,,"3,983","155,000","18,385",0,"4,191","177,576"
PA0383,UPPER DARBY TOWNSHIP & SELLERS MEMORIAL FREE PUBLIC LIBRARY,Suburban,,"183,227","2,791,925","1,354,894","372,311","113,119","4,632,249"
PA0384,YEADON PUBLIC LIBRARY,Suburban,,"12,054","395,136","42,443","7,688","12,857","458,124"
PA0385,FREE LIBRARY OF PHILADELPHIA,City,,"1,603,797","94,538,146","7,905,911","357,241",0,"102,801,298"
PA0386,BADEN MEMORIAL LIBRARY,Suburban,,"3,904","28,572","20,091",0,"22,578","71,241"
PA0387,BEAVER AREA MEMORIAL LIBRARY,Suburban,,"18,617","109,043","70,651",0,"246,103","425,797"
PA0389,CARNEGIE FREE LIBRARY-MIDLAND,Town,,"4,431","15,167","22,520",0,"16,357","54,044"
PA0390,NEW BRIGHTON PUBLIC LIBRARY,Suburban,,"5,729","59,637","26,509",0,"39,661","125,807"
PA0391,APOLLO MEMORIAL LIBRARY,Suburban,,"2,867","24,109","14,662","5,430","37,079","81,280"
PA0392,FORD CITY PUBLIC LIBRARY,Town,,"2,859","30,726","15,332","5,982","57,165","109,205"
PA0394,KITTANNING PUBLIC LIBRARY,Town,,"5,447","22,504","53,086","1,646","51,591","128,827"
PA0396,BLAIRSVILLE PUBLIC LIBRARY,Town,,"3,214","22,648","14,291",0,"41,978","78,917"
PA0397,INDIANA FREE LIBRARY INC,Town,,"32,243","171,100","98,967",0,"125,523","395,590"
PA0399,ASHLAND PUBLIC LIBRARY,Town,,"5,229","14,948","26,952","7,649","89,882","139,431"
PA0401,TRI VALLEY FREE PUBLIC LIBRARY,Rural,,"3,337","4,445","13,097",0,"48,779","66,321"
PA0402,MAHANOY CITY PUBLIC LIBRARY,Town,,"10,267","32,372","17,308",0,"25,314","74,994"
PA0403,MINERSVILLE PUBLIC LIBRARY,Town,,"4,370","11,351","16,017",0,"26,890","54,258"
PA0404,ORWIGSBURG AREA FR PUB LIBRARY,Town,,"6,278","13,544","21,619","5,000","129,151","169,314"
PA0405,POTTSVILLE FREE PUBLIC LIBRARY,Town,,"60,113","95,671","502,416",0,"284,036","882,123"
PA0407,SCHUYLKILL HAVEN FR PUB LIB,Town,,"8,375","35,600","30,804",0,"17,701","84,105"
PA0408,SHENANDOAH AREA FREE PUBLIC LIBRARY,Town,,"4,243","2,592","12,447",0,"16,314","31,353"
PA0409,TAMAQUA PUBLIC LIBRARY,Town,,"16,766","144,500","35,972",0,"235,990","416,462"
PA0410,TOWER-PORTER COMMUNITY LIBRARY,Town,,"3,564","5,472","8,817",0,"3,150","17,439"
PA0411,TREMONT AREA FREE PUBLIC LIBRARY,Rural,,"1,676","6,671","8,194",0,"18,792","33,657"
PA0413,BURGETTSTOWN COMMUNITY LIBRARY,Town,,"9,193","10,247","27,692","1,850","31,224","71,013"
PA0414,ANDREW BAYNE MEMORIAL LIBRARY,Suburban,,"8,311","179,017","35,887","1,948","31,818","248,670"
PA0415,BRENTWOOD LIBRARY,Suburban,,"10,082","323,400","44,617","2,440","34,836","405,293"
PA0417,WHITEHALL PUBLIC LIBRARY,Suburban,,"15,064","524,671","61,500","3,315","103,675","693,161"
PA0418,CRANBERRY PUBLIC LIBRARY,Suburban,,"36,015","491,377","111,111",0,"93,800","696,288"
PA0420,COCHRANTON AREA PUBLIC LIBRARY,Rural,,"5,081","44,400","17,689",0,"4,852","66,941"
PA0421,MEADVILLE PUBLIC LIBRARY,Town,,"36,589","352,171","316,396","208,841","122,979","1,000,387"
PA0422,SPRINGBORO PUBLIC LIBRARY,Rural,,"2,567","42,092","17,689",0,"12,948","72,729"
PA0423,ERIE COUNTY PUBLIC LIBRARY,City,,"237,610","5,624,705","1,550,184","99,334","216,951","7,491,174"
PA0424,SARAH S BOVARD MEM LIBRARY,Rural,,"2,612","22,530","27,943","7,397","14,338","72,208"
PA0425,MARIENVILLE AREA LIBRARY,Rural,,"4,361","20,171","22,971",0,"19,038","62,180"
PA0426,SYKESVILLE PUBLIC LIBRARY,Rural,,"3,055","8,333","13,578",0,"27,811","49,722"
PA0427,DELMONT PUBLIC LIBRARY,Suburban,,"3,496","11,249","24,399",0,"160,532","196,180"
PA0429,PENN AREA LIBRARY,Suburban,,"20,514","192,396","62,660",0,"42,939","297,995"
PA0430,ROSTRAVER PUBLIC LIBRARY,Suburban,,"17,723","35,573","46,690",0,"107,791","190,054"
PA0433,HOLLIDAYSBURG AREA PUBLIC LIBRARY,Suburban,,"24,043","68,698","65,159","13,562","129,090","276,509"
PA0439,COLUMBIA PUBLIC LIBRARY,Suburban,,"10,207","9,990","47,936","2,730","217,790","278,446"
PA0440,KUTZTOWN COMMUNITY LIBRARY,Town,,"16,870","81,346","54,761",0,"146,239","282,346"
PA0441,BLOOMFIELD PUBLIC LIBRARY,Rural,,"3,748","2,000","11,864",0,"38,486","52,350"
PA0442,NEWPORT PUBLIC LIBRARY,Town,,"9,351","2,610","30,055",0,"122,746","155,411"
PA0445,ALLEN F. PIERCE FREE LIBRARY,Rural,,"1,249",0,"18,123",0,"85,169","103,292"
PA0446,DR WILLIAM B KONKLE MEM LIB,Suburban,,"7,584","71,761","27,996",0,"376,642","476,399"
PA0447,CHELTENHAM TWNSHP LIB SYSTEM,Suburban,,"37,452","1,713,000","133,104",0,"172,420","2,018,524"
PA0448,LOWER MERION LIBRARY SYSTEM,Suburban,,"63,633","5,143,169","215,007",0,"519,836","5,878,012"
PA0450,FREE LIBRARY OF SPRINGFIELD TOWNSHIP,Suburban,,"20,814","962,214","68,170","8,428","17,111","1,055,923"
PA0451,WILLIAM JEANES MEM LIBRARY,Suburban,,"19,707","810,611","58,592",0,"113,237","982,440"
PA0452,MARPLE PUBLIC LIBRARY,Suburban,,"24,214","769,239","112,706",0,"101,529","983,474"
PA0453,B F JONES MEMORIAL LIBRARY,Suburban,,"27,774","55,037","393,519","21,468","218,573","688,597"
PA0454,LAUGHLIN MEMORIAL FREE LIBRARY,Suburban,,"10,543","32,294","45,982",0,"169,851","248,127"
PA0455,CARNEGIE FREE LIBRARY - BEAVER FALLS,Suburban,,"17,271","29,892","68,568",0,"120,521","218,981"
PA0457,MONACA PUBLIC LIBRARY,Suburban,,"5,625","34,578","21,091",0,"8,033","63,702"
PA0458,ROCHESTER PUBLIC LIBRARY,Suburban,,"4,037","40,470","21,689","14,869","14,470","91,498"
PA0459,FRACKVILLE FREE PUBLIC LIBRARY,Town,,"8,766","22,215","29,138",0,"60,059","111,412"
PA0464,SCHUYLKILL VALLEY COMMUNITY LIBRARY,Rural,,"15,702","59,016","53,453",0,"45,674","158,143"
PA0466,COMMUNITY LIB OF W PERRY CO,Rural,,"3,136","1,700","6,351",0,"16,281","24,332"
PA0468,WEST END LIBRARY,Rural,,"3,475","67,482","25,568",0,"65,626","158,676"
PA0470,W W F COMMUNITY LIBRARY,Rural,,"2,295","5,453","7,636",0,"47,266","60,355"
PA0471,BRADDOCK CARNEGIE LIBRARY,Suburban,,"13,830","146,977","71,255","2,027","334,344","554,603"
PA0472,CARNEGIE LIBRARY OF HOMESTEAD,Suburban,,"16,709","262,262","119,480","139,850","307,696","829,288"
PA0473,WESTERN ALLEGHENY COMMUNITY LIBRARY,Suburban,,"24,014","443,599","66,065","3,228","7,064","519,956"
PA0474,BOYERTOWN COMMUNITY LIBRARY,Suburban,,"16,143","101,551","53,309",0,"395,746","550,606"
PA0475,FLEETWOOD AREA PUBLIC LIBRARY,Suburban,,"16,821","84,433","54,099",0,"20,724","159,256"
PA0476,BRANDYWINE COMMUNITY LIBRARY,Suburban,,"12,632","77,225","52,812",0,"47,041","177,078"
PA0479,BURRELL TOWNSHIP LIBRARY,Rural,,"3,491","11,000","7,441",0,"17,730","36,171"
PA0480,PORT CARBON PUBLIC LIBRARY,Town,,"1,806",672,"8,858",0,"17,746","27,276"
PA0482,HAMPTON COMMUNITY LIBRARY,Suburban,,"18,479","197,914","40,291","1,765","88,084","328,054"
PA0484,WYOMING FREE LIBRARY,Suburban,,"5,740","26,905","19,195",0,"83,046","129,146"
PA0486,HELLERTOWN AREA LIBRARY,Suburban,,"17,226","67,529","35,664","85,221","151,353","339,767"
PA0495,PLUM BOROUGH LIBRARY,Suburban,,"27,144","189,795","59,946","2,640","55,010","307,391"
PA0497,QUARRYVILLE LIBRARY CENTER,Town,,"38,191","65,634","64,817","15,386","213,972","359,809"
PA0498,STRASBURG-HEISLER LIBRARY,Suburban,,"7,574","78,574","55,884","2,138","75,142","211,738"
PA0499,SOUTH FAYETTE TOWNSHIP LIBRARY,Suburban,,"18,358","261,309","31,935","1,276","43,235","337,755"
PA0502,LEBANON COMMUNITY LIBRARY,City,,"65,382","224,134","435,360",0,"291,183","950,677"
PA0503,BETHANY PUBLIC LIBRARY,Rural,,"1,638","21,271","7,781",0,"16,758","45,810"
PA0504,NEWFOUNDLAND AREA PUB LIBRARY,Rural,,"4,708","29,338","14,745",0,"38,421","82,504"
PA0505,HAWLEY PUBLIC LIBRARY,Rural,,"6,156","48,952","20,498","1,725","84,283","155,458"
PA0506,NORTHERN WAYNE COMMUNITY LIB,Rural,,"2,158","22,386","10,547",0,"27,929","60,862"
PA0507,PLEASANT MOUNT PUBLIC LIBRARY,Rural,,"1,439","21,147","6,953",0,"12,551","40,651"
PA0513,F.O.R. STO-ROX LIBRARY,Suburban,,"12,346","128,640","29,965","1,375","17,103","177,083"
PA0514,PROSPECT COMMUNITY LIBRARY,Town,,"3,721","24,509","16,677",0,"30,627","71,813"
PA0515,MANOR PUBLIC LIBRARY,Suburban,,"3,585","10,084","11,234",0,"14,058","35,376"
PA0518,ALTOONA AREA PUBLIC LIBRARY,City,,"57,314","331,853","386,246","187,293","239,964","1,145,356"
PA0520,MATTHEWS PUBLIC LIBRARY,Rural,,"17,480","21,233","27,759",0,"209,249","258,241"
PA0521,BERNVILLE AREA COMMUNITY LIB,Rural,,"5,396","31,243","50,127",0,"174,883","256,253"
PA0524,ADAMSTOWN AREA LIBRARY,Suburban,,"31,510","123,406","59,747","84,730","227,092","494,975"
PA0525,INTERCOURSE LIBRARY,Rural,,"22,818","66,386","98,990",0,"112,678","278,054"
PA0526,MANHEIM COMMUNITY LIBRARY,Suburban,,"21,268","50,528","44,892","1,019","68,165","164,604"
PA0527,WOMELSDORF COMMUNITY LIBRARY,Suburban,,"2,892","37,651","49,427",0,"33,492","120,570"
PA0529,BUTLER SYS ADMIN UNIT,Town,,"74,195","192,125","149,480","46,105","17,368","405,078"
PA0530,HORSHAM TOWNSHIP LIBRARY,Suburban,,"26,564","1,046,487","81,067","8,896","57,413","1,193,863"
PA0531,HAMLIN COMMUNITY LIBRARY,Rural,,"8,965","42,651","26,043",0,"42,375","111,069"
PA0532,ALLEGHENY SYS ADMIN UNIT,City,,"8,006","572,193","592,639","140,380","627,707","1,932,919"
PA0534,LANCASTER SYS ADMIN UNIT,Suburban,,"4,387","1,893,740","715,162","174,941","75,528","2,859,371"
PA0535,MANHEIM TOWNSHIP PUBLIC LIBRARY,Suburban,,"43,977","767,661","154,288","9,905","317,460","1,249,314"
PA0536,ROBINSON TOWNSHIP LIBRARY,Suburban,,"24,204","323,555","85,140","4,455","19,280","432,430"
PA9005,BEAVER SYS ADMIN UNIT,Suburban,,"69,674","431,233","285,005","48,363","8,792","773,393"
PA9031,EXETER COMMUNITY LIBRARY,Suburban,,"27,358","378,472","57,736","10,575","176,234","623,017"
PA9033,MIFFLIN COMMUNITY LIBRARY,Suburban,,"27,022","166,957","57,352",0,"81,861","306,170"
PA9034,NORTH WALES AREA LIBRARY,Suburban,,"20,498","73,124","119,673","25,280","148,890","366,967"
PA9035,RICE AVENUE COMMUNITY PUBLIC LIBRARY,Suburban,,"5,928","36,675","10,626","5,680","45,435","98,416"
PA9036,COMMUNITY LIBRARY OF ALLEGHENY VALLEY,Suburban,,"22,610","173,911","106,602","5,360","26,835","312,708"
PA9037,FRANKLIN SYS ADMIN UNIT,Suburban,,"135,038","1,620,635","730,415","48,113","477,712","2,876,875"
PA9040,LOWER MACUNGIE LIBRARY,Suburban,,"35,022","638,505","74,273","9,688","52,980","775,446"
PA9041,SCOTT TOWNSHIP PUBLIC LIBRARY,Suburban,,"17,649","205,240","39,259","1,743","45,230","291,472"
PA9043,WILCOX PUBLIC LIBRARY,Rural,,"1,573","14,624","5,997","5,384","34,052","60,057"
PA9046,RINGTOWN AREA LIBRARY,Rural,,"1,949","17,064","10,421",0,"123,509","150,994"
PA9051,SEWICKLEY TOWNSHIP PUBLIC LIBRARY,Suburban,,"5,647","2,872","22,006",0,"82,667","107,545"
PA9052,MILLVALE LIBRARY,Suburban,,"3,376","97,742","16,674",923,"150,953","266,292"
PA9053,OLEY VALLEY,Suburban,,"3,810","18,100","6,758",0,"43,148","68,006"
PR0002,SAN GERMAN PUBLIC LIBRARY (RAQUEL QUINONES),City,Data Note: Missing,"34,820",-1,-1,-1,-1,-1
PR0003,COROZAL PUBLIC LIBRARY (TEÓFILO MALDONADO RIVERA),Suburban,Data Note: Missing,"37,142",-1,-1,-1,-1,-1
PR0004,YAUCO PUBLIC LIBRARY (LUIS E. CATALA),City,Data Note: Missing,"42,043",-1,-1,-1,-1,-1
PR0006,AGUADA PUBLIC LIBRARY,Suburban,Data Note: Missing,"41,959",-1,-1,-1,-1,-1
PR0007,JAYUYA PUBLIC LIBRARY (NEMESIO R. CANALES),Town,Data Note: Missing,"16,642",-1,-1,-1,-1,-1
PR0009,CEIBA PUBLIC LIBRARY (ALEJANDRINA QUIÑONES RIVERA),Suburban,Data Note: Missing,"13,631",-1,-1,-1,-1,-1
PR0010,MOROVIS ELECTRONIC MUNICIPAL LIBRARY,Suburban,Data Note: Missing,"32,610",-1,-1,-1,-1,-1
PR0011,FAJARDO ELECTRONIC MUNICIPAL LIBRARY (RICARDO S. BELAVAL),Suburban,Data Note: Missing,"36,993",-1,-1,-1,-1,-1
PR0012,HORMIGUEROS PUBLIC MUNICIPAL LIBRARY (PROF. EVELYN LICIAGA),Suburban,Data Note: Missing,"17,250",-1,-1,-1,-1,-1
PR0014,LOIZA PUBLIC MUNICIPAL LIBRARY,Suburban,Data Note: Missing,"30,060",-1,-1,-1,-1,-1
PR0016,TRUJILLO ALTO MUNICIPAL LIBRARY (EMILIO DIAZ VALCARCEL),Suburban,Data Note: Missing,"74,842",-1,-1,-1,-1,-1
PR0018,REGIONAL LIBRARY FOR THE BLIND AND PHYSICALLY IMPAIRED,City,Data Note: Missing,"264,580",-1,-1,-1,-1,-1
PR0019,PUERTO RICO ART MUSEUM RESEARCH CENTER LIBRARY,City,Data Note: Missing,"395,326",-1,-1,-1,-1,-1
PR0022,NARANJITO PUBLIC MUNICIPAL LIBRARY (EUFEMIO MORALES AYALA),Suburban,Data Note: Missing,"30,402",-1,-1,-1,-1,-1
PR0025,CATAÑO PUBLIC LIBRARY (ALBERTO DAVILA FUERTES),Suburban,Data Note: Missing,"28,140",-1,-1,-1,-1,-1
PR0027,CAMUY PUBLIC LIBRARY,Suburban,Data Note: Missing,"35,159",-1,-1,-1,-1,-1
PR0028,PATILLAS PUBLIC LIBRARY (LUIS MANUEL SANTANA GASTON),Suburban,Data Note: Missing,"19,277",-1,-1,-1,-1,-1
PR0029,PONCE MUNICIPAL LIBRARY (MARIANA SUAREZ DE LONGO),City,Data Note: Missing,"166,327",-1,-1,-1,-1,-1
PR0030,LAS PIEDRAS MUNICIPAL LIBRARY (AUREA M. PEREZ),Suburban,Data Note: Missing,"38,675",-1,-1,-1,-1,-1
PR0031,HATILLO ELECTRONIC LIBRARY (PEDRO LOPEZ),Suburban,Data Note: Missing,"16,256",-1,-1,-1,-1,-1
PR0032,CAGUAS PUBLIC LIBRARY (DR. PEDRO ALBIZU CAMPOS),City,Data Note: Missing,"142,893",-1,-1,-1,-1,-1
PR0036,GUAYANILLA PUBLIC LIBRARY (JULIA ROJAS REYES),Rural,Data Note: Missing,"21,581",-1,-1,-1,-1,-1
PR0037,NATIONAL LIBRARY OF PUERTO RICO (INSTITUTO DE CULTURA),City,Data Note: Missing,"395,326",-1,-1,-1,-1,-1
PR0038,CIALES PUBLIC LIBRARY (MARIA ISABEL BLANCO-HIDALGO),Suburban,Data Note: Missing,"18,782",-1,-1,-1,-1,-1
PR0040,CENTRO DE BENDICIÓN COMMUNITY LIBRARY (CARMEN M. COLÓN),City,Data Note: Missing,"42,720",-1,-1,-1,-1,-1
PR0041,BARCELONETA MUNICIPAL LIBRARY (SIXTO ESCOBAR),Suburban,Data Note: Missing,"24,816",-1,-1,-1,-1,-1
PR0042,BAYAMÓN MUNICIPAL LIBRARY (DRA. PILAR BARBOSA),City,Data Note: Missing,"208,116",-1,-1,-1,-1,-1
PR0047,PEÑUELAS MUNICIPAL PUBLIC LIBRARY (ANNIE SANTOS),Suburban,Data Note: Missing,"24,282",-1,-1,-1,-1,-1
PR0048,MOCA MUNICIPAL TECHNOLOGY CENTER,Suburban,Data Note: Missing,"40,109",-1,-1,-1,-1,-1
PR0050,CIDRA ELECTRONIC MUNICIPAL LIBRARY,Rural,Data Note: Missing,"43,480",-1,-1,-1,-1,-1
PR0053,CAROLINA ELECTRONIC LIBRARY (DR. CARLOS HERNÁNDEZ),Suburban,Data Note: Missing,"176,762",-1,-1,-1,-1,-1
PR0055,COMERIO PUBLIC LIBRARY (CENTRO CIBERNETICO LAURA ARROYO),Suburban,Data Note: Missing,"20,438",-1,-1,-1,-1,-1
PR0057,MANATÍ MUNICIPAL LIBRARY (FRANCISCO ÁLVAREZ MARRERO),Suburban,Data Note: Missing,"44,113",-1,-1,-1,-1,-1
PR0058,AGUADILLA ELECTRONIC LIBRARY (NERYS L. CRESPO),City,Data Note: Missing,"60,949",-1,-1,-1,-1,-1
PR0059,LAJAS PUBLIC LIBRARY (PURA 'PLATTI' GONZÁLEZ),Rural,Data Note: Missing,"25,753",-1,-1,-1,-1,-1
PR0060,MAYAGÜEZ MUNICIPAL LIBRARY,City,Data Note: Missing,"89,080",-1,-1,-1,-1,-1
PR0061,CANOVANAS BARRIO SAN ISIDRO MUNICIPAL LIBRARY,Suburban,Data Note: Missing,"36,411",-1,-1,-1,-1,-1
PR0064,RINCON MUNICIPAL LIBRARY (LUIS MUÑOZ MARIN),Suburban,Data Note: Missing,"15,200",-1,-1,-1,-1,-1
PR0065,TOA ALTA MUNICIPAL LIBRARY (EVARISTO IZCOA DIAZ),City,Data Note: Missing,"74,066",-1,-1,-1,-1,-1
PR0066,THE JANE STERN DORADO COMMUNITY LIBRARY,Suburban,Data Note: Missing,"38,165",-1,-1,-1,-1,-1
RI0001,BARRINGTON PUBLIC LIBRARY,Suburban,,"17,153","1,536,022","284,273","38,059","42,861","1,901,215"
RI0002,ROGERS FREE LIBRARY,Suburban,,"22,493","950,944","190,810","11,486","3,488","1,156,728"
RI0003,JESSE M. SMITH MEMORIAL LIBRARY,Suburban,,"12,330","812,562","137,840","12,064","9,528","971,994"
RI0004,PASCOAG FREE PUBLIC LIBRARY,Suburban,,"3,828","84,500","48,430","7,548","1,034","141,512"
RI0005,ADAMS PUBLIC LIBRARY,Suburban,,"22,583","118,825","32,902","14,103","45,669","211,499"
RI0006,CROSS' MILLS PUBLIC LIBRARY,Town,,"7,997","260,643","54,533","8,750","71,302","395,228"
RI0007,COVENTRY PUBLIC LIBRARY,Suburban,,"35,688","1,026,062","197,001","22,944",0,"1,246,007"
RI0010,CRANSTON PUBLIC LIBRARY,Suburban,,"82,934","3,110,127","667,578","39,561","47,513","3,864,779"
RI0011,CUMBERLAND PUBLIC LIBRARY,Suburban,,"36,405","1,428,380","310,514","16,331","55,848","1,811,073"
RI0012,EAST GREENWICH FREE LIBRARY,Suburban,,"14,312","536,232","124,870","14,614","58,935","734,651"
RI0013,EAST PROVIDENCE PUBLIC LIBRARY,Suburban,,"47,139","2,314,097","451,125","19,042",0,"2,784,264"
RI0014,EXETER PUBLIC LIBRARY,Rural,,"6,460","227,128","60,044","14,404","2,932","304,508"
RI0015,LIBRARIES OF FOSTER,Rural,,"4,469","167,341","35,893","15,656","11,750","230,640"
RI0017,HARMONY LIBRARY,Rural,,"5,485","205,811","45,305","8,644","12,489","272,249"
RI0018,GLOCESTER MANTON FREE PUBLIC LIBRARY,Rural,,"4,489","171,531","36,356","8,665","18,572","235,124"
RI0019,ASHAWAY FREE LIBRARY,Suburban,,"3,778","68,000","18,367","11,398","19,224","116,989"
RI0020,LANGWORTHY PUBLIC LIBRARY,Rural,,"4,620","68,000","19,849","19,279","51,720","158,848"
RI0021,JAMESTOWN PHILOMENIAN LIBRARY,Suburban,,"5,559","468,845","111,468","9,650","14,761","604,724"
RI0022,MARIAN J. MOHR MEMORIAL LIBRARY,Suburban,,"29,568","536,803","126,770","10,699","12,741","687,013"
RI0023,LINCOLN PUBLIC LIBRARY,Suburban,,"22,529","1,040,913","219,473","11,650","1,907","1,273,943"
RI0024,"BROWNELL LIBRARY, HOME OF LITTLE COMPTON",Rural,,"3,616","174,924","37,355","13,147","35,450","260,876"
RI0025,MIDDLETOWN PUBLIC LIBRARY,Suburban,,"17,075","723,613","128,331","14,855","10,766","877,565"
RI0026,MAURY LOONTJENS MEMORIAL LIBRARY (NARRAGANSETT),Suburban,,"14,532","841,103","87,158","10,717","7,641","946,619"
RI0027,ISLAND FREE LIBRARY,Rural,,"1,410","459,371","91,679","9,022","15,997","576,069"
RI0028,NEWPORT PUBLIC LIBRARY,Suburban,,"25,163","1,991,976","415,522","13,648","417,132","2,838,278"
RI0029,NORTH KINGSTOWN FREE LIBRARY,Suburban,,"19,821","1,346,560","248,626","10,741","15,131","1,621,058"
RI0030,WILLETT FREE LIBRARY,Suburban,,"1,920","10,000","29,213","12,437","105,480","157,130"
RI0032,MAYOR SALVATORE MANCINI UNION FREE LIBRARY,Suburban,,"34,114","763,132","203,533","14,150",0,"980,815"
RI0033,NORTH SMITHFIELD PUBLIC LIBRARY,Suburban,,"12,588","381,300","80,421","10,000","14,737","486,458"
RI0034,PAWTUCKET PUBLIC LIBRARY,Suburban,,"75,604","2,086,307","423,641","38,429","124,104","2,672,481"
RI0035,PORTSMOUTH FREE PUBLIC LIBRARY,Suburban,,"17,871","539,362","117,111","10,152","33,268","699,893"
RI0036,PROVIDENCE PUBLIC LIBRARY,City,,"59,190","379,412","1,438,742","896,416","4,985,019","7,699,589"
RI0038,CLARK MEMORIAL LIBRARY,Rural,,"8,020","100,000","28,326","7,862","54,547","190,735"
RI0039,HOPE LIBRARY,Suburban,,"4,230","271,502","54,964","8,750","14,856","350,072"
RI0040,NORTH SCITUATE PUBLIC LIBRARY,Suburban,,"6,154","267,613","54,964","14,750","31,534","368,861"
RI0041,EAST SMITHFIELD PUBLIC LIBRARY,Suburban,,"9,476","575,849","136,233","8,440","11,731","732,253"
RI0042,GREENVILLE PUBLIC LIBRARY,Suburban,,"12,642","895,722","180,933","11,100","64,765","1,152,520"
RI0043,SOUTH KINGSTOWN PUBLIC LIBRARY,Suburban,,"31,931","1,013,170","242,750","31,065","95,809","1,382,794"
RI0044,TIVERTON PUBLIC LIBRARY,Suburban,,"16,359","591,000","131,729","21,334","14,000","758,063"
RI0045,GEORGE HAIL FREE LIBRARY,Suburban,,"11,147","293,550","66,409","18,279","20,000","398,238"
RI0046,WARWICK PUBLIC LIBRARY,City,,"73,192","3,578,114","715,787","69,959","84,269","4,448,129"
RI0047,PONTIAC FREE LIBRARY,City,,"9,631",0,"20,921","5,884","115,062","141,867"
RI0048,LOUTTIT LIBRARY,Rural,,"6,528","237,573","48,616","8,750","5,088","300,027"
RI0049,WEST WARWICK PUBLIC LIBRARY,Suburban,,"31,012","779,710","172,836","63,978","86,875","1,103,399"
RI0050,WESTERLY PUBLIC LIBRARY,Suburban,,"23,359","533,000","317,165","94,357","1,910,346","2,854,868"
RI0051,WOONSOCKET HARRIS PUBLIC LIBRARY,Suburban,,"43,240","963,478","200,324","85,250","12,644","1,261,696"
RI0053,PROVIDENCE COMMUNITY LIBRARY,City,,"131,744","3,995,000","897,421","170,496","568,390","5,631,307"
RI8001,DAVISVILLE FREE LIBRARY,Suburban,,"5,991","11,500","26,727","21,548","50,334","110,109"
SC0002,ABBE REGIONAL LIBRARY SYSTEM,Suburban,,"228,365","694,900","755,652","126,000","234,655","1,811,207"
SC0003,ALLENDALE HAMPTON JASPER REGIONAL LIBRARY,Town,,"55,391","525,700","300,000","96,000","14,452","936,152"
SC0004,ANDERSON COUNTY LIBRARY,City,,"203,718","5,820,289","421,127","320,964","90,265","6,652,645"
