FSCS Key,Library Name,Locale,Service Area Population,Total Library Programs,Children's Programs,Young Adult Programs,Adult Programs,Total Program Attendance,Children's Program Attendance,Adult Program Attendance,General Interest Program Attendance,General Interest Programs
AL0174,CITY OF BAYOU LA BATRE PUBLIC LIBRARY,Rural,"2,457",10,7,2,1,325,312,2,0,0
AL0175,SCOTTSBORO PUBLIC LIBRARY,Town,"36,784",72,42,10,15,871,291,245,198,5
AL0176,ONEONTA PUBLIC LIBRARY,Town,"43,817",69,31,25,10,"1,390",645,472,133,3
AL0177,THOMASVILLE PUBLIC LIBRARY,Rural,"8,177",657,174,33,448,"6,592","2,605","3,620",162,2
AL0178,MACON COUNTY - TUSKEGEE PUBLIC LIBRARY,Town,"17,895",2,2,0,0,4,4,0,0,0
AL0179,MOUNDVILLE PUBLIC LIBRARY,Town,"5,789",37,28,9,0,270,220,0,0,0
AL0180,UNIONTOWN PUBLIC LIBRARY,Rural,"3,545",0,0,0,0,0,0,0,0,0
AL0181,PRICHARD PUBLIC LIBRARY,Suburban,"21,294",0,0,0,0,0,0,0,0,0
AL0182,WASHINGTON COUNTY PUBLIC LIBRARY,Rural,"15,976",95,52,8,9,"4,857",723,203,"3,809",26
AL0184,EVERGREEN PUBLIC LIBRARY,Town,"11,851",20,8,4,4,164,77,29,18,4
AL0186,MOBILE PUBLIC LIBRARY,City,"371,723","2,265","1,603",181,284,"40,723","32,161","2,466","4,110",197
AL0187,MONTGOMERY CITY-COUNTY PUBLIC LIBRARY,City,"224,639","2,029","1,044",359,382,"26,838","18,306","2,978","2,372",244
AL0188,WHITE HALL PUBLIC LIBRARY,Rural,"2,053",12,8,0,4,235,140,25,70,0
AL0189,STEVENSON PUBLIC LIBRARY,Rural,"5,097",83,44,5,3,887,625,24,188,31
AL0190,KILLEN PUBLIC LIBRARY,Suburban,962,0,0,0,0,0,0,0,0,0
AL0191,LEXINGTON - BURCHELL CAMPBELL MEMORIAL LIBRARY,Rural,711,0,0,0,0,0,0,0,0,0
AL0192,AUTAUGA - PRATTVILLE PUBLIC LIBRARY,Rural,"56,145",269,177,31,51,"14,828","11,656",520,"1,873",10
AL0193,FAYETTE COUNTY MEMORIAL LIBRARY,Town,"16,241",135,106,0,27,"2,983","2,257",316,410,2
AL0194,PHENIX CITY - RUSSELL COUNTY PUBLIC LIBRARY,Suburban,"58,237",140,119,4,17,"3,298","2,917",301,0,0
AL0195,SELMA - DALLAS COUNTY PUBLIC LIBRARY,Town,"36,098",216,83,5,92,"4,628","1,815",714,"2,051",36
AL0196,TUSCALOOSA PUBLIC LIBRARY,City,"210,758",540,288,35,89,"27,173","11,541","1,845","12,839",128
AL0197,WILCOX COUNTY LIBRARY,Rural,"10,206",18,8,0,10,203,140,63,0,0
AL0198,MONROE COUNTY PUBLIC LIBRARY,Town,"20,459",230,102,59,59,"5,588","1,378","1,911","1,642",10
AL0199,CULLMAN COUNTY PUBLIC LIBRARY,Town,"84,515",308,143,29,136,"5,081","3,319","1,098",0,0
AL0200,VALLEY - H. GRADY BRADSHAW / CHAMBERS COUNTY LIBRARY,Town,"32,865",233,121,12,100,"5,601","3,926","1,554",0,0
AL0203,HOKES BLUFF PUBLIC LIBRARY,Suburban,"4,240",46,14,10,21,"2,243",238,389,"1,500",1
AL0204,RAGLAND PUBLIC LIBRARY,Rural,"8,475",21,17,0,0,446,419,0,27,4
AL0206,HAYNEVILLE - LOWNDES COUNTY PUBLIC LIBRARY,Rural,"5,126",16,13,1,1,37,20,4,3,1
AL0208,IDER PUBLIC LIBRARY,Rural,737,27,18,9,0,324,216,0,0,0
AL0209,EUFAULA CARNEGIE LIBRARY,Town,"13,724",55,38,2,0,"1,649","1,386",0,107,15
AL0210,GRANT PUBLIC LIBRARY,Rural,902,33,17,0,14,553,390,98,65,2
AL0211,DALEVILLE PUBLIC LIBRARY,Town,"7,627",96,75,0,2,"1,653","1,325",12,316,19
AL0216,COURTLAND PUBLIC LIBRARY,Rural,"1,203",22,16,0,6,134,106,28,0,0
AL0217,EVA PUBLIC LIBRARY,Rural,943,58,58,0,0,"1,513","1,513",0,0,0
AL0218,CROSSVILLE PUBLIC LIBRARY,Rural,"1,847",2,0,0,0,545,0,0,545,2
AL0219,WALNUT GROVE - WESTSIDE PUBLIC LIBRARY,Rural,692,3,2,0,1,64,14,50,0,0
AL0222,ORANGE BEACH PUBLIC LIBRARY,Suburban,"6,343",337,121,55,58,"5,851","1,899","1,130","2,562",103
AL0223,SATSUMA PUBLIC LIBRARY,Suburban,"6,206",228,57,61,92,"5,200","1,350","2,450",500,18
AL0225,FALKVILLE PUBLIC LIBRARY,Rural,"1,701",5,0,0,0,75,0,0,75,5
AL0226,SPRINGVILLE PUBLIC LIBRARY,Town,"11,142",299,117,24,158,"5,146","3,606","1,223",0,0
AL0227,BRIDGEPORT - LENA CAGLE PUBLIC LIBRARY,Town,"5,473",16,6,3,3,995,375,190,350,4
AL0229,WEST BLOCTON PUBLIC LIBRARY,Rural,"1,228",24,5,3,16,895,50,772,0,0
AL0231,CARBON HILL CITY LIBRARY,Rural,"1,885",9,0,0,9,49,0,49,0,0
AL0238,OHATCHEE PUBLIC LIBRARY,Rural,"1,148",4,4,0,0,58,58,0,0,0
AL0239,SOMERVILLE PUBLIC LIBRARY,Rural,"1,227",42,42,0,0,"1,060","1,060",0,0,0
AL0240,CHELSEA PUBLIC LIBRARY,Suburban,"14,608",264,213,27,14,"3,384","2,805",158,180,10
AL0241,DUTTON PUBLIC LIBRARY,Rural,"3,509",52,20,10,12,"1,173",310,315,475,10
AL0242,FORT DEPOSIT PUBLIC LIBRARY,Rural,"2,462",0,0,0,0,0,0,0,0,0
AL0243,SUMMERDALE - MARJORIE YOUNCE SNOOK PUBLIC LIBRARY,Rural,"1,792",100,76,22,2,"1,185","1,090",40,0,0
AL0244,CLAY PUBLIC LIBRARY,Rural,"10,042",174,150,1,22,"3,570","3,145",228,115,1
AL0245,ECLECTIC PUBLIC LIBRARY,Rural,"1,008",75,45,0,30,570,370,200,0,0
AL0246,HOBSON CITY PUBLIC LIBRARY,Suburban,749,26,16,5,5,578,465,54,0,0
AL0247,MUNFORD PUBLIC LIBRARY,Rural,"1,345",17,0,0,0,792,0,0,792,17
AL0248,SOUTHSIDE PUBLIC LIBRARY,Suburban,"9,046",100,44,12,13,"2,848","1,397",668,712,31
AL0249,STEELE PUBLIC LIBRARY,Rural,"7,850",2,2,0,0,45,45,0,0,0
AL0250,PINSON PUBLIC LIBRARY,Suburban,"7,060",167,19,47,36,"11,062",184,"1,261","9,126",65
AL0251,GLENCOE PUBLIC LIBRARY,Suburban,"5,080",64,11,0,53,493,33,460,0,0
AL0252,MAGNOLIA SPRINGS PUBLIC LIBRARY,Rural,831,99,49,48,2,"1,504","1,300",2,0,0
AL0253,TOWN CREEK PUBLIC LIBRARY,Rural,"1,046",21,10,10,0,380,30,0,340,1
AL0254,JEFFERSON COUNTY LIBRARY COOPERATIVE,City,"96,526",0,0,0,0,0,0,0,0,0
AL0256,PICKENS COUNTY COOPERATIVE LIBRARY,Rural,"13,487",0,0,0,0,0,0,0,0,0
AL0257,R.L. HADDEN MEMORIAL LIBRARY,Rural,"2,367",139,53,16,67,"1,615",849,467,215,3
AL8004,MT. VERNON PUBLIC LIBRARY,Rural,"1,504",0,0,0,0,0,0,0,0,0
AL8007,LINDA DURAN PUBLIC LIBRARY,Rural,"5,320",24,12,0,6,"1,782",586,284,912,6
AL8008,SARDIS CITY PUBLIC LIBRARY,Rural,"1,776",41,3,0,38,491,147,344,0,0
AL8009,WOODSTOCK COMMUNITY LIBRARY,Rural,"2,628",111,28,8,75,575,105,460,0,0
AL8010,NEWBERN PUBLIC LIBRARY,Rural,832,8,0,0,0,300,0,0,300,8
AL8011,SPANISH FORT PUBLIC LIBRARY,Suburban,"9,460",243,151,11,19,"5,470","3,068",107,"2,204",62
AL8012,ELBERTA PUBLIC LIBRARY,Rural,"1,753",10,10,0,0,135,135,0,0,0
AL8013,CENTER POINT PUBLIC LIBRARY,Suburban,"15,815",189,70,30,79,"1,247",694,253,205,10
AR0001,CENTRAL ARKANSAS LIBRARY SYSTEM,City,"336,463","4,176","1,685",939,"1,133","104,256","39,990","20,815","28,366",419
AR0002,WASHINGTON COUNTY LIBRARY SYSTEM,City,"151,597","1,161",691,238,153,"22,001","14,888","1,961",747,79
AR0003,MARION COUNTY LIBRARY,Rural,"16,694",401,98,260,43,"10,460","9,223",467,0,0
AR0004,SOUTHWEST ARKANSAS REGIONAL LIBRARY,Town,"18,970",363,36,6,5,"1,112",917,65,91,316
AR0005,MID ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"189,438","1,725","1,306",229,174,"53,514","47,873","2,008",419,16
AR0006,GARLAND COUNTY LIBRARY,City,"99,386",830,380,173,256,"33,640","15,981","12,724","3,035",21
AR0007,WHITE RIVER REGIONAL LIBRARY,Rural,"80,973",495,379,52,60,"6,765","5,445",449,37,4
AR0008,PINE BLUFF/JEFFERSON COUNTY LIBRARY SYSTEM,City,"66,824","1,491","1,127",79,184,"13,229","8,752","2,077","2,309",101
AR0009,CROWLEY RIDGE REGIONAL LIBRARY,City,"133,860","1,603",966,124,407,"26,180","15,938","4,513","2,247",106
AR0010,COLUMBIA COUNTY LIBRARY,Town,"23,457",469,468,0,0,"7,512","7,447",0,65,1
AR0011,FORT SMITH PUBLIC LIBRARY,City,"87,891",289,205,0,84,"9,328","8,319","1,009",0,0
AR0012,ARKANSAS RIVER VALLEY REGIONAL LIBRARY,Town,"87,100","1,915",839,196,426,"36,354","17,340","5,051","11,700",454
AR0013,NORTHEAST ARKANSAS REGIONAL LIBRARY,Town,"75,834",225,178,0,22,"5,890","5,590",186,114,25
AR0014,SOUTHEAST ARKANSAS REGIONAL LIBRARY,Town,"63,485",359,268,24,67,"4,657","3,735",771,0,0
AR0015,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,Town,"33,340",4,4,0,0,,,0,0,0
AR0015,PHILLIPS LEE MONROE REGIONAL LIBRARY SYSTEM,Town,"33,340",,,,,-1,-2,,,
AR0016,NORTH LITTLE ROCK PUBLIC LIBRARY SYSTEM,City,"65,903","1,407",852,249,219,"51,383","21,969","15,082","9,919",87
AR0017,FAULKNER-VAN BUREN REGIONAL LIBRARY SYSTEM,City,"142,552","2,643","1,527",382,734,"79,015","30,495","43,981",0,0
AR0019,WHITE COUNTY REGIONAL LIBRARY SYSTEM,Town,"78,753","1,037",811,3,223,"26,012","24,259","1,731",0,0
AR0020,BARTON LIBRARY,Town,"38,682",,158,8,71,"7,783","6,147",881,292,
AR0020,BARTON LIBRARY,Town,"38,682",-1,,,,,,,,-1
AR0021,POPE COUNTY LIBRARY SYSTEM,Town,"64,072","1,420",723,204,344,"25,230","17,171","2,865","3,287",149
AR0023,SCOTT SEBASTIAN REGIONAL LIBRARY,Town,"50,217",155,75,33,47,"1,563","1,059",266,0,0
AR0024,EAST CENTRAL ARKANSAS REGIONAL LIBRARY SYSTEM,Town,"22,739",398,189,113,68,"3,370","2,428",415,61,28
AR0025,WEST MEMPHIS PUBLIC LIBRARY,Suburban,"24,402",488,48,0,440,"4,598",699,"3,899",0,0
AR0026,ASHLEY COUNTY LIBRARY,Town,"20,492",117,25,1,4,"1,488",702,679,83,87
AR0027,W.A. BILLINGSLEY/JACKSON COUNTY LIBRARY,Town,"16,719",65,42,10,12,983,812,72,13,1
AR0028,TEXARKANA PUBLIC LIBRARY,City,"68,716",105,69,0,36,782,556,226,0,0
AR0030,CONWAY COUNTY LIBRARY,Town,"20,846",248,179,12,57,"3,163","2,900",161,0,0
AR0031,LAWRENCE COUNTY LIBRARY,Town,"16,406",82,75,0,6,"2,041","1,282",53,706,1
AR0037,FORREST CITY PUBLIC LIBRARY,Town,"13,820",64,25,2,35,"1,229",823,338,59,2
AR0038,BENTONVILLE PUBLIC LIBRARY,City,"54,909",875,419,250,201,"35,176","21,561","4,721","4,143",5
AR0039,BAXTER COUNTY LIBRARY,Rural,"41,932",890,508,159,204,"19,961","13,614","1,993","2,050",19
AR0040,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,Town,"64,204",176,71,0,36,"3,454","2,944",163,347,69
AR0041,LONOKE COUNTY LIBRARY SYSTEM,Town,"73,309","2,128",748,613,330,"27,924","12,046","7,619","6,638",437
AR0042,ARKANSAS COUNTY LIBRARY,Town,"17,486",198,80,10,107,"2,493","1,505",918,50,1
AR0043,TRUMANN PUBLIC LIBRARY,Town,"6,969",0,0,0,0,0,0,0,0,0
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,"28,872",-1,-2,-1,-1,-1,-2,-1,-1,-1
AR0047,ROGERS PUBLIC LIBRARY,City,"68,669",633,460,125,34,"8,924","6,811",469,275,14
AR0048,CRAWFORD COUNTY LIBRARY SYSTEM,Suburban,"63,257","1,976",857,397,721,"21,827","12,272","6,965",30,1
AR0049,CARROLL AND MADISON LIBRARY SYSTEM,Town,"43,718","1,473",585,130,460,"21,655","11,511","3,854","5,150",298
AR0050,BOONE COUNTY LIBRARY,Town,"37,432",207,85,35,87,"3,365","2,298",876,0,0
AR0051,NEWTON COUNTY,Rural,"7,753",536,96,186,214,"3,310",861,765,"1,156",40
AR0060,CLARK COUNTY LIBRARY,Town,"22,320",161,137,3,18,"2,545","2,197",280,49,3
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624",,0,,,11,11,0,0,
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624",-1,,-1,-1,,,,,-1
AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,Rural,"29,052",28,28,0,0,318,258,60,0,0
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,"24,098",17,9,2,3,"1,908",850,36,949,3
AR0064,CALHOUN COUNTY LIBRARY,Rural,"5,189",20,14,5,0,585,366,0,70,1
AR0066,FAYETTEVILLE PUBLIC LIBRARY,City,"87,590","1,887",591,271,558,"63,896","38,561","10,488","10,041",467
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,"2,346",-1,-2,-1,-1,-1,-2,-1,-1,-1
AR0069,GRAVETTE PUBLIC LIBRARY,Rural,"3,516",175,57,42,56,"3,098",880,721,"1,362",20
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,"1,136",-1,-2,-1,-1,-1,-2,-1,-1,-1
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,"2,189",-1,-2,-1,-1,-1,-2,-1,-1,-1
AR0076,HEMPSTEAD COUNTY LIBRARY,Town,"21,532",112,40,2,70,"1,747","1,127",604,0,0
AR0077,GENTRY PUBLIC LIBRARY,Town,"4,023",76,25,0,50,"1,093",306,201,586,1
AR0078,IVA JANE PEEK LIBRARY HQ,Rural,"1,790",6,2,2,1,162,29,44,44,1
AR0079,SILOAM SPRINGS PUBLIC LIBRARY,Town,"17,101",235,103,75,26,"3,438","1,652",228,"1,332",31
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,529,-1,-2,-1,-1,-1,-2,-1,-1,-1
AR0081,TRI-COUNTY REGIONAL LIBRARY SYSTEM,Town,"42,468",98,80,0,4,"1,379","1,195",20,164,14
AR0082,INDEPENDENCE COUNTY LIBRARY,Town,"37,825",459,99,219,110,"8,596","4,280","1,405",735,31
AR0083,PRAIRIE COUNTY LIBRARY,Rural,"8,062",93,55,0,0,"1,708","1,154",0,554,38
AS0001,FELETI BARSTOW PUBLIC LIBRARY,Town,"51,269",206,130,20,8,"3,103","3,103",0,0,48
AZ0001,APACHE COUNTY LIBRARY DISTRICT OFFICE,Town,"66,848","1,042",575,180,287,"6,120","3,944","2,093",0,0
AZ0009,COCHISE COUNTY LIBRARY DISTRICT,Town,"126,648",157,53,14,40,"1,410",495,448,393,50
AZ0025,CLIFTON PUBLIC LIBRARY,Town,"3,909",75,54,4,12,479,358,51,53,5
AZ0026,SAFFORD CITY-GRAHAM COUNTY LIBRARY,Town,"39,010",565,343,36,88,"18,761","10,392",628,"7,413",98
AZ0027,PARKER PUBLIC LIBRARY,Town,"3,434",268,109,72,65,"8,122","3,408",629,"1,777",22
AZ0028,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,Suburban,"4,586,431","1,857","1,193",247,417,"31,032","24,231","4,123",0,0
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,"92,324","1,063",489,140,386,"16,238","8,653","2,237","3,188",48
AZ0030,BUCKEYE PUBLIC LIBRARY,Suburban,"106,316",532,338,44,150,"13,536","11,714","1,378",0,0
AZ0031,CHANDLER PUBLIC LIBRARY,City,"282,891","2,778",966,459,"1,307","41,404","17,706","7,276","5,350",46
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,"254,005","1,666",746,71,841,,"16,737","14,338","3,335",8
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,"254,005",,,,,-1,,,,
AZ0034,MESA PUBLIC LIBRARY,City,"516,429",955,631,83,241,"21,037","17,897","2,170",0,0
AZ0035,PHOENIX PUBLIC LIBRARY,City,"1,657,035","6,390","5,146",285,862,"102,826","75,508","13,260","7,963",97
AZ0036,SCOTTSDALE PUBLIC LIBRARY,City,"244,959","1,061",570,76,413,"20,864","15,514","4,456",14,2
AZ0038,TEMPE PUBLIC LIBRARY,City,"187,354",654,169,253,232,"19,342","13,271","4,787",0,0
AZ0039,TOLLESON PUBLIC LIBRARY,Suburban,"7,315",417,312,17,65,"2,396","1,430",414,490,23
AZ0040,WICKENBURG PUBLIC LIBRARY,Town,"8,034",102,52,0,50,867,722,145,0,0
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,"221,105",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,"14,854",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0050,PINAL COUNTY LIBRARY DISTRICT,Town,"453,924",420,248,14,153,"10,759","9,178","1,145",287,5
AZ0064,PIMA COUNTY PUBLIC LIBRARY,City,"1,072,298","3,695",957,128,"2,443","48,537","27,963","13,273","6,239",167
AZ0065,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,Town,"49,039",126,125,1,0,"3,368","3,345",0,0,0
AZ0066,PATAGONIA PUBLIC LIBRARY,Rural,804,22,12,1,9,288,108,180,0,0
AZ0067,YAVAPAI COUNTY FREE LIBRARY DISTRICT,Rural,"245,389","1,550",598,152,607,"15,435","8,657","3,565","2,120",193
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,"209,920","1,799",861,224,563,"14,720","5,473","5,985","2,689",151
AZ0084,DUNCAN PUBLIC LIBRARY,Rural,696,98,63,5,22,"1,230",639,85,474,8
AZ0086,DESERT FOOTHILLS LIBRARY,Rural,"5,173",682,116,21,545,"7,325","1,735","5,549",0,0
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,"199,424",771,557,18,194,"27,486","23,504","1,503","2,346",2
AZ0092,YOUNGTOWN PUBLIC LIBRARY,Suburban,"7,060",35,31,0,2,339,296,10,33,2
AZ0100,NAVAJO NATION LIBRARY,Town,"96,276",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0102,GILA COUNTY LIBRARY DISTRICT,Town,"53,838",141,136,0,5,729,702,27,0,0
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,"7,276",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0104,QUARTZSITE PUBLIC LIBRARY,Town,"2,417",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0106,PIMA PUBLIC LIBRARY,Town,"3,009",78,71,5,2,"1,293","1,105",77,0,0
AZ0107,NAVAJO COUNTY LIBRARY DISTRICT,Town,"108,580",170,81,13,22,"1,574",567,196,786,54
AZ0110,BENSON PUBLIC LIBRARY,Town,"5,388",75,47,0,0,822,736,0,86,28
AZ0111,COPPER QUEEN LIBRARY,Town,"5,045",226,125,12,89,"1,904",940,915,0,0
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,"15,713",83,83,0,0,"1,405","1,405",0,0,0
AZ0113,HUACHUCA CITY PUBLIC LIBRARY,Rural,"1,626",165,60,38,48,"3,258",949,644,"1,342",19
AZ0114,SIERRA VISTA PUBLIC LIBRARY,City,"45,773",501,233,88,166,"12,883","8,338","2,635","1,393",14
AZ0115,TOMBSTONE CITY LIBRARY,Rural,"1,376",14,4,7,3,67,12,20,0,0
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,"3,248",159,104,11,44,"2,074","1,589",293,0,0
AZ0117,APACHE JUNCTION PUBLIC LIBRARY,Rural,"39,251","2,363","1,173",153,"1,035","27,094","17,154","8,502",465,2
AZ0118,CASA GRANDE PUBLIC LIBRARY,City,"58,648",478,127,49,231,"20,631","15,333","1,713","2,986",71
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,"2,323",100,37,3,48,864,89,419,302,12
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,"1,252",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,"6,943",54,30,8,6,525,109,32,316,10
AZ0124,GLOBE PUBLIC LIBRARY,Town,"7,198",499,164,43,70,"8,830","2,588",430,"5,484",222
AZ0125,HAYDEN PUBLIC LIBRARY,Rural,512,18,9,0,8,74,30,25,19,1
AZ0126,MIAMI MEMORIAL LIBRARY,Town,"1,539",178,76,1,43,"2,015",832,261,893,58
AZ0127,PAYSON PUBLIC LIBRARY,Town,"16,632",433,266,65,102,"3,121","2,101",816,0,0
AZ0128,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,Rural,"1,953",198,147,0,51,"1,892","1,244",648,0,0
AZ0129,SAN CARLOS PUBLIC LIBRARY,Town,"10,815",32,26,5,0,43,33,0,2,1
AZ0130,TONTO BASIN PUBLIC LIBRARY,Rural,"1,444",108,72,36,0,"3,204","2,232",0,0,0
AZ0131,YOUNG PUBLIC LIBRARY,Rural,588,58,34,11,13,526,346,83,0,0
AZ0133,COOLIDGE PUBLIC LIBRARY,Town,"15,984",286,141,16,129,"6,311","4,046","2,014",0,0
AZ0134,ELOY SANTA CRUZ LIBRARY,Town,"16,748",130,0,0,0,"2,595",0,0,"2,595",130
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,"25,207",232,123,13,64,"2,528","1,645",121,714,32
AZ0136,KEARNY PUBLIC LIBRARY,Rural,"1,743",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,"1,079",60,60,0,0,223,223,0,0,0
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,"64,742",729,310,84,220,"9,905","4,799","1,415","2,983",115
AZ0141,SUPERIOR PUBLIC LIBRARY,Town,"2,426",13,4,5,0,17,12,0,0,4
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,"12,430","1,876",335,268,570,"14,900","8,499","3,002","2,419",703
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,"13,662",240,126,0,0,"7,736","2,491",0,"5,245",114
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,"12,296",70,39,12,15,"2,535","1,301",222,910,4
AZ0152,JEROME PUBLIC LIBRARY,Rural,467,8,0,0,0,29,0,0,29,8
AZ0154,PRESCOTT VALLEY PUBLIC LIBRARY,City,"49,069","1,424",135,146,"1,122","26,593","6,130","17,639","1,338",21
AZ0155,SEDONA PUBLIC LIBRARY,Rural,"9,834",526,237,29,6,"8,444","5,706",34,"2,510",254
AZ0158,PRESCOTT PUBLIC LIBRARY,City,"47,450",596,324,129,143,"12,059","8,553","1,973",0,0
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,"4,886",145,36,0,103,"2,454","1,433",596,425,6
AZ0161,PINETOP-LAKESIDE PUBLIC LIBRARY,Town,"4,073",157,102,15,20,"1,775",679,537,407,20
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,"12,132",446,203,53,119,,"2,867",952,,71
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,"12,132",,,,,-1,,,-1,
AZ0163,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,Town,"10,687",182,147,7,6,"6,084","4,500",29,"1,498",22
AZ0164,WINSLOW PUBLIC LIBRARY,Town,"8,774",83,56,8,3,"2,474","1,175",4,"1,187",16
AZ0165,FREDONIA PUBLIC LIBRARY,Rural,"1,374",210,113,22,71,"4,286","1,611","2,390",60,4
AZ0167,PAGE PUBLIC LIBRARY,Town,"7,642",846,404,59,85,"35,681","9,021",843,"23,448",298
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,"3,538",218,72,12,12,,,,,122
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,"3,538",,,,,-1,-2,-1,-1,
AZ0169,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,City,"149,647",492,349,15,126,"9,760","8,430","1,192",77,2
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,"1,576",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0174,KAIBAB PAIUTE TRIBAL LIBRARY,Rural,300,180,65,61,30,236,85,36,25,24
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,"1,057",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,"12,083",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0177,LA PAZ COUNTY SERVICES,Rural,"16,860",36,24,12,0,299,227,0,0,0
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,"1,178",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,"21,237",50,45,3,2,450,416,25,0,0
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,309,-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0181,HOPI PUBLIC LIBRARY,Rural,"14,537",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,"1,241",-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0183,SAN LUCY LIBRARY,Rural,482,-1,-2,-1,-1,-1,-2,-1,-1,-1
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,"2,278",31,24,2,2,189,84,45,30,3
CA0001,ALAMEDA COUNTY LIBRARY,Suburban,"588,941","1,146",545,186,265,"28,056","14,855","3,074","6,298",150
CA0002,ALAMEDA FREE LIBRARY,Suburban,"77,784","2,483","2,276",54,135,"16,777","13,203","1,205","1,791",18
CA0003,ALHAMBRA CIVIC CENTER LIBRARY,Suburban,"81,834",357,229,60,68,"10,781","7,117",913,0,0
CA0004,ALPINE COUNTY LIBRARY/ARCHIVES,Rural,"1,200",24,16,0,6,435,175,72,188,2
CA0005,ALTADENA LIBRARY DISTRICT,Suburban,"42,778",426,161,81,158,"10,017","3,476","3,901","1,936",26
CA0006,AMADOR COUNTY LIBRARY,Town,"40,297",37,15,0,22,508,373,135,0,0
CA0007,ANAHEIM PUBLIC LIBRARY,City,"341,245","4,801","1,905",197,"2,558","94,889","63,754","3,744","25,044",141
CA0008,ARCADIA PUBLIC LIBRARY,City,"55,934",172,94,53,25,"2,691","1,526",282,0,0
CA0009,PLACER COUNTY LIBRARY,Town,"200,000",292,180,12,96,"7,267","4,886","1,195","1,055",4
CA0010,AZUSA CITY LIBRARY,Suburban,"49,704",148,97,5,30,"1,921",983,324,558,16
CA0011,BERKELEY PUBLIC LIBRARY,City,"124,563",743,293,87,329,"25,006","15,305","4,477","1,788",34
