FSCS Key,Library Name,Locale,Service Area Population,Total Library Programs,Children's Programs,Young Adult Programs,Adult Programs,Total Program Attendance,Children's Program Attendance,Adult Program Attendance,General Interest Program Attendance,General Interest Programs
SD0067,PARKSTON PUBLIC LIBRARY,Rural,"1,544",6,4,0,2,685,610,75,0,0
SD0068,PLANKINTON COMMUNITY LIBRARY,Rural,"1,230",4,4,0,0,11,11,0,0,0
SD0072,WAGNER PUBLIC LIBRARY,Rural,"1,490",77,71,1,0,985,909,0,64,5
SD0073,WESSINGTON SPRINGS CARNEGIE LIBRARY,Rural,781,11,9,1,1,525,491,14,0,0
SD0074,WHITE LAKE COMMUNITY LIBRARY,Rural,384,23,20,1,0,525,401,0,94,2
SD0075,WOONSOCKET COMMUNITY LIBRARY,Rural,"1,357",79,60,4,15,836,666,130,0,0
SD0077,K.O. LEE ABERDEEN PUBLIC LIBRARY,Town,"38,471",472,271,15,140,"13,578","5,432","2,234","5,084",46
SD0078,BOWDLE PUBLIC LIBRARY,Rural,483,98,64,22,8,"1,226",530,58,470,4
SD0079,BRITTON PUBLIC LIBRARY,Rural,"1,213",313,183,26,99,"1,934","1,015",480,220,5
SD0080,DOLAND COMMUNITY LIBRARY,Rural,852,120,57,21,7,869,428,30,361,35
SD0081,KATHRYN SCHULKOSKI PUBLIC LIBRARY,Rural,895,1,1,0,0,13,13,0,0,0
SD0082,FAULK COUNTY LIBRARY,Rural,"2,157",42,36,4,2,503,475,16,0,0
SD0083,EMMA BURNHAM PUBLIC LIBRARY,Rural,212,3,2,0,1,38,23,15,0,0
SD0084,POTTER COUNTY FREE LIBRARY,Rural,"2,613",87,40,0,44,"2,564","2,128",305,131,3
SD0087,M. P. BEEBE MEMORIAL LIBRARY,Rural,929,71,40,0,29,607,346,129,132,2
SD0090,LEOLA PUBLIC LIBRARY,Rural,409,0,0,0,0,0,0,0,0,0
SD0092,REDFIELD CARNEGIE LIBRARY,Rural,"2,188",170,150,5,14,"2,285","1,893",110,250,1
SD0094,R. E. RAWLINS MUNICIPAL LIBRARY,Town,"16,552",263,203,12,48,"5,919","4,757","1,112",0,0
SD0095,BURKE PUBLIC LIBRARY,Rural,579,9,9,0,0,348,348,0,0,0
SD0096,GREGORY PUBLIC LIBRARY,Rural,"1,317",62,26,2,27,739,371,202,156,7
SD0097,JACKSON COUNTY LIBRARY,Rural,"2,868",15,15,0,0,326,326,0,0,0
SD0098,HAAKON COUNTY PUBLIC LIBRARY,Rural,"1,835",26,10,0,12,907,577,120,210,4
SD0099,PLATTE PUBLIC LIBRARY,Rural,"1,279",57,26,11,6,892,674,53,132,14
SD0101,SULLY AREA LIBRARY,Rural,"1,820",41,41,0,0,796,796,0,0,0
SD0103,PRESHO PUBLIC LIBRARY,Rural,474,128,80,0,36,"2,994","2,548",350,96,12
SD0105,TRIPP COUNTY LIBRARY - GROSSENBURG MEMORIAL,Town,"5,615",23,10,11,2,"1,340","1,146",32,0,0
SD0106,A. H. BROWN PUBLIC LIBRARY,Town,"3,179",40,35,1,3,"1,091",833,223,19,1
SD0107,FAITH PUBLIC LIBRARY,Rural,"1,839",54,43,6,5,390,300,45,0,0
SD0109,LEMMON PUBLIC LIBRARY,Rural,"1,154",61,50,1,8,714,448,186,56,2
SD0111,DEWEY COUNTY LIBRARY,Rural,"5,343",5,4,0,1,101,93,8,0,0
SD0112,RAPID CITY PUBLIC LIBRARY,City,"108,958",421,251,61,100,"12,052","9,024","1,497",987,9
SD0115,NORTHWEST REGIONAL LIBRARY,Rural,"1,327",24,11,0,11,180,100,35,45,2
SD0116,BELLE FOURCHE PUBLIC LIBRARY,Town,"5,699",18,9,4,2,"1,287",590,46,492,3
SD0117,CUSTER COUNTY LIBRARY,Rural,"8,360",183,97,47,30,"4,435","3,234",368,230,9
SD0118,DEADWOOD PUBLIC LIBRARY,Town,"1,833",92,86,0,4,"1,208",879,54,275,2
SD0119,EDGEMONT PUBLIC LIBRARY,Rural,759,37,10,2,22,130,38,59,22,3
SD0120,HILL CITY PUBLIC LIBRARY,Rural,"1,222",88,66,0,14,"1,757",721,147,889,8
SD0121,HOT SPRINGS PUBLIC LIBRARY,Town,"3,485",72,63,9,0,"1,521","1,170",0,0,0
SD0122,KEYSTONE TOWN LIBRARY,Rural,717,117,58,29,30,881,501,163,0,0
SD0123,PHOEBE APPERSON HEARST FREE LIBRARY,Town,"3,949",174,109,14,51,"2,213","1,891",235,0,0
SD0124,NEWELL PUBLIC LIBRARY,Rural,591,34,22,0,12,417,280,137,0,0
SD0125,GRACE BALLOCH MEMORIAL LIBRARY,Town,"18,812",164,134,2,21,"3,544","3,214",227,92,7
SD0126,STURGIS PUBLIC LIBRARY,Town,"16,758",217,152,14,35,"2,922","1,802",473,534,16
SD0127,WALL COMMUNITY LIBRARY,Rural,909,44,44,0,0,765,765,0,0,0
SD0128,WHITEWOOD PUBLIC LIBRARY,Rural,"1,094",110,105,3,2,"1,583","1,541",30,0,0
SD0129,CLEAR LAKE CITY LIBRARY,Rural,"1,396",202,156,11,33,"2,990","2,711",119,110,2
SD0130,WILMOT PUBLIC LIBRARY,Rural,499,3,1,0,0,110,20,0,90,2
SD0131,KENNEBEC PUBLIC LIBRARY,Rural,354,9,9,0,0,95,95,0,0,0
SD0136,BENNETT COUNTY LIBRARY,Rural,"3,411",18,8,10,0,101,54,0,0,0
SD0137,WAGE MEMORIAL LIBRARY,Rural,"1,382",31,30,0,1,410,400,10,0,0
SD0138,TRIPP PUBLIC LIBRARY,Rural,558,2,2,0,0,68,68,0,0,0
SD0139,DAKOTA CLUB LIBRARY,Town,"7,822",0,0,0,0,0,0,0,0,0
SD0140,LANGFORD PUBLIC LIBRARY,Rural,290,118,83,11,4,"1,003",744,2,149,20
SD0141,SIOUXLAND LIBRARIES,City,"242,616","1,250",956,70,224,"31,611","26,215","4,376",0,0
SD0144,EVELYN LANG PUBLIC LIBRARY,Rural,834,11,11,0,0,204,204,0,0,0
SD0148,SISSETON WAHPETON COMMUNITY COLLEGE LIBRARY,Rural,"11,095",0,0,0,0,0,0,0,0,0
SD0152,SINTE GLESKA UNIVERSITY LIBRARY,Rural,"21,045",20,12,8,0,160,96,0,0,0
SD0153,BISON PUBLIC LIBRARY,Rural,384,44,24,16,2,365,164,17,83,2
SD0154,OGLALA LAKOTA COLLEGE WOKSAPE TIPI ACADEMIC & PUBLIC LIBRARY,Rural,"19,157",0,0,0,0,0,0,0,0,0
SD0155,HUDSON PUBLIC LIBRARY,Rural,320,51,24,0,0,362,150,0,212,27
SD0157,NORTH SIOUX CITY COMMUNITY LIBRARY,Suburban,"3,042",423,166,65,84,"6,335","2,635","1,112","2,003",108
SD0158,HARRISBURG COMMUNITY LIBRARY,Rural,"6,645",36,21,1,12,"1,504","1,006",96,312,2
SD0160,IHANKTONWAN COMMUNITY/COLLEGE LIBRARY,Rural,"6,898",-1,-2,-1,-1,-1,-2,-1,-1,-1
SD0161,TEA COMMUNITY LIBRARY,Rural,"8,768",44,27,11,3,"1,073",895,15,65,3
SD0162,PIEDMONT VALLEY LIBRARY,Suburban,"10,964",120,54,51,15,"2,718","2,037",127,0,0
SD0163,LOWER BRULE COMMUNITY COLLEGE PUBLIC LIBRARY,Rural,"1,747",0,0,0,0,0,0,0,0,0
TN0001,GILES COUNTY PUBLIC LIBRARY,Town,"26,497",211,126,61,7,"4,484","3,147",149,796,17
TN0002,HICKMAN COUNTY PUBLIC LIBRARY,Rural,"25,307",1,1,0,0,85,85,0,0,0
TN0003,LAWRENCE COUNTY PUBLIC LIBRARY,Town,"44,828",64,43,1,20,"1,114",518,560,0,0
TN0004,LEWIS COUNTY PUBLIC LIBRARY,Town,"12,857",129,95,20,8,"9,275","3,191","5,503",461,6
TN0005,MAURY COUNTY PUBLIC LIBRARY,Town,"82,767",381,288,48,36,"2,382","1,653",435,60,9
TN0006,PERRY COUNTY PUBLIC LIBRARY,Rural,"8,472",22,9,0,13,720,446,274,0,0
TN0007,WAYNE COUNTY PUBLIC LIBRARY,Rural,"16,409",1,0,0,0,130,0,0,130,1
TN0008,WILLIAMSON COUNTY PUBLIC LIBRARY,City,"156,681","1,259",846,97,77,"20,352","15,438","1,241","2,683",239
TN0009,THE JOHN P. HOLT BRENTWOOD LIBRARY,Suburban,"45,491","1,155",506,118,531,"28,729","19,893","7,899",0,0
TN0010,MARSHALL COUNTY MEMORIAL LIBRARY,Town,"34,984",404,195,34,123,"6,346","4,414","1,141",573,52
TN0012,ART CIRCLE PUBLIC LIBRARY,Town,"62,451",605,147,18,440,"14,957","5,981","8,372",0,0
TN0013,BEENE-PEARSON PUBLIC LIBRARY,Town,"10,724",88,59,9,20,519,519,0,0,0
TN0014,CAROYLN STEWART PUBLIC LIBRARY,Town,"12,536",68,56,0,12,"1,173","1,057",116,0,0
TN0015,ORENA HUMPHREYS PUBLIC LIBRARY,Rural,"5,616",74,47,1,26,"6,912","1,232","5,222",0,0
TN0016,WHITE COUNTY PUBLIC LIBRARY,Town,"27,650",,68,25,69,,"2,262","1,789",,
TN0016,WHITE COUNTY PUBLIC LIBRARY,Town,"27,650",-1,,,,-1,,,-1,-1
TN0017,SEQUATCHIE COUNTY PUBLIC LIBRARY,Town,"16,396",11,11,0,0,110,110,0,0,0
TN0018,BURRITT MEMORIAL LIBRARY,Rural,"6,324",5,5,0,0,78,78,0,0,0
TN0019,MAGNESS COMMUNITY HOUSE & LIBRARY,Town,"41,523",69,60,4,5,"1,252",721,527,0,0
TN0020,BLEDSOE COUNTY PUBLIC LIBRARY,Rural,"15,234",6,6,0,0,236,236,0,0,0
TN0021,ALTAMONT PUBLIC LIBRARY,Rural,"2,661",8,5,1,1,87,39,31,15,1
TN0023,BARBARA REYNOLDS CARR MEMORIAL LIBRARY,Town,"32,267",127,88,0,39,"2,266","1,382",884,0,0
TN0024,JACKSBORO PUBLIC LIBRARY,Town,"7,124",3,1,2,0,34,7,0,0,0
TN0025,WARTBURG PUBLIC LIBRARY,Rural,"10,840",21,21,0,0,586,586,0,0,0
TN0027,CLINTON PUBLIC LIBRARY,Suburban,"28,824",199,104,23,48,"1,724","1,384",228,57,24
TN0028,HUNTSVILLE PUBLIC LIBRARY,Rural,"4,635",31,10,0,21,282,39,243,0,0
TN0029,MAYNARDVILLE PUBLIC LIBRARY,Rural,"10,020",120,28,63,29,643,147,173,0,0
TN0031,CROCKETT MEMORIAL LIBRARY,Town,"13,979",53,35,5,13,884,774,101,0,0
TN0033,NEWBERN CITY LIBRARY,Town,"6,181",92,74,0,8,"1,867",339,241,"1,287",10
TN0034,ELMA ROSS PUBLIC LIBRARY,Town,"17,694",23,10,6,7,627,361,71,0,0
TN0035,SOMERVILLE-FAYETTE COUNTY LIBRARY,Rural,"42,832",119,41,1,77,"1,300",891,404,0,0
TN0036,TIPTONVILLE PUBLIC LIBRARY,Rural,"4,976",24,20,3,1,178,122,18,0,0
TN0037,RIDGELY PUBLIC LIBRARY,Rural,"2,152",12,1,4,7,116,9,99,0,0
TN0038,TIPTON COUNTY PUBLIC LIBRARY,Rural,"34,162",353,188,29,134,"5,482","4,066",901,350,2
TN0039,MUNFORD TIPTON COUNTY MEMORIAL LIBRARY,Town,"26,842",215,150,3,61,"1,571",968,431,163,1
TN0040,LAUDERDALE COUNTY LIBRARY,Town,"19,817",48,24,4,20,393,201,171,0,0
TN0042,LENOIR CITY PUBLIC LIBRARY,Suburban,"22,749",15,15,0,0,659,659,0,0,0
TN0043,MEIGS-DECATUR PUBLIC LIBRARY,Rural,"13,049",151,84,3,39,"2,531",675,349,"1,000",25
TN0044,ROCKWOOD PUBLIC LIBRARY,Town,"16,041",22,21,1,0,580,574,0,0,0
TN0045,MADISONVILLE PUBLIC LIBRARY,Town,"17,316",156,66,3,3,"1,082",519,13,527,84
TN0046,SWEETWATER PUBLIC LIBRARY,Town,"21,422",243,188,28,27,"2,933","1,840",878,0,0
TN0047,CLEVELAND BRADLEY COUNTY PUBLIC LIBRARY,City,"110,162",871,320,111,440,"6,000","3,924","1,578",0,0
TN0048,HARRIMAN PUBLIC LIBRARY,Town,"17,219",173,138,31,4,"3,339","2,515",317,0,0
TN0049,CLYDE W. RODDY PUBLIC LIBRARY,Town,"24,834",127,97,13,17,"6,228","4,096",987,0,0
TN0050,AUDREY PACK MEMORIAL LIBRARY,Rural,"6,832",193,99,29,65,773,285,317,0,0
TN0051,KINGSTON PUBLIC LIBRARY,Town,"17,430",43,40,0,3,576,480,96,0,0
TN0052,E. G. FISHER PUBLIC LIBRARY,Town,"37,679",408,325,49,34,"13,282","12,727",296,0,0
TN0053,BLOUNT COUNTY PUBLIC LIBRARY,Suburban,"137,605",464,246,70,148,"12,486","5,083","7,040",0,0
TN0055,SHELBYVILLE-BEDFORD COUNTY PUBLIC LIBRARY,Town,"51,119",412,257,55,100,"10,021","7,708","1,908",0,0
TN0056,CANNON COUNTY LIBRARY SYSTEM,Town,"14,553",160,114,0,44,"2,086","1,535",211,340,2
TN0057,COFFEE COUNTY LANNOM MEMORIAL PUBLIC LIBRARY,Town,"29,652",107,58,5,41,"1,374",582,709,0,3
TN0058,COFFEE COUNTY-MANCHESTER PUBLIC LIBRARY,Town,"29,380",219,176,10,33,"4,388","3,095","1,100",0,0
TN0059,FRANKLIN COUNTY PUBLIC LIBRARY,Town,"43,215",319,203,7,67,"7,765","5,703",657,"1,124",42
TN0060,FAYETTEVILLE-LINCOLN COUNTY PUBLIC LIBRARY,Town,"35,433",263,126,49,88,"4,307","2,252","1,738",0,0
TN0061,MOORE COUNTY PUBLIC LIBRARY,Rural,"6,644",410,223,18,169,"4,906","3,305","1,486",0,0
TN0062,RUTHERFORD COUNTY LIBRARY SYSTEM,City,"313,091","1,510",781,252,477,"33,787","16,094","9,001",0,0
TN0063,FRED A. VAUGHT MEMORIAL LIBRARY,Rural,"12,035",220,144,4,33,"1,175",614,92,458,39
TN0064,LEBANON-WILSON COUNTY PUBLIC LIBRARY,Town,"77,491",161,145,1,15,"9,542","8,979",481,0,0
TN0066,OAK RIDGE PUBLIC LIBRARY,Suburban,"31,824",296,212,41,17,"6,961","5,369",263,833,26
TN0067,KINGSPORT PUBLIC LIBRARY,City,"55,582",378,165,31,165,"8,148","3,852","1,086","2,391",17
TN0068,EAST RIDGE CITY LIBRARY,Suburban,"21,961",151,95,9,47,"2,806","2,457",287,0,0
TN0069,TOWN OF SIGNAL MOUNTAIN LIBRARY,Suburban,"8,834",0,0,0,0,0,0,0,0,0
TN0070,RUTLEDGE PUBLIC LIBRARY,Rural,"6,654",0,0,0,0,0,0,0,0,0
TN0071,HAWKINS COUNTY LIBRARY SYSTEM,Town,"51,794",12,8,4,0,"1,861","1,848",0,0,0
TN0072,MORRISTOWN-HAMBLEN PUBLIC LIBRARY,City,"64,468",353,144,10,152,"4,180","2,111",366,"1,650",47
TN0073,HANCOCK COUNTY PUBLIC LIBRARY,Rural,"6,787",0,0,0,0,0,0,0,0,0
TN0074,DANDRIDGE MEMORIAL LIBRARY,Town,"20,025",124,100,1,23,"1,115","1,019",88,0,0
TN0075,JEFFERSON CITY PUBLIC LIBRARY,Rural,"16,687",259,191,24,44,"3,832","3,090",560,0,0
TN0076,SEVIER COUNTY PUBLIC LIBRARY SYSTEM,Town,"89,413","1,797","1,055",354,388,"50,421","35,286","9,299",0,0
TN0077,ANNA PORTER PUBLIC LIBRARY,Rural,"3,726",126,21,40,33,767,82,208,304,32
TN0078,STOKELY MEMORIAL LIBRARY,Town,"29,863",111,90,0,21,804,623,181,0,0
TN0080,BENTON COUNTY LIBRARY,Town,"15,872",435,350,31,14,"23,014","9,832","1,032","10,521",40
TN0081,CARROLL COUNTY LIBRARY,Rural,"22,976",300,145,40,115,"6,482","2,581","3,794",0,0
TN0083,GIBSON COUNTY MEMORIAL LIBRARY,Town,"22,743",243,151,32,60,"3,620","2,973",525,0,0
TN0084,HUMBOLDT PUBLIC LIBRARY,Town,"14,151","1,618",221,41,"1,356","7,398","2,227","5,113",0,0
TN0085,MILDRED G. FIELDS MEMORIAL LIBRARY,Rural,"13,646",206,127,39,25,"4,674","2,990",190,"1,232",15
TN0086,W. G. RHEA PUBLIC LIBRARY,Town,"32,239",122,43,22,10,"2,934",430,212,"2,124",47
TN0087,OBION COUNTY PUBLIC LIBRARY,Town,"30,466",159,92,31,36,"3,455","2,716",589,0,0
TN0088,NED R. MCWHERTER WEAKLEY COUNTY LIBRARY,Rural,"14,019",962,93,103,686,"3,895",960,"2,533",172,80
TN0089,MARTIN PUBLIC LIBRARY,Town,"14,592",435,157,86,159,"7,840","4,391","2,549",324,33
TN0091,CHESTER COUNTY LIBRARY,Rural,"17,504",123,68,19,29,"1,986","1,555",171,184,7
TN0092,DECATUR COUNTY PUBLIC LIBRARY,Rural,"9,309",11,11,0,0,159,159,0,0,0
TN0093,PARSONS PUBLIC LIBRARY,Rural,"2,082",21,0,0,16,427,0,90,337,5
TN0094,BOLIVAR HARDEMAN COUNTY LIBRARY,Town,"21,772",63,42,1,20,717,545,172,0,0
TN0095,HARDIN COUNTY LIBRARY,Town,"26,892",248,56,27,165,"8,789",325,"8,237",0,0
TN0096,EVERETT HORN PUBLIC LIBRARY,Town,"27,953",249,188,0,54,"4,623","3,661",871,91,7
TN0097,JACK MCCONNICO MEMORIAL LIBRARY,Town,"17,217",17,8,0,9,552,276,276,0,0
TN0098,"IRVING MEEK JR., PUBLIC LIBRARY",Rural,"8,643",17,9,0,8,557,184,373,0,0
TN0099,JACKSON-MADISON COUNTY LIBRARY,City,"98,775",599,177,30,392,"8,093","2,138","5,865",0,0
TN0101,CLAY COUNTY PUBLIC LIBRARY,Rural,"7,555",46,38,1,3,"1,384",934,89,277,4
TN0102,CHARLES RALPH HOLLAND MEMORIAL LIBRARY,Rural,"11,750",40,38,1,1,445,437,8,0,0
TN0103,JUSTIN POTTER LIBRARY,Town,"20,478",23,21,0,2,"1,708","1,511",197,0,0
TN0105,MACON COUNTY PUBLIC LIBRARY,Town,"25,699",323,127,3,193,"1,470",729,693,0,0
TN0106,MILLARD OAKLEY PUBLIC LIBRARY,Town,"22,839",95,39,4,52,"1,557",998,517,0,0
TN0107,PICKETT COUNTY PUBLIC LIBRARY,Rural,"5,079",53,4,0,48,"1,147",155,384,608,1
TN0108,PUTNAM COUNTY LIBRARY,Town,"81,188","1,334",860,110,137,"3,876","1,395","1,157",790,227
TN0109,SMITH COUNTY PUBLIC LIBRARY,Town,"20,172",43,43,0,0,"1,326","1,326",0,0,0
TN0111,CHEATHAM COUNTY PUBLIC LIBRARY,Rural,"26,828",122,112,1,9,"3,073","2,934",127,0,0
TN0112,DICKSON COUNTY PUBLIC LIBRARY,Town,"55,292",310,181,58,71,"11,057","8,430","1,395",0,0
TN0113,HOUSTON COUNTY PUBLIC LIBRARY,Rural,"8,317",112,55,0,57,"1,294",886,408,0,0
TN0114,HUMPHREYS COUNTY PUBLIC LIBRARY,Town,"19,211",5,0,0,0,273,0,0,273,5
TN0115,CLARKSVILLE MONTGOMERY COUNTY PUBLIC LIBRARY,City,"227,900","1,419",721,226,344,"25,130","17,382",977,"6,376",128
TN0116,STOKES BROWN PUBLIC LIBRARY,Town,"59,278",521,287,97,137,"8,673","6,824",658,0,0
TN0117,WHITE HOUSE PUBLIC LIBRARY,Suburban,"14,820",350,167,59,123,"5,183","3,636",545,582,1
TN0118,STEWART COUNTY PUBLIC LIBRARY,Rural,"13,855",85,62,0,23,"2,939","2,448",491,0,0
TN0123,ELIZABETHTON CARTER COUNTY PUBLIC LIBRARY,Suburban,"56,134",171,78,41,52,"7,190","6,400",720,0,0
TN0124,WASHINGTON COUNTY PUBLIC LIBRARY,Suburban,"62,958",164,45,85,20,"1,117",528,135,318,14
TN0125,SULLIVAN COUNTY PUBLIC LIBRARY,Suburban,"76,153",583,400,3,175,"5,690","4,447","1,197",43,5
TN0126,JOHNSON CITY PUBLIC LIBRARY,City,"71,278","1,165",998,48,119,"35,873","33,669","1,748",0,0
TN0128,UNICOI COUNTY PUBLIC LIBRARY,Town,"17,698",115,64,12,28,"1,853",894,199,621,11
TN0129,GREENEVILLE-GREENE COUNTY PUBLIC LIBRARY,Town,"68,137",45,43,0,1,924,907,4,13,1
TN0130,JOHNSON COUNTY PUBLIC LIBRARY,Town,"18,170",40,0,0,0,245,0,0,245,40
TN0132,CHATTANOOGA PUBLIC LIBRARY,City,"182,113",361,224,20,60,"15,162","10,238",899,"3,241",57
TN0133,KNOX COUNTY PUBLIC LIBRARY SYSTEM,City,"486,677",704,591,16,91,"30,283","26,973","2,457",725,6
TN0134,MEMPHIS PUBLIC LIBRARY AND INFORMATION CENTER,City,"807,121","1,991",836,478,677,"32,000","13,911","13,612",0,0
TN0135,NASHVILLE PUBLIC LIBRARY,City,"703,953","9,384","3,953","2,518","2,913","181,315","110,563","37,813",0,0
TN0175,LA VERGNE PUBLIC LIBRARY,Suburban,"39,091",596,538,24,24,"8,269","7,532",192,300,10
TN0193,ONEIDA PUBLIC LIBRARY,Town,"13,825",0,0,0,0,0,0,0,0,0
TN0194,MT. JULIET-WILSON COUNTY PUBLIC LIBRARY,Suburban,"74,426",185,112,35,33,"9,897","7,281","1,364",223,5
TN0196,WHITE PINE PUBLIC LIBRARY,Town,"11,125",31,30,0,1,254,229,25,0,0
TN0197,ROCKY TOP PUBLIC LIBRARY,Town,"5,948",72,54,0,18,705,509,196,0,0
TN0198,SOUTH CHEATHAM PUBLIC LIBRARY,Rural,"14,695",111,43,0,68,"2,626","1,976",650,0,0
TN0200,VONORE PUBLIC LIBRARY,Rural,"5,380",16,12,0,4,100,66,34,0,0
TN0202,COALFIELD PUBLIC LIBRARY,Rural,"2,976",30,18,9,3,280,185,32,0,0
TN0203,FENTRESS COUNTY PUBLIC LIBRARY,Rural,"18,850",84,39,2,1,"1,556",750,17,778,42
TN0205,MCIVER`S GRANT PUBLIC LIBRARY,Town,"29,895",350,107,48,190,"4,477","2,087","1,772",20,5
TN0206,GERMANTOWN COMMUNITY LIBRARY,Suburban,"41,034",105,38,6,11,"2,538","1,305",425,783,50
TN0207,"LUCIUS E. AND ELSIE C. BURCH, JR. LIBRARY",Suburban,"51,343",656,331,67,249,"13,245","8,779","2,695","1,098",9
TN0208,MILLINGTON PUBLIC LIBRARY,Suburban,"10,508",207,140,10,56,"3,577","2,297",510,640,1
TN0209,SAM T. WILSON PUBLIC LIBRARY,Town,"14,448",416,325,10,57,"4,218","3,383",142,652,24
TN0210,EAST POLK PUBLIC LIBRARY,Rural,"6,682",118,53,4,60,649,349,287,6,1
TN0211,COLLEGEDALE PUBLIC LIBRARY,Suburban,"11,621",283,169,39,70,"2,934","2,122",309,379,5
TN8001,ARDMORE PUBLIC LIBRARY,Rural,"3,534",372,92,53,227,"5,286","2,711","2,162",0,0
TN8003,MINOR HILL PUBLIC LIBRARY,Rural,511,0,0,0,0,0,0,0,0,0
TN8004,SPRING HILL PUBLIC LIBRARY,Town,"75,556",539,228,89,214,"14,260","9,899","1,972","1,091",8
TN8005,BEERSHEBA SPRINGS PUBLIC LIBRARY,Rural,"1,047",35,6,0,29,307,109,198,0,0
TN8006,COALMONT PUBLIC LIBRARY,Rural,"1,899",15,10,0,5,681,496,185,0,0
TN8007,MAY JUSTUS MEMORIAL LIBRARY,Rural,"3,288",9,0,0,0,"1,237",0,0,"1,237",9
TN8008,PALMER PUBLIC LIBRARY,Rural,"1,332",2,2,0,0,18,18,0,0,0
TN8009,TRACY CITY PUBLIC LIBRARY,Rural,"3,396",38,32,0,6,780,601,177,0,0
TN8010,CARYVILLE PUBLIC LIBRARY,Town,"5,541",21,0,0,0,663,0,0,663,21
TN8011,BRICEVILLE PUBLIC LIBRARY,Rural,"1,830",34,34,0,0,341,341,0,0,0
TN8012,DEER LODGE PUBLIC LIBRARY,Rural,"1,488",8,8,0,0,71,71,0,0,0
TN8013,JELLICO PUBLIC LIBRARY,Rural,"5,145",27,4,1,22,664,73,579,0,0
TN8014,LAFOLLETTE PUBLIC LIBRARY,Town,"21,768",40,38,0,2,937,928,9,0,0
TN8015,LUTTRELL PUBLIC LIBRARY,Rural,"10,020",83,63,14,6,"1,981","1,856",81,0,0
TN8016,NORRIS COMMUNITY LIBRARY,Town,"9,150",182,90,24,68,817,472,275,0,0
TN8017,PETROS PUBLIC LIBRARY,Rural,"1,488",85,27,0,58,"3,493",605,"2,888",0,0
TN8018,SUNBRIGHT PUBLIC LIBRARY,Rural,"2,338",4,4,0,0,16,16,0,0,0
TN8019,WINFIELD PUBLIC LIBRARY,Rural,"3,456",-1,-2,-1,-1,-1,-2,-1,-1,-1
TN8020,OAKDALE PUBLIC LIBRARY,Rural,"2,125",73,53,8,12,451,363,53,0,0
TN8021,HALLS PUBLIC LIBRARY,Town,"5,291",19,17,0,2,300,239,61,0,0
TN8022,HAMILTON PARKS PUBLIC LIBRARY,Rural,539,78,78,0,0,486,486,0,0,0
TN8023,GREENBACK PUBLIC LIBRARY,Rural,"2,800",11,6,3,2,47,40,7,0,0
TN8024,LOUDON PUBLIC LIBRARY,Rural,"14,173",12,7,0,5,82,57,25,0,0
TN8025,PHILADELPHIA PUBLIC LIBRARY,Rural,"1,724",26,17,0,9,304,264,40,0,0
TN8026,CALHOUN PUBLIC LIBRARY,Suburban,"3,033",4,2,1,0,331,285,0,0,1
TN8027,ENGLEWOOD PUBLIC LIBRARY,Rural,"4,071",0,0,0,0,0,0,0,0,0
TN8031,ETOWAH CARNEGIE PUBLIC LIBRARY,Town,"9,277",53,42,5,6,"1,210",996,187,0,0
TN8033,TELLICO PLAINS PUBLIC LIBRARY,Rural,"2,580",121,43,6,66,"3,407","2,116",193,"1,095",6
TN8034,WEST POLK PUBLIC LIBRARY,Rural,"11,094",118,53,1,64,926,588,337,0,0
TN8037,GRAYSVILLE PUBLIC LIBRARY,Town,"1,470",17,14,0,3,256,235,21,0,0
TN8038,OLIVER SPRINGS PUBLIC LIBRARY,Suburban,"3,302",0,0,0,0,0,0,0,0,0
TN8039,PUBLIC LIBRARY AT TELLICO VILLAGE,Rural,"15,244",82,5,0,77,"1,283",11,"1,272",0,0
TN8041,MT. CARMEL LIBRARY,Rural,"5,494",47,30,12,4,365,60,115,45,1
TN8042,COSBY COMMUNITY LIBRARY,Rural,"2,185",5,4,0,1,30,11,19,0,0
TN8043,MARIE ELLISON MEMORIAL LIBRARY,Rural,"2,185",41,27,12,1,465,388,5,0,1
TN8044,PARROTTSVILLE COMMUNITY LIBRARY,Rural,"2,185",49,28,14,7,249,154,79,0,0
TN8045,BEAN STATION PUBLIC LIBRARY,Rural,"8,079",4,4,0,0,97,97,0,0,0
TN8046,BLAINE PUBLIC LIBRARY,Rural,"4,990",0,0,0,0,0,0,0,0,0
TN8047,WASHBURN PUBLIC LIBRARY,Rural,"4,040",6,2,0,4,183,31,152,0,0
TN8048,PARROTT-WOOD MEMORIAL LIBRARY,Town,"7,787",151,0,10,65,"11,023",0,468,364,76
TN8049,MCKENZIE MEMORIAL LIBRARY,Town,"5,456",5,2,2,1,112,35,25,0,0
TN8050,GLEASON MEMORIAL LIBRARY,Rural,"1,398",1,0,0,0,2,0,0,2,1
TN8051,DR. NATHAN PORTER LIBRARY,Rural,"2,075",129,63,10,55,391,126,215,10,1
TN8052,SHARON PUBLIC LIBRARY,Rural,952,184,90,45,45,765,482,168,20,4
TN8053,LEE OLA ROBERTS LIBRARY,Rural,"2,651",88,86,0,2,"1,649","1,643",6,0,0
TN8054,MIDDLETON COMMUNITY LIBRARY,Rural,667,25,20,2,3,361,284,62,0,0
TN8055,GRAND JUNCTION PUBLIC LIBRARY,Rural,336,61,6,3,47,450,47,369,20,5
TN8056,MOSHEIM PUBLIC LIBRARY,Rural,"2,484",37,7,0,30,266,148,118,0,0
