FSCS Key,Library Name,Locale,Service Area Population,Central Library,Branch Library,Bookmobiles
SC0025,LAURENS COUNTY LIBRARY SYSTEM,Town,"67,539",1,1,1
SC0026,LEE COUNTY PUBLIC LIBRARY SYSTEM,Town,"16,531",1,0,0
SC0027,LEXINGTON COUNTY PUBLIC LIBRARY SYSTEM,Suburban,"293,991",1,9,1
SC0028,MCCORMICK COUNTY LIBRARY SYSTEM,Rural,"9,526",1,0,0
SC0029,MARION COUNTY LIBRARY SYSTEM,Town,"29,183",1,2,1
SC0030,MARLBORO COUNTY LIBRARY SYSTEM,Town,"26,667",1,0,1
SC0032,OCONEE COUNTY PUBLIC LIBRARY,Town,"78,607",1,3,1
SC0033,ORANGEBURG COUNTY LIBRARY COMMISSION,Town,"84,223",1,5,1
SC0034,PICKENS COUNTY LIBRARY SYSTEM,Suburban,"131,404",1,3,0
SC0035,RICHLAND COUNTY PUBLIC LIBRARY,City,"416,147",1,12,1
SC0036,SPARTANBURG COUNTY PUBLIC LIBRARY SYSTEM,City,"327,997",1,8,1
SC0037,SUMTER COUNTY PUBLIC LIBRARY SYSTEM,City,"105,556",1,2,1
SC0038,UNION COUNTY LIBRARY SYSTEM,Town,"27,244",1,3,0
SC0039,WILLIAMSBURG COUNTY LIBRARY SYSTEM,Town,"31,026",1,2,1
SC0040,YORK COUNTY LIBRARY SYSTEM,City,"282,090",1,4,1
SC8001,NEWBERRY COUNTY LIBRARY SYSTEM,Town,"37,719",1,1,0
SC8002,SALUDA COUNTY LIBRARY SYSTEM,Town,"18,862",1,0,0
SC8003,ABBEVILLE COUNTY LIBRARY SYSTEM,Town,"24,295",1,2,0
SC8004,GREENWOOD COUNTY LIBRARY SYSTEM,Town,"69,351",1,2,0
SD0002,ALCESTER PUBLIC LIBRARY,Rural,"2,523",1,0,0
SD0003,BERESFORD PUBLIC LIBRARY,Rural,"2,145",1,0,0
SD0004,BROOKINGS PUBLIC LIBRARY,Town,"23,432",1,0,0
SD0005,CANTON PUBLIC LIBRARY,Town,"3,054",1,0,0
SD0006,CENTERVILLE COMMUNITY LIBRARY,Rural,"1,703",1,0,0
SD0009,DELL RAPIDS CARNEGIE PUBLIC LIBRARY,Town,"3,940",1,0,0
SD0010,ELK POINT-JEFFERSON COMMUNITY/SCHOOL LIBRARY,Rural,"4,193",1,0,0
SD0011,ELKTON SCHOOL/COMMUNITY LIBRARY,Rural,"1,569",1,0,0
SD0012,MOODY COUNTY RESOURCE CENTER,Rural,"6,335",1,1,0
SD0013,FREEMAN PUBLIC LIBRARY,Rural,"1,322",1,0,0
SD0015,HURLEY PUBLIC LIBRARY,Rural,381,1,0,0
SD0016,IRENE SCHOOL/COMMUNITY LIBRARY,Rural,"2,152",1,0,0
SD0017,LENNOX COMMUNITY LIBRARY,Rural,"6,394",1,0,0
SD0018,MADISON PUBLIC LIBRARY,Town,"6,388",1,0,0
SD0019,MENNO COMMUNITY-SCHOOL LIBRARY,Rural,"1,404",1,0,0
SD0021,PARKER PUBLIC LIBRARY,Rural,"1,197",1,0,0
SD0024,TYNDALL PUBLIC LIBRARY,Rural,"1,040",1,0,0
SD0025,SCOTLAND COMMUNITY LIBRARY,Rural,"1,706",1,0,0
SD0026,EDITH B SIEGRIST VERMILLION PUBLIC LIBRARY,Town,"11,695",1,0,0
SD0027,VIBORG PUBLIC LIBRARY,Rural,802,1,0,0
SD0030,YANKTON COMMUNITY LIBRARY,Town,"15,332",1,0,0
SD0032,HAMLIN-CODINGTON REGIONAL LIBRARY,Town,"11,839",1,0,1
SD0033,WATERTOWN REGIONAL LIBRARY,Town,"22,722",1,0,0
SD0037,EMIL M. LARSON LIBRARY,Rural,"1,141",1,0,0
SD0038,HAZEL L. MEYER MEMORIAL LIBRARY,Rural,"1,128",1,0,0
SD0042,DOROTHEE PIKE MEMORIAL LIBRARY,Rural,585,1,0,0
SD0043,GRANT COUNTY PUBLIC LIBRARY,Town,"7,550",1,3,0
SD0044,SISSETON MEMORIAL LIBRARY,Rural,"2,433",1,0,0
SD0045,WAUBAY PUBLIC LIBRARY,Rural,469,1,0,0
SD0046,WEBSTER PUBLIC LIBRARY,Rural,"1,707",1,0,0
SD0049,MITCHELL PUBLIC LIBRARY,Town,"15,677",1,0,0
SD0051,ARMOUR-CARNEGIE PUBLIC LIBRARY,Rural,698,1,0,0
SD0052,AVON PUBLIC LIBRARY,Rural,569,1,0,0
SD0056,COZARD MEMORIAL LIBRARY,Rural,"2,776",1,0,0
SD0058,HYDE COUNTY LIBRARY,Rural,"1,381",1,0,0
SD0059,HOWARD PUBLIC LIBRARY,Rural,864,1,0,0
SD0060,HURON PUBLIC LIBRARY,Town,"14,060",1,0,0
SD0061,KIMBALL PUBLIC LIBRARY,Rural,595,1,0,0
SD0062,LAKE ANDES CARNEGIE LIBRARY,Rural,"1,019",1,0,0
SD0065,HAND COUNTY LIBRARY,Rural,"3,061",1,0,0
SD0067,PARKSTON PUBLIC LIBRARY,Rural,"1,544",1,0,0
SD0068,PLANKINTON COMMUNITY LIBRARY,Rural,"1,230",1,0,0
SD0072,WAGNER PUBLIC LIBRARY,Rural,"1,490",1,0,0
SD0073,WESSINGTON SPRINGS CARNEGIE LIBRARY,Rural,781,1,0,0
SD0074,WHITE LAKE COMMUNITY LIBRARY,Rural,384,1,0,0
SD0075,WOONSOCKET COMMUNITY LIBRARY,Rural,"1,357",1,0,0
SD0077,K.O. LEE ABERDEEN PUBLIC LIBRARY,Town,"38,471",1,0,0
SD0078,BOWDLE PUBLIC LIBRARY,Rural,483,1,0,0
SD0079,BRITTON PUBLIC LIBRARY,Rural,"1,213",1,0,0
SD0080,DOLAND COMMUNITY LIBRARY,Rural,852,1,0,0
SD0081,KATHRYN SCHULKOSKI PUBLIC LIBRARY,Rural,895,1,0,0
SD0082,FAULK COUNTY LIBRARY,Rural,"2,157",1,0,0
SD0083,EMMA BURNHAM PUBLIC LIBRARY,Rural,212,1,0,0
SD0084,POTTER COUNTY FREE LIBRARY,Rural,"2,613",1,0,1
SD0087,M. P. BEEBE MEMORIAL LIBRARY,Rural,929,1,0,0
SD0090,LEOLA PUBLIC LIBRARY,Rural,409,1,0,0
SD0092,REDFIELD CARNEGIE LIBRARY,Rural,"2,188",1,0,0
SD0094,R. E. RAWLINS MUNICIPAL LIBRARY,Town,"16,552",1,0,0
SD0095,BURKE PUBLIC LIBRARY,Rural,579,1,0,0
SD0096,GREGORY PUBLIC LIBRARY,Rural,"1,317",1,0,0
SD0097,JACKSON COUNTY LIBRARY,Rural,"2,868",1,0,0
SD0098,HAAKON COUNTY PUBLIC LIBRARY,Rural,"1,835",1,1,0
SD0099,PLATTE PUBLIC LIBRARY,Rural,"1,279",1,0,0
SD0101,SULLY AREA LIBRARY,Rural,"1,820",1,0,0
SD0103,PRESHO PUBLIC LIBRARY,Rural,474,1,0,0
SD0105,TRIPP COUNTY LIBRARY - GROSSENBURG MEMORIAL,Town,"5,615",1,0,0
SD0106,A. H. BROWN PUBLIC LIBRARY,Town,"3,179",1,0,0
SD0107,FAITH PUBLIC LIBRARY,Rural,"1,839",1,0,0
SD0109,LEMMON PUBLIC LIBRARY,Rural,"1,154",1,0,0
SD0111,DEWEY COUNTY LIBRARY,Rural,"5,343",1,0,0
SD0112,RAPID CITY PUBLIC LIBRARY,City,"108,958",1,0,1
SD0115,NORTHWEST REGIONAL LIBRARY,Rural,"1,327",1,0,1
SD0116,BELLE FOURCHE PUBLIC LIBRARY,Town,"5,699",1,0,0
SD0117,CUSTER COUNTY LIBRARY,Rural,"8,360",1,1,0
SD0118,DEADWOOD PUBLIC LIBRARY,Town,"1,833",1,0,0
SD0119,EDGEMONT PUBLIC LIBRARY,Rural,759,1,0,0
SD0120,HILL CITY PUBLIC LIBRARY,Rural,"1,222",1,0,0
SD0121,HOT SPRINGS PUBLIC LIBRARY,Town,"3,485",1,0,0
SD0122,KEYSTONE TOWN LIBRARY,Rural,717,1,0,0
SD0123,PHOEBE APPERSON HEARST FREE LIBRARY,Town,"3,949",1,0,0
SD0124,NEWELL PUBLIC LIBRARY,Rural,591,1,0,0
SD0125,GRACE BALLOCH MEMORIAL LIBRARY,Town,"18,812",1,0,0
SD0126,STURGIS PUBLIC LIBRARY,Town,"16,758",1,0,0
SD0127,WALL COMMUNITY LIBRARY,Rural,909,1,0,0
SD0128,WHITEWOOD PUBLIC LIBRARY,Rural,"1,094",1,0,0
SD0129,CLEAR LAKE CITY LIBRARY,Rural,"1,396",1,0,0
SD0130,WILMOT PUBLIC LIBRARY,Rural,499,1,0,0
SD0131,KENNEBEC PUBLIC LIBRARY,Rural,354,1,0,0
SD0136,BENNETT COUNTY LIBRARY,Rural,"3,411",1,0,0
SD0137,WAGE MEMORIAL LIBRARY,Rural,"1,382",1,0,0
SD0138,TRIPP PUBLIC LIBRARY,Rural,558,1,0,0
SD0139,DAKOTA CLUB LIBRARY,Town,"7,822",1,0,0
SD0140,LANGFORD PUBLIC LIBRARY,Rural,290,1,0,0
SD0141,SIOUXLAND LIBRARIES,City,"242,616",1,12,1
SD0144,EVELYN LANG PUBLIC LIBRARY,Rural,834,1,0,0
SD0148,SISSETON WAHPETON COMMUNITY COLLEGE LIBRARY,Rural,"11,095",1,0,0
SD0152,SINTE GLESKA UNIVERSITY LIBRARY,Rural,"21,045",1,0,0
SD0153,BISON PUBLIC LIBRARY,Rural,384,1,0,0
SD0154,OGLALA LAKOTA COLLEGE WOKSAPE TIPI ACADEMIC & PUBLIC LIBRARY,Rural,"19,157",1,12,1
SD0155,HUDSON PUBLIC LIBRARY,Rural,320,1,0,0
SD0157,NORTH SIOUX CITY COMMUNITY LIBRARY,Suburban,"3,042",1,0,0
SD0158,HARRISBURG COMMUNITY LIBRARY,Rural,"6,645",1,0,0
SD0160,IHANKTONWAN COMMUNITY/COLLEGE LIBRARY,Rural,"6,898",1,0,0
SD0161,TEA COMMUNITY LIBRARY,Rural,"8,768",1,0,0
SD0162,PIEDMONT VALLEY LIBRARY,Suburban,"10,964",1,0,0
SD0163,LOWER BRULE COMMUNITY COLLEGE PUBLIC LIBRARY,Rural,"1,747",1,0,0
TN0001,GILES COUNTY PUBLIC LIBRARY,Town,"26,497",1,2,0
TN0002,HICKMAN COUNTY PUBLIC LIBRARY,Rural,"25,307",1,1,0
TN0003,LAWRENCE COUNTY PUBLIC LIBRARY,Town,"44,828",1,1,0
TN0004,LEWIS COUNTY PUBLIC LIBRARY,Town,"12,857",1,0,0
TN0005,MAURY COUNTY PUBLIC LIBRARY,Town,"82,767",1,1,0
TN0006,PERRY COUNTY PUBLIC LIBRARY,Rural,"8,472",1,1,0
TN0007,WAYNE COUNTY PUBLIC LIBRARY,Rural,"16,409",1,2,0
TN0008,WILLIAMSON COUNTY PUBLIC LIBRARY,City,"156,681",1,5,0
TN0009,THE JOHN P. HOLT BRENTWOOD LIBRARY,Suburban,"45,491",1,0,0
TN0010,MARSHALL COUNTY MEMORIAL LIBRARY,Town,"34,984",1,1,0
TN0012,ART CIRCLE PUBLIC LIBRARY,Town,"62,451",1,0,0
TN0013,BEENE-PEARSON PUBLIC LIBRARY,Town,"10,724",1,0,0
TN0014,CAROYLN STEWART PUBLIC LIBRARY,Town,"12,536",1,0,0
TN0015,ORENA HUMPHREYS PUBLIC LIBRARY,Rural,"5,616",1,0,0
TN0016,WHITE COUNTY PUBLIC LIBRARY,Town,"27,650",1,0,0
TN0017,SEQUATCHIE COUNTY PUBLIC LIBRARY,Town,"16,396",1,0,0
TN0018,BURRITT MEMORIAL LIBRARY,Rural,"6,324",1,0,0
TN0019,MAGNESS COMMUNITY HOUSE & LIBRARY,Town,"41,523",1,0,0
TN0020,BLEDSOE COUNTY PUBLIC LIBRARY,Rural,"15,234",1,0,0
TN0021,ALTAMONT PUBLIC LIBRARY,Rural,"2,661",1,0,0
TN0023,BARBARA REYNOLDS CARR MEMORIAL LIBRARY,Town,"32,267",1,0,0
TN0024,JACKSBORO PUBLIC LIBRARY,Town,"7,124",1,0,0
TN0025,WARTBURG PUBLIC LIBRARY,Rural,"10,840",1,0,0
TN0027,CLINTON PUBLIC LIBRARY,Suburban,"28,824",1,0,0
TN0028,HUNTSVILLE PUBLIC LIBRARY,Rural,"4,635",1,0,0
TN0029,MAYNARDVILLE PUBLIC LIBRARY,Rural,"10,020",1,0,0
TN0031,CROCKETT MEMORIAL LIBRARY,Town,"13,979",1,0,0
TN0033,NEWBERN CITY LIBRARY,Town,"6,181",1,0,0
TN0034,ELMA ROSS PUBLIC LIBRARY,Town,"17,694",1,0,0
TN0035,SOMERVILLE-FAYETTE COUNTY LIBRARY,Rural,"42,832",1,0,0
TN0036,TIPTONVILLE PUBLIC LIBRARY,Rural,"4,976",1,0,0
TN0037,RIDGELY PUBLIC LIBRARY,Rural,"2,152",1,0,0
TN0038,TIPTON COUNTY PUBLIC LIBRARY,Rural,"34,162",1,0,0
TN0039,MUNFORD TIPTON COUNTY MEMORIAL LIBRARY,Town,"26,842",1,0,0
TN0040,LAUDERDALE COUNTY LIBRARY,Town,"19,817",1,0,0
TN0042,LENOIR CITY PUBLIC LIBRARY,Suburban,"22,749",1,0,0
TN0043,MEIGS-DECATUR PUBLIC LIBRARY,Rural,"13,049",1,0,0
TN0044,ROCKWOOD PUBLIC LIBRARY,Town,"16,041",1,0,0
TN0045,MADISONVILLE PUBLIC LIBRARY,Town,"17,316",1,0,0
TN0046,SWEETWATER PUBLIC LIBRARY,Town,"21,422",1,0,0
TN0047,CLEVELAND BRADLEY COUNTY PUBLIC LIBRARY,City,"110,162",1,1,1
TN0048,HARRIMAN PUBLIC LIBRARY,Town,"17,219",1,0,0
TN0049,CLYDE W. RODDY PUBLIC LIBRARY,Town,"24,834",1,0,0
TN0050,AUDREY PACK MEMORIAL LIBRARY,Rural,"6,832",1,0,0
TN0051,KINGSTON PUBLIC LIBRARY,Town,"17,430",1,0,0
TN0052,E. G. FISHER PUBLIC LIBRARY,Town,"37,679",1,0,0
TN0053,BLOUNT COUNTY PUBLIC LIBRARY,Suburban,"137,605",1,0,0
TN0055,SHELBYVILLE-BEDFORD COUNTY PUBLIC LIBRARY,Town,"51,119",1,0,1
TN0056,CANNON COUNTY LIBRARY SYSTEM,Town,"14,553",1,1,0
TN0057,COFFEE COUNTY LANNOM MEMORIAL PUBLIC LIBRARY,Town,"29,652",1,0,0
TN0058,COFFEE COUNTY-MANCHESTER PUBLIC LIBRARY,Town,"29,380",1,0,0
TN0059,FRANKLIN COUNTY PUBLIC LIBRARY,Town,"43,215",1,0,0
TN0060,FAYETTEVILLE-LINCOLN COUNTY PUBLIC LIBRARY,Town,"35,433",1,0,0
TN0061,MOORE COUNTY PUBLIC LIBRARY,Rural,"6,644",1,0,0
TN0062,RUTHERFORD COUNTY LIBRARY SYSTEM,City,"313,091",1,5,1
TN0063,FRED A. VAUGHT MEMORIAL LIBRARY,Rural,"12,035",1,0,0
TN0064,LEBANON-WILSON COUNTY PUBLIC LIBRARY,Town,"77,491",1,1,0
TN0066,OAK RIDGE PUBLIC LIBRARY,Suburban,"31,824",1,0,0
TN0067,KINGSPORT PUBLIC LIBRARY,City,"55,582",1,0,0
TN0068,EAST RIDGE CITY LIBRARY,Suburban,"21,961",1,0,0
TN0069,TOWN OF SIGNAL MOUNTAIN LIBRARY,Suburban,"8,834",1,0,0
TN0070,RUTLEDGE PUBLIC LIBRARY,Rural,"6,654",1,0,0
TN0071,HAWKINS COUNTY LIBRARY SYSTEM,Town,"51,794",0,3,0
TN0072,MORRISTOWN-HAMBLEN PUBLIC LIBRARY,City,"64,468",1,0,0
TN0073,HANCOCK COUNTY PUBLIC LIBRARY,Rural,"6,787",1,0,0
TN0074,DANDRIDGE MEMORIAL LIBRARY,Town,"20,025",1,0,0
TN0075,JEFFERSON CITY PUBLIC LIBRARY,Rural,"16,687",1,0,0
TN0076,SEVIER COUNTY PUBLIC LIBRARY SYSTEM,Town,"89,413",1,2,0
TN0077,ANNA PORTER PUBLIC LIBRARY,Rural,"3,726",1,0,0
TN0078,STOKELY MEMORIAL LIBRARY,Town,"29,863",1,0,0
TN0080,BENTON COUNTY LIBRARY,Town,"15,872",1,1,0
TN0081,CARROLL COUNTY LIBRARY,Rural,"22,976",1,0,0
TN0083,GIBSON COUNTY MEMORIAL LIBRARY,Town,"22,743",1,0,0
TN0084,HUMBOLDT PUBLIC LIBRARY,Town,"14,151",1,0,0
TN0085,MILDRED G. FIELDS MEMORIAL LIBRARY,Rural,"13,646",1,0,0
TN0086,W. G. RHEA PUBLIC LIBRARY,Town,"32,239",1,0,0
TN0087,OBION COUNTY PUBLIC LIBRARY,Town,"30,466",1,0,0
TN0088,NED R. MCWHERTER WEAKLEY COUNTY LIBRARY,Rural,"14,019",1,0,0
TN0089,MARTIN PUBLIC LIBRARY,Town,"14,592",1,0,0
TN0091,CHESTER COUNTY LIBRARY,Rural,"17,504",1,0,0
TN0092,DECATUR COUNTY PUBLIC LIBRARY,Rural,"9,309",1,0,0
TN0093,PARSONS PUBLIC LIBRARY,Rural,"2,082",1,0,0
TN0094,BOLIVAR HARDEMAN COUNTY LIBRARY,Town,"21,772",1,0,0
TN0095,HARDIN COUNTY LIBRARY,Town,"26,892",1,0,0
TN0096,EVERETT HORN PUBLIC LIBRARY,Town,"27,953",1,0,0
TN0097,JACK MCCONNICO MEMORIAL LIBRARY,Town,"17,217",1,0,0
TN0098,"IRVING MEEK JR., PUBLIC LIBRARY",Rural,"8,643",1,0,0
TN0099,JACKSON-MADISON COUNTY LIBRARY,City,"98,775",1,1,0
TN0101,CLAY COUNTY PUBLIC LIBRARY,Rural,"7,555",1,0,0
TN0102,CHARLES RALPH HOLLAND MEMORIAL LIBRARY,Rural,"11,750",1,0,0
TN0103,JUSTIN POTTER LIBRARY,Town,"20,478",1,1,0
TN0105,MACON COUNTY PUBLIC LIBRARY,Town,"25,699",1,1,0
TN0106,MILLARD OAKLEY PUBLIC LIBRARY,Town,"22,839",1,0,0
TN0107,PICKETT COUNTY PUBLIC LIBRARY,Rural,"5,079",1,0,0
TN0108,PUTNAM COUNTY LIBRARY,Town,"81,188",1,3,0
TN0109,SMITH COUNTY PUBLIC LIBRARY,Town,"20,172",1,1,0
TN0111,CHEATHAM COUNTY PUBLIC LIBRARY,Rural,"26,828",1,0,0
TN0112,DICKSON COUNTY PUBLIC LIBRARY,Town,"55,292",1,0,0
TN0113,HOUSTON COUNTY PUBLIC LIBRARY,Rural,"8,317",1,0,0
TN0114,HUMPHREYS COUNTY PUBLIC LIBRARY,Town,"19,211",1,0,0
TN0115,CLARKSVILLE MONTGOMERY COUNTY PUBLIC LIBRARY,City,"227,900",1,0,0
TN0116,STOKES BROWN PUBLIC LIBRARY,Town,"59,278",1,0,0
TN0117,WHITE HOUSE PUBLIC LIBRARY,Suburban,"14,820",1,0,0
TN0118,STEWART COUNTY PUBLIC LIBRARY,Rural,"13,855",1,0,0
TN0123,ELIZABETHTON CARTER COUNTY PUBLIC LIBRARY,Suburban,"56,134",1,0,0
TN0124,WASHINGTON COUNTY PUBLIC LIBRARY,Suburban,"62,958",1,1,0
TN0125,SULLIVAN COUNTY PUBLIC LIBRARY,Suburban,"76,153",1,4,0
TN0126,JOHNSON CITY PUBLIC LIBRARY,City,"71,278",1,0,0
TN0128,UNICOI COUNTY PUBLIC LIBRARY,Town,"17,698",1,0,0
TN0129,GREENEVILLE-GREENE COUNTY PUBLIC LIBRARY,Town,"68,137",1,1,0
TN0130,JOHNSON COUNTY PUBLIC LIBRARY,Town,"18,170",1,0,0
TN0132,CHATTANOOGA PUBLIC LIBRARY,City,"182,113",1,4,0
TN0133,KNOX COUNTY PUBLIC LIBRARY SYSTEM,City,"486,677",1,18,0
TN0134,MEMPHIS PUBLIC LIBRARY AND INFORMATION CENTER,City,"807,121",1,17,1
TN0135,NASHVILLE PUBLIC LIBRARY,City,"703,953",1,20,0
TN0175,LA VERGNE PUBLIC LIBRARY,Suburban,"39,091",1,0,0
TN0193,ONEIDA PUBLIC LIBRARY,Town,"13,825",1,0,0
TN0194,MT. JULIET-WILSON COUNTY PUBLIC LIBRARY,Suburban,"74,426",1,0,0
TN0196,WHITE PINE PUBLIC LIBRARY,Town,"11,125",1,0,0
TN0197,ROCKY TOP PUBLIC LIBRARY,Town,"5,948",1,0,0
TN0198,SOUTH CHEATHAM PUBLIC LIBRARY,Rural,"14,695",1,0,0
TN0200,VONORE PUBLIC LIBRARY,Rural,"5,380",1,0,0
TN0202,COALFIELD PUBLIC LIBRARY,Rural,"2,976",1,0,0
TN0203,FENTRESS COUNTY PUBLIC LIBRARY,Rural,"18,850",1,0,0
TN0205,MCIVER`S GRANT PUBLIC LIBRARY,Town,"29,895",1,0,0
TN0206,GERMANTOWN COMMUNITY LIBRARY,Suburban,"41,034",1,1,0
TN0207,"LUCIUS E. AND ELSIE C. BURCH, JR. LIBRARY",Suburban,"51,343",1,0,0
TN0208,MILLINGTON PUBLIC LIBRARY,Suburban,"10,508",1,0,0
TN0209,SAM T. WILSON PUBLIC LIBRARY,Town,"14,448",1,0,0
TN0210,EAST POLK PUBLIC LIBRARY,Rural,"6,682",1,0,0
TN0211,COLLEGEDALE PUBLIC LIBRARY,Suburban,"11,621",1,0,0
TN8001,ARDMORE PUBLIC LIBRARY,Rural,"3,534",1,0,0
TN8003,MINOR HILL PUBLIC LIBRARY,Rural,511,1,0,0
TN8004,SPRING HILL PUBLIC LIBRARY,Town,"75,556",1,0,0
TN8005,BEERSHEBA SPRINGS PUBLIC LIBRARY,Rural,"1,047",1,0,0
TN8006,COALMONT PUBLIC LIBRARY,Rural,"1,899",1,0,0
TN8007,MAY JUSTUS MEMORIAL LIBRARY,Rural,"3,288",1,0,0
TN8008,PALMER PUBLIC LIBRARY,Rural,"1,332",1,0,0
TN8009,TRACY CITY PUBLIC LIBRARY,Rural,"3,396",1,0,0
TN8010,CARYVILLE PUBLIC LIBRARY,Town,"5,541",1,0,0
TN8011,BRICEVILLE PUBLIC LIBRARY,Rural,"1,830",1,0,0
TN8012,DEER LODGE PUBLIC LIBRARY,Rural,"1,488",1,0,0
TN8013,JELLICO PUBLIC LIBRARY,Rural,"5,145",1,0,0
TN8014,LAFOLLETTE PUBLIC LIBRARY,Town,"21,768",1,0,0
TN8015,LUTTRELL PUBLIC LIBRARY,Rural,"10,020",1,0,0
TN8016,NORRIS COMMUNITY LIBRARY,Town,"9,150",1,0,0
TN8017,PETROS PUBLIC LIBRARY,Rural,"1,488",1,0,0
TN8018,SUNBRIGHT PUBLIC LIBRARY,Rural,"2,338",1,0,0
TN8019,WINFIELD PUBLIC LIBRARY,Rural,"3,456",1,0,0
TN8020,OAKDALE PUBLIC LIBRARY,Rural,"2,125",1,0,0
TN8021,HALLS PUBLIC LIBRARY,Town,"5,291",1,0,0
TN8022,HAMILTON PARKS PUBLIC LIBRARY,Rural,539,1,0,0
TN8023,GREENBACK PUBLIC LIBRARY,Rural,"2,800",1,0,0
TN8024,LOUDON PUBLIC LIBRARY,Rural,"14,173",1,0,0
TN8025,PHILADELPHIA PUBLIC LIBRARY,Rural,"1,724",1,0,0
TN8026,CALHOUN PUBLIC LIBRARY,Suburban,"3,033",1,0,0
TN8027,ENGLEWOOD PUBLIC LIBRARY,Rural,"4,071",1,0,0
TN8031,ETOWAH CARNEGIE PUBLIC LIBRARY,Town,"9,277",1,0,0
TN8033,TELLICO PLAINS PUBLIC LIBRARY,Rural,"2,580",1,0,0
TN8034,WEST POLK PUBLIC LIBRARY,Rural,"11,094",1,0,0
TN8037,GRAYSVILLE PUBLIC LIBRARY,Town,"1,470",1,0,0
TN8038,OLIVER SPRINGS PUBLIC LIBRARY,Suburban,"3,302",1,0,0
TN8039,PUBLIC LIBRARY AT TELLICO VILLAGE,Rural,"15,244",1,0,0
TN8041,MT. CARMEL LIBRARY,Rural,"5,494",1,0,0
TN8042,COSBY COMMUNITY LIBRARY,Rural,"2,185",1,0,0
TN8043,MARIE ELLISON MEMORIAL LIBRARY,Rural,"2,185",1,0,0
TN8044,PARROTTSVILLE COMMUNITY LIBRARY,Rural,"2,185",1,0,0
TN8045,BEAN STATION PUBLIC LIBRARY,Rural,"8,079",1,0,0
TN8046,BLAINE PUBLIC LIBRARY,Rural,"4,990",1,0,0
TN8047,WASHBURN PUBLIC LIBRARY,Rural,"4,040",1,0,0
TN8048,PARROTT-WOOD MEMORIAL LIBRARY,Town,"7,787",1,0,0
TN8049,MCKENZIE MEMORIAL LIBRARY,Town,"5,456",1,0,0
TN8050,GLEASON MEMORIAL LIBRARY,Rural,"1,398",1,0,0
TN8051,DR. NATHAN PORTER LIBRARY,Rural,"2,075",1,0,0
TN8052,SHARON PUBLIC LIBRARY,Rural,952,1,0,0
TN8053,LEE OLA ROBERTS LIBRARY,Rural,"2,651",1,0,0
TN8054,MIDDLETON COMMUNITY LIBRARY,Rural,667,1,0,0
TN8055,GRAND JUNCTION PUBLIC LIBRARY,Rural,336,1,0,0
TN8056,MOSHEIM PUBLIC LIBRARY,Rural,"2,484",1,0,0
TN8059,PIGEON FORGE PUBLIC LIBRARY,Town,"6,378",1,0,0
TN8060,THE SUMNER COUNTY LIBRARY SYSTEM,Suburban,"200,557",0,5,1
TX0002,CHAMBERS COUNTY LIBRARY SYSTEM,Rural,"44,031",1,3,0
TX0003,DALLAS PUBLIC LIBRARY,City,"1,288,457",1,29,0
TX0005,JONES PUBLIC LIBRARY,Town,"9,134",1,0,0
TX0006,DELEON CITY COUNTY LIBRARY,Rural,"4,823",1,0,0
TX0007,DECATUR PUBLIC LIBRARY,Town,"28,980",1,0,0
TX0008,DEER PARK PUBLIC LIBRARY,Suburban,"33,676",1,0,0
TX0009,VAL VERDE COUNTY LIBRARY,Town,"47,564",1,0,0
TX0011,DENISON PUBLIC LIBRARY,City,"25,179",1,0,0
TX0012,DENTON PUBLIC LIBRARY,City,"148,146",1,2,0
TX0013,ANDREWS COUNTY LIBRARY,Town,"18,440",1,0,0
TX0014,YOAKUM COUNTY/CECIL BICKLEY LIBRARY,Town,"4,508",1,0,0
TX0015,DRISCOLL PUBLIC LIBRARY,Town,"4,410",1,0,0
TX0016,TLL TEMPLE MEMORIAL LIBRARY & ARCHIVES,Town,"4,449",1,0,0
TX0017,DICKINSON PUBLIC LIBRARY,Suburban,"24,726",1,0,0
TX0018,RHOADS MEMORIAL LIBRARY,Town,"7,374",1,0,0
TX0019,DONNA PUBLIC LIBRARY,Suburban,"25,845",1,0,0
TX0020,DUBLIN PUBLIC LIBRARY,Town,"3,433",1,0,0
TX0021,KILLGORE MEMORIAL LIBRARY,Town,"21,118",1,2,0
TX0022,DUNCANVILLE PUBLIC LIBRARY,Suburban,"39,797",1,0,0
TX0023,EULA & DAVID WINTERMANN LIBRARY,Town,"5,424",1,0,0
TX0024,BRAZORIA COUNTY LIBRARY SYSTEM,Suburban,"379,689",0,13,0
TX0025,EAGLE PASS PUBLIC LIBRARY,Town,"43,107",1,0,0
TX0026,CENTENNIAL MEMORIAL LIBRARY,Town,"3,621",1,0,0
TX0028,DUSTIN MICHAEL SEKULA MEMORIAL LIBRARY,City,"157,460",1,0,0
TX0029,JACKSON COUNTY MEMORIAL LIBRARY,Town,"15,121",1,0,0
TX0030,EL PASO PUBLIC LIBRARY,City,"678,415",1,14,2
TX0031,SCHLEICHER COUNTY PUBLIC LIBRARY,Rural,"2,429",1,0,0
TX0032,ELECTRA PUBLIC LIBRARY,Town,"2,282",1,0,0
TX0033,ELSA PUBLIC LIBRARY,Suburban,"8,727",1,0,0
TX0034,RAINS COUNTY PUBLIC LIBRARY,Rural,"12,509",1,0,0
TX0035,ANSON PUBLIC LIBRARY,Rural,"2,347",1,0,0
TX0036,ENNIS PUBLIC LIBRARY,Town,"21,210",1,0,0
