FSCS Key,Library Name,Locale,Service Area Population,Central Library,Branch Library,Bookmobiles
AR0028,TEXARKANA PUBLIC LIBRARY,City,"68,716",1,0,0
AR0030,CONWAY COUNTY LIBRARY,Town,"20,846",1,0,1
AR0031,LAWRENCE COUNTY LIBRARY,Town,"16,406",1,2,0
AR0037,FORREST CITY PUBLIC LIBRARY,Town,"13,820",1,0,0
AR0038,BENTONVILLE PUBLIC LIBRARY,City,"54,909",1,0,0
AR0039,BAXTER COUNTY LIBRARY,Rural,"41,932",1,0,0
AR0040,MISSISSIPPI/CRITTENDEN REGIONAL LIBRARY,Town,"64,204",1,12,0
AR0041,LONOKE COUNTY LIBRARY SYSTEM,Town,"73,309",1,4,0
AR0042,ARKANSAS COUNTY LIBRARY,Town,"17,486",1,2,0
AR0043,TRUMANN PUBLIC LIBRARY,Town,"6,969",1,0,0
AR0044,BELLA VISTA PUBLIC LIBRARY,Suburban,"28,872",1,0,0
AR0047,ROGERS PUBLIC LIBRARY,City,"68,669",1,0,0
AR0048,CRAWFORD COUNTY LIBRARY SYSTEM,Suburban,"63,257",1,5,0
AR0049,CARROLL AND MADISON LIBRARY SYSTEM,Town,"43,718",1,6,0
AR0050,BOONE COUNTY LIBRARY,Town,"37,432",1,0,0
AR0051,NEWTON COUNTY,Rural,"7,753",1,0,0
AR0060,CLARK COUNTY LIBRARY,Town,"22,320",1,1,0
AR0061,LAFAYETTE COUNTY LIBRARY,Rural,"6,624",1,1,0
AR0062,OUACHITA MOUNTAINS REGIONAL LIBRARY,Rural,"29,052",1,2,0
AR0063,PUBLIC LIBRARY OF CAMDEN & OUACHITA COUNTY,Town,"24,098",1,1,0
AR0064,CALHOUN COUNTY LIBRARY,Rural,"5,189",1,1,0
AR0066,FAYETTEVILLE PUBLIC LIBRARY,City,"87,590",1,0,0
AR0068,PEA RIDGE COMMUNITY LIBRARY,Suburban,"2,346",1,0,0
AR0069,GRAVETTE PUBLIC LIBRARY,Rural,"3,516",1,0,0
AR0070,JIM G. FERGUSON SEARCY COUNTY LIBRARY,Rural,"1,136",1,0,0
AR0071,"FAIRFIELD BAY LIBRARY, INCORPORATED",Rural,"2,189",1,0,0
AR0076,HEMPSTEAD COUNTY LIBRARY,Town,"21,532",1,0,0
AR0077,GENTRY PUBLIC LIBRARY,Town,"4,023",1,0,0
AR0078,IVA JANE PEEK LIBRARY HQ,Rural,"1,790",1,0,0
AR0079,SILOAM SPRINGS PUBLIC LIBRARY,Town,"17,101",1,0,0
AR0080,SULPHUR SPRINGS PUBLIC LIBRARY HQ,Rural,529,1,0,0
AR0081,TRI-COUNTY REGIONAL LIBRARY SYSTEM,Town,"42,468",1,11,0
AR0082,INDEPENDENCE COUNTY LIBRARY,Town,"37,825",1,0,0
AR0083,PRAIRIE COUNTY LIBRARY,Rural,"8,062",1,2,0
AS0001,FELETI BARSTOW PUBLIC LIBRARY,Town,"51,269",1,0,0
AZ0001,APACHE COUNTY LIBRARY DISTRICT OFFICE,Town,"66,848",0,7,0
AZ0009,COCHISE COUNTY LIBRARY DISTRICT,Town,"126,648",1,5,0
AZ0025,CLIFTON PUBLIC LIBRARY,Town,"3,909",1,0,0
AZ0026,SAFFORD CITY-GRAHAM COUNTY LIBRARY,Town,"39,010",1,0,0
AZ0027,PARKER PUBLIC LIBRARY,Town,"3,434",1,0,0
AZ0028,MARICOPA COUNTY LIBRARY DISTRICT OFFICE,Suburban,"4,586,431",0,18,0
AZ0029,AVONDALE PUBLIC LIBRARY,Suburban,"92,324",1,1,0
AZ0030,BUCKEYE PUBLIC LIBRARY,Suburban,"106,316",1,1,1
AZ0031,CHANDLER PUBLIC LIBRARY,City,"282,891",1,3,0
AZ0033,GLENDALE PUBLIC LIBRARY,Suburban,"254,005",1,3,0
AZ0034,MESA PUBLIC LIBRARY,City,"516,429",1,2,0
AZ0035,PHOENIX PUBLIC LIBRARY,City,"1,657,035",1,16,0
AZ0036,SCOTTSDALE PUBLIC LIBRARY,City,"244,959",1,3,0
AZ0038,TEMPE PUBLIC LIBRARY,City,"187,354",1,0,0
AZ0039,TOLLESON PUBLIC LIBRARY,Suburban,"7,315",1,0,0
AZ0040,WICKENBURG PUBLIC LIBRARY,Town,"8,034",1,0,0
AZ0042,MOHAVE COUNTY LIBRARY DISTRICT,Town,"221,105",1,9,2
AZ0048,WHITERIVER PUBLIC LIBRARY,Town,"14,854",1,2,0
AZ0050,PINAL COUNTY LIBRARY DISTRICT,Town,"453,924",1,4,0
AZ0064,PIMA COUNTY PUBLIC LIBRARY,City,"1,072,298",1,26,1
AZ0065,NOGALES/SANTA CRUZ COUNTY PUBLIC LIBRARY,Town,"49,039",1,3,0
AZ0066,PATAGONIA PUBLIC LIBRARY,Rural,804,1,0,0
AZ0067,YAVAPAI COUNTY FREE LIBRARY DISTRICT,Rural,"245,389",0,15,0
AZ0082,YUMA COUNTY LIBRARY DISTRICT,City,"209,920",1,7,0
AZ0084,DUNCAN PUBLIC LIBRARY,Rural,696,1,0,0
AZ0086,DESERT FOOTHILLS LIBRARY,Rural,"5,173",1,0,0
AZ0088,PEORIA PUBLIC LIBRARY SYSTEM,Suburban,"199,424",1,1,0
AZ0092,YOUNGTOWN PUBLIC LIBRARY,Suburban,"7,060",1,0,0
AZ0100,NAVAJO NATION LIBRARY,Town,"96,276",1,1,0
AZ0102,GILA COUNTY LIBRARY DISTRICT,Town,"53,838",1,0,0
AZ0103,COLORADO RIVER INDIAN TRIBES LIBRARY/ARCHIVES,Rural,"7,276",1,0,0
AZ0104,QUARTZSITE PUBLIC LIBRARY,Town,"2,417",1,0,0
AZ0106,PIMA PUBLIC LIBRARY,Town,"3,009",1,0,0
AZ0107,NAVAJO COUNTY LIBRARY DISTRICT,Town,"108,580",1,4,0
AZ0110,BENSON PUBLIC LIBRARY,Town,"5,388",1,0,0
AZ0111,COPPER QUEEN LIBRARY,Town,"5,045",1,0,0
AZ0112,DOUGLAS PUBLIC LIBRARY,Town,"15,713",1,0,0
AZ0113,HUACHUCA CITY PUBLIC LIBRARY,Rural,"1,626",1,0,0
AZ0114,SIERRA VISTA PUBLIC LIBRARY,City,"45,773",1,0,0
AZ0115,TOMBSTONE CITY LIBRARY,Rural,"1,376",1,0,0
AZ0116,ELSIE S. HOGAN COMMUNITY LIBRARY,Town,"3,248",1,0,0
AZ0117,APACHE JUNCTION PUBLIC LIBRARY,Rural,"39,251",1,0,1
AZ0118,CASA GRANDE PUBLIC LIBRARY,City,"58,648",1,1,1
AZ0119,VENITO GARCIA LIBRARY AND ARCHIVES,Rural,"2,323",1,0,0
AZ0122,COCOPAH TRIBAL LIBRARY,Rural,"1,252",1,0,0
AZ0123,SALT RIVER TRIBAL LIBRARY,Suburban,"6,943",1,0,0
AZ0124,GLOBE PUBLIC LIBRARY,Town,"7,198",1,0,0
AZ0125,HAYDEN PUBLIC LIBRARY,Rural,512,1,0,0
AZ0126,MIAMI MEMORIAL LIBRARY,Town,"1,539",1,0,0
AZ0127,PAYSON PUBLIC LIBRARY,Town,"16,632",1,0,0
AZ0128,ISABELLE HUNT MEMORIAL PUBLIC LIBRARY,Rural,"1,953",1,0,0
AZ0129,SAN CARLOS PUBLIC LIBRARY,Town,"10,815",1,0,0
AZ0130,TONTO BASIN PUBLIC LIBRARY,Rural,"1,444",1,0,0
AZ0131,YOUNG PUBLIC LIBRARY,Rural,588,1,0,0
AZ0133,COOLIDGE PUBLIC LIBRARY,Town,"15,984",1,0,0
AZ0134,ELOY SANTA CRUZ LIBRARY,Town,"16,748",1,0,0
AZ0135,FLORENCE COMMUNITY LIBRARY,Rural,"25,207",1,0,0
AZ0136,KEARNY PUBLIC LIBRARY,Rural,"1,743",1,0,0
AZ0137,MAMMOTH PUBLIC LIBRARY,Rural,"1,079",1,0,0
AZ0138,MARICOPA LIBRARY & CULTURAL CENTER,Rural,"64,742",1,0,0
AZ0141,SUPERIOR PUBLIC LIBRARY,Town,"2,426",1,0,0
AZ0145,CAMP VERDE COMMUNITY LIBRARY,Town,"12,430",1,0,0
AZ0146,CHINO VALLEY PUBLIC LIBRARY,Town,"13,662",1,0,0
AZ0150,COTTONWOOD PUBLIC LIBRARY,Town,"12,296",1,0,0
AZ0152,JEROME PUBLIC LIBRARY,Rural,467,1,0,0
AZ0154,PRESCOTT VALLEY PUBLIC LIBRARY,City,"49,069",1,0,0
AZ0155,SEDONA PUBLIC LIBRARY,Rural,"9,834",1,1,0
AZ0158,PRESCOTT PUBLIC LIBRARY,City,"47,450",1,0,0
AZ0160,HOLBROOK PUBLIC LIBRARY,Town,"4,886",1,0,0
AZ0161,PINETOP-LAKESIDE PUBLIC LIBRARY,Town,"4,073",1,0,0
AZ0162,SHOW LOW PUBLIC LIBRARY,Town,"12,132",1,0,0
AZ0163,SNOWFLAKE-TAYLOR PUBLIC LIBRARY,Town,"10,687",1,0,0
AZ0164,WINSLOW PUBLIC LIBRARY,Town,"8,774",1,0,0
AZ0165,FREDONIA PUBLIC LIBRARY,Rural,"1,374",1,0,0
AZ0167,PAGE PUBLIC LIBRARY,Town,"7,642",1,0,0
AZ0168,WILLIAMS PUBLIC LIBRARY,Town,"3,538",1,0,0
AZ0169,FLAGSTAFF CITY-COCONINO COUNTY PUBLIC LIBRARY,City,"149,647",1,4,2
AZ0173,THE EDWARD MCELWAIN MEMORIAL LIBRARY,Rural,"1,576",1,0,0
AZ0174,KAIBAB PAIUTE TRIBAL LIBRARY,Rural,300,1,0,0
AZ0175,FT. MCDOWELL YAVAPAI NATION TRIBAL LIBRARY,Rural,"1,057",1,0,0
AZ0176,IRA H. HAYES MEMORIAL LIBRARY,Rural,"12,083",1,0,0
AZ0177,LA PAZ COUNTY SERVICES,Rural,"16,860",0,2,0
AZ0178,AVA ICH ASIIT TRIBAL LIBRARY,Town,"1,178",1,0,0
AZ0179,DR. FERNANDO ESCALANTE TRIBAL LIBRARY,Suburban,"21,237",1,0,0
AZ0180,YAVAPAI-PRESCOTT TRIBAL LIBRARY,City,309,1,0,0
AZ0181,HOPI PUBLIC LIBRARY,Rural,"14,537",0,0,2
AZ0182,AK-CHIN INDIAN COMMUNITY LIBRARY,Rural,"1,241",1,0,0
AZ0183,SAN LUCY LIBRARY,Rural,482,1,0,0
AZ0184,SAN XAVIER LEARNING CENTER LIBRARY,Suburban,"2,278",1,0,0
CA0001,ALAMEDA COUNTY LIBRARY,Suburban,"588,941",0,11,1
CA0002,ALAMEDA FREE LIBRARY,Suburban,"77,784",1,2,0
CA0003,ALHAMBRA CIVIC CENTER LIBRARY,Suburban,"81,834",1,0,0
CA0004,ALPINE COUNTY LIBRARY/ARCHIVES,Rural,"1,200",1,1,1
CA0005,ALTADENA LIBRARY DISTRICT,Suburban,"42,778",1,1,0
CA0006,AMADOR COUNTY LIBRARY,Town,"40,297",1,4,0
CA0007,ANAHEIM PUBLIC LIBRARY,City,"341,245",1,7,2
CA0008,ARCADIA PUBLIC LIBRARY,City,"55,934",1,0,0
CA0009,PLACER COUNTY LIBRARY,Town,"200,000",1,6,0
CA0010,AZUSA CITY LIBRARY,Suburban,"49,704",1,0,1
CA0011,BERKELEY PUBLIC LIBRARY,City,"124,563",1,4,0
CA0012,BEVERLY HILLS PUBLIC LIBRARY,Suburban,"32,265",1,0,0
CA0013,BRAWLEY PUBLIC LIBRARY,Town,"26,952",1,0,0
CA0014,BUENA PARK LIBRARY DISTRICT,Suburban,"83,430",1,0,0
CA0015,BURBANK PUBLIC LIBRARY,City,"105,451",1,2,0
CA0016,BURLINGAME PUBLIC LIBRARY,Suburban,"37,877",1,1,0
CA0017,BUTTE COUNTY LIBRARY,Town,"201,608",0,6,0
CA0018,CALAVERAS COUNTY LIBRARY,Rural,"45,049",1,7,0
CA0019,CAMARENA MEMORIAL PUBLIC LIBRARY,Suburban,"38,711",1,1,0
CA0020,CARLSBAD CITY LIBRARY,City,"115,585",1,2,0
CA0021,HARRISON MEMORIAL LIBRARY,Suburban,"3,041",1,1,0
CA0022,CERRITOS PUBLIC LIBRARY,Suburban,"48,634",1,0,0
CA0023,CHULA VISTA PUBLIC LIBRARY,City,"276,785",1,2,0
CA0024,COALINGA-HURON LIBRARY DISTRICT,Town,"23,447",1,1,0
CA0025,COLTON PUBLIC LIBRARY,Suburban,"53,617",1,1,0
CA0026,COLUSA COUNTY FREE LIBRARY,Town,"21,807",1,6,0
CA0027,CITY OF COMMERCE PUBLIC LIBRARY,Suburban,"12,140",1,1,0
CA0028,CONTRA COSTA COUNTY LIBRARY,Suburban,"1,042,066",0,26,0
CA0029,CORONA PUBLIC LIBRARY,City,"156,778",1,0,1
CA0030,COVINA PUBLIC LIBRARY,Suburban,"50,449",1,0,0
CA0031,DALY CITY PUBLIC LIBRARY,Suburban,"102,875",1,3,0
CA0032,DEL NORTE COUNTY LIBRARY DISTRICT,Town,"27,218",1,1,0
CA0034,DOWNEY CITY LIBRARY,Suburban,"112,584",1,0,0
CA0035,EL CENTRO PUBLIC LIBRARY,City,"44,508",1,0,0
CA0036,EL DORADO COUNTY LIBRARY,Town,"190,465",1,5,0
CA0037,EL SEGUNDO PUBLIC LIBRARY,Suburban,"17,084",1,4,0
CA0038,ESCONDIDO PUBLIC LIBRARY,Suburban,"150,679",1,1,0
CA0039,HUMBOLDT COUNTY LIBRARY,Town,"135,168",1,10,1
CA0040,FRESNO COUNTY PUBLIC LIBRARY,City,"987,826",1,35,2
CA0041,FULLERTON PUBLIC LIBRARY,Suburban,"142,732",1,0,0
CA0042,"GLENDALE LIBRARY, ARTS & CULTURE",City,"193,116",1,7,0
CA0043,GLENDORA LIBRARY & CULTURAL CENTER,Suburban,"51,821",1,0,0
CA0044,HAYWARD PUBLIC LIBRARY,Suburban,"160,591",1,1,1
CA0045,HEMET PUBLIC LIBRARY,Suburban,"89,646",1,0,0
CA0046,HUNTINGTON BEACH PUBLIC LIBRARY,Suburban,"196,100",1,4,0
CA0047,IMPERIAL COUNTY LIBRARY,City,"47,645",0,4,0
CA0048,IMPERIAL PUBLIC LIBRARY,Suburban,"21,513",1,0,0
CA0049,INGLEWOOD PUBLIC LIBRARY,Suburban,"106,481",1,1,0
CA0050,INYO COUNTY FREE LIBRARY,Rural,"18,978",1,5,0
CA0051,KERN COUNTY LIBRARY,City,"889,327",1,22,2
CA0053,KINGS COUNTY LIBRARY,City,"152,023",1,6,0
CA0054,LAKE COUNTY LIBRARY,Town,"67,407",1,3,0
CA0055,LARKSPUR PUBLIC LIBRARY,Suburban,"12,797",1,0,0
CA0057,LINCOLN PUBLIC LIBRARY,Rural,"51,252",1,0,0
CA0058,LIVERMORE PUBLIC LIBRARY,City,"86,149",1,2,0
CA0059,LODI PUBLIC LIBRARY,Suburban,"66,570",1,0,0
CA0060,LOMPOC PUBLIC LIBRARY,Suburban,"60,121",1,1,1
CA0061,LONG BEACH PUBLIC LIBRARY,City,"460,682",1,11,0
CA0062,LA COUNTY LIBRARY,Suburban,"3,273,354",0,83,3
CA0063,LOS ANGELES PUBLIC LIBRARY,City,"3,819,538",1,72,0
CA0064,MADERA COUNTY LIBRARY,City,"157,396",1,4,1
CA0065,MARIN COUNTY FREE LIBRARY,City,"139,175",0,10,2
CA0066,MENDOCINO COUNTY LIBRARY,Town,"89,999",1,4,1
CA0067,MENLO PARK PUBLIC LIBRARY,Suburban,"33,034",1,1,0
CA0068,MERCED COUNTY LIBRARY,City,"284,338",1,11,1
CA0069,MILL VALLEY PUBLIC LIBRARY,Suburban,"13,850",1,0,0
CA0070,MODOC COUNTY LIBRARY,Town,"8,690",1,3,0
CA0071,MONO COUNTY FREE LIBRARY,Town,"13,379",0,7,0
CA0072,MONROVIA PUBLIC LIBRARY,Suburban,"37,563",1,0,1
CA0073,MONTEREY COUNTY FREE LIBRARIES,Suburban,"227,900",0,16,3
CA0074,MONTEREY PUBLIC LIBRARY,Suburban,"28,082",1,0,1
CA0075,MONTEREY PARK BRUGGEMEYER LIBRARY,Suburban,"60,207",1,0,0
CA0076,MOUNTAIN VIEW PUBLIC LIBRARY,City,"83,864",1,0,1
CA0077,NAPA COUNTY LIBRARY,City,"130,742",1,3,0
CA0078,NATIONAL CITY PUBLIC LIBRARY,Suburban,"61,471",1,0,0
CA0079,NEVADA COUNTY LIBRARY,Town,"101,242",1,5,0
CA0080,NEWPORT BEACH PUBLIC LIBRARY,City,"83,727",1,3,0
CA0081,OAKLAND PUBLIC LIBRARY,City,"447,938",1,17,0
CA0082,OCEANSIDE PUBLIC LIBRARY,Suburban,"173,048",1,2,2
CA0083,ONTARIO CITY LIBRARY,City,"179,516",1,1,0
CA0084,ORANGE COUNTY PUBLIC LIBRARIES,City,"1,657,924",0,32,0
CA0085,ORANGE PUBLIC LIBRARY,City,"137,676",1,2,0
CA0086,ORLAND FREE LIBRARY,Town,"15,295",1,0,0
CA0087,OXNARD PUBLIC LIBRARY,City,"200,050",1,2,0
CA0088,PACIFIC GROVE PUBLIC LIBRARY,Suburban,"14,761",1,0,0
CA0089,PALMDALE CITY LIBRARY,Suburban,"167,398",1,0,1
CA0090,PALM SPRINGS PUBLIC LIBRARY,Suburban,"44,397",1,1,0
CA0091,PALO ALTO CITY LIBRARY,City,"67,473",0,5,0
CA0092,PALOS VERDES LIBRARY DISTRICT,Suburban,"66,636",1,2,0
CA0093,PALO VERDE VALLEY LIBRARY DISTRICT,Town,"20,119",1,0,0
CA0094,PASADENA PUBLIC LIBRARY,City,"138,310",0,9,0
CA0095,PASO ROBLES CITY LIBRARY,City,"31,176",1,1,0
CA0096,PLACENTIA LIBRARY DISTRICT,Suburban,"51,204",1,0,0
CA0097,PLUMAS COUNTY LIBRARY,Town,"25,400",1,7,0
CA0098,POMONA PUBLIC LIBRARY,Suburban,"149,766",1,0,0
CA0099,PORTERVILLE PUBLIC LIBRARY,Suburban,"62,345",1,0,0
CA0100,REDONDO BEACH PUBLIC LIBRARY,Suburban,"68,972",1,1,0
CA0101,REDWOOD CITY PUBLIC LIBRARY,City,"82,344",1,3,0
CA0102,RICHMOND PUBLIC LIBRARY,Suburban,"114,489",1,2,0
CA0103,RIVERSIDE PUBLIC LIBRARY,City,"317,847",1,7,0
CA0104,ROSEVILLE PUBLIC LIBRARY,City,"151,034",1,2,0
CA0105,SACRAMENTO PUBLIC LIBRARY,City,"1,492,026",1,27,2
CA0106,SALINAS PUBLIC LIBRARY,City,"159,932",1,2,1
CA0107,SAN ANSELMO PUBLIC LIBRARY,Suburban,"12,645",1,0,0
CA0108,SAN BENITO COUNTY FREE LIBRARY,Town,"63,386",1,0,1
CA0109,SAN BERNARDINO COUNTY LIBRARY,City,"1,270,931",0,32,0
CA0110,SAN BERNARDINO PUBLIC LIBRARY,City,"220,840",1,3,0
CA0111,SAN BRUNO PUBLIC LIBRARY,Suburban,"42,656",1,0,0
CA0112,SAN DIEGO COUNTY LIBRARY,City,"1,112,671",0,33,0
CA0113,SAN DIEGO PUBLIC LIBRARY,City,"1,374,790",1,35,0
CA0114,SAN FRANCISCO PUBLIC LIBRARY,City,"842,754",1,27,3
CA0115,SAN JOSE PUBLIC LIBRARY,City,"976,482",1,24,0
CA0116,SAN JUAN BAUTISTA CITY LIBRARY,Rural,"2,093",1,0,0
CA0117,SAN LEANDRO PUBLIC LIBRARY,Suburban,"88,404",1,1,0
CA0118,SAN LUIS OBISPO CITY-COUNTY LIBRARY,City,"249,545",1,13,0
CA0119,CROWELL PUBLIC LIBRARY,Suburban,"12,257",1,0,0
CA0120,SAN MATEO COUNTY LIBRARIES,Suburban,"273,808",0,13,0
CA0121,SAN MATEO PUBLIC LIBRARY,City,"107,576",1,2,0
CA0122,SAN RAFAEL PUBLIC LIBRARY,City,"60,560",1,2,0
CA0123,SANTA ANA PUBLIC LIBRARY,City,"308,459",1,1,1
CA0124,SANTA BARBARA PUBLIC LIBRARY,City,"116,867",1,3,1
CA0125,SANTA CLARA CITY LIBRARY,City,"130,127",1,2,1
CA0126,SANTA CLARA COUNTY LIBRARY,Suburban,"447,541",0,8,2
CA0127,SANTA CRUZ PUBLIC LIBRARIES,City,"215,895",0,7,1
CA0128,SANTA FE SPRINGS CITY LIBRARY,Suburban,"18,763",1,1,0
CA0129,SANTA MARIA PUBLIC LIBRARY,City,"156,909",1,4,1
CA0130,SANTA MONICA PUBLIC LIBRARY,City,"92,408",1,3,0
CA0131,BLANCHARD/SANTA PAULA PUBLIC LIBRARY DISTRICT,Town,"30,892",1,0,0
CA0132,SAUSALITO PUBLIC LIBRARY,Suburban,"7,072",1,0,0
CA0133,SHASTA PUBLIC LIBRARIES,City,"180,531",1,2,0
CA0134,SIERRA MADRE PUBLIC LIBRARY,Suburban,"10,865",1,0,0
CA0135,SISKIYOU COUNTY FREE LIBRARY,Town,"43,830",1,8,0
CA0136,SOLANO COUNTY LIBRARY,Suburban,"420,585",0,9,0
CA0137,SONOMA COUNTY LIBRARY,Suburban,"482,404",1,14,0
CA0138,SOUTH PASADENA PUBLIC LIBRARY,Suburban,"26,580",1,0,0
CA0139,SOUTH SAN FRANCISCO PUBLIC LIBRARY,City,"64,492",1,2,0
CA0140,STANISLAUS COUNTY FREE LIBRARY,City,"549,466",1,12,0
CA0141,ST. HELENA PUBLIC LIBRARY,Town,"5,437",1,0,0
CA0142,STOCKTON-SAN JOAQUIN COUNTY PUBLIC LIBRARY,City,"717,728",1,15,1
CA0143,SUNNYVALE PUBLIC LIBRARY,City,"156,234",1,0,0
CA0144,SUTTER COUNTY LIBRARY,City,"99,145",1,2,0
CA0145,TEHAMA COUNTY LIBRARY,Town,"65,052",1,2,0
CA0146,TORRANCE PUBLIC LIBRARY,City,"144,433",1,5,0
CA0147,TRINITY COUNTY FREE LIBRARY,Rural,"16,023",1,2,0
CA0148,TULARE COUNTY FREE LIBRARY,City,"343,207",1,16,1
CA0149,TULARE PUBLIC LIBRARY,Suburban,"69,462",1,0,0
CA0150,TUOLUMNE COUNTY LIBRARY,Town,"55,291",1,3,0
CA0151,UPLAND PUBLIC LIBRARY,Suburban,"79,139",1,0,0
CA0152,VENTURA COUNTY LIBRARY,City,"247,563",0,13,1
CA0153,WATSONVILLE PUBLIC LIBRARY,City,"50,669",1,1,1
CA0154,WHITTIER PUBLIC LIBRARY,Suburban,"87,931",1,2,1
CA0155,WILLOWS PUBLIC LIBRARY,Town,"13,455",1,2,0
CA0156,WOODLAND PUBLIC LIBRARY,Suburban,"60,137",1,0,0
CA0157,YOLO COUNTY LIBRARY,Suburban,"161,028",0,7,0
CA0158,YORBA LINDA PUBLIC LIBRARY,Suburban,"67,233",1,0,0
CA0159,YUBA COUNTY LIBRARY,Suburban,"82,275",1,0,0
CA0160,CORONADO PUBLIC LIBRARY,Suburban,"22,277",1,0,0
CA0161,IRWINDALE PUBLIC LIBRARY,Suburban,"1,490",1,0,0
CA0163,BENICIA PUBLIC LIBRARY,Suburban,"26,656",1,0,0
CA0164,LOS GATOS LIBRARY,Suburban,"33,062",1,0,0
CA0165,A. K. SMILEY PUBLIC LIBRARY,City,"72,585",1,0,0
CA0166,SIGNAL HILL PUBLIC LIBRARY,Suburban,"11,597",1,0,0
CA0167,BANNING LIBRARY DISTRICT,Suburban,"33,697",1,0,0
CA0168,BEAUMONT LIBRARY DISTRICT,Suburban,"62,904",1,0,1
CA0169,THOUSAND OAKS LIBRARY,City,"124,592",1,1,0
CA0192,MARIPOSA COUNTY LIBRARY,Rural,"17,045",1,4,0
CA0193,FOLSOM PUBLIC LIBRARY,City,"84,592",1,0,0
CA0194,RANCHO CUCAMONGA PUBLIC LIBRARY,Suburban,"174,476",0,2,0
CA0195,LASSEN LIBRARY DISTRICT,Town,"13,212",1,0,0
CA0196,RANCHO MIRAGE PUBLIC LIBRARY,Suburban,"16,804",1,0,0
CA0197,BELVEDERE-TIBURON LIBRARY,Suburban,"11,036",1,0,0
CA0198,MISSION VIEJO LIBRARY,Suburban,"92,515",1,0,0
CA0199,RIVERSIDE COUNTY LIBRARY SYSTEM,Suburban,"1,372,743",0,35,0
CA0200,MORENO VALLEY PUBLIC LIBRARY,Suburban,"209,407",1,2,0
CA0201,CALABASAS CITY LIBRARY,Suburban,"22,926",1,0,0
CA0202,MURRIETA PUBLIC LIBRARY,Suburban,"111,183",1,0,0
CA0206,PLEASANTON PUBLIC LIBRARY,City,"77,609",1,0,0
CA0207,VICTORVILLE CITY LIBRARY,Suburban,"136,561",1,0,0
CA0208,MOORPARK CITY LIBRARY,Rural,"35,399",1,0,0
CA0209,CAMARILLO PUBLIC LIBRARY,City,"70,171",1,0,0
CA0210,SANTA CLARITA PUBLIC LIBRARY,Suburban,"228,835",0,3,0
CA0211,SIMI VALLEY PUBLIC LIBRARY,Suburban,"124,985",1,0,0
CA0212,BERNARD E. WITKIN ALAMEDA COUNTY LAW LIBRARY,City,-9,1,0,0
CA0215,BUTTE COUNTY PUBLIC LAW LIBRARY,Town,-9,1,0,0
CA0216,CALAVERAS COUNTY LAW LIBRARY,Rural,-9,1,0,0
CA0218,CONTRA COSTA COUNTY PUBLIC LAW LIBRARY,Suburban,-9,1,1,0
CA0220,EL DORADO COUNTY LAW LIBRARY,Town,-9,1,0,0
CA0221,FRESNO COUNTY PUBLIC LAW LIBRARY,City,-9,1,0,0
CA0223,HUMBOLDT COUNTY LAW LIBRARY,Town,-9,1,0,0
CA0224,IMPERIAL COUNTY LAW LIBRARY,City,-9,1,0,0
CA0226,KERN COUNTY LAW LIBRARY,City,-9,1,0,0
CA0228,LAKE COUNTY LAW LIBRARY,Town,-9,1,0,0
CA0230,LOS ANGELES COUNTY LAW LIBRARY,City,-9,1,2,0
CA0231,MADERA COUNTY LAW LIBRARY,City,-9,1,0,0
CA0232,MARIN COUNTY LAW LIBRARY,City,-9,1,0,0
CA0234,MENDOCINO COUNTY LAW LIBRARY,Town,-9,1,0,0
CA0240,NEVADA COUNTY LAW LIBRARY,Town,-9,1,0,0
CA0241,ORANGE COUNTY PUBLIC LAW LIBRARY,City,-9,1,0,0
CA0242,SPARKS LAW LIBRARY OF PLACER COUNTY,Town,-9,1,0,0
CA0244,RIVERSIDE COUNTY LAW LIBRARY,City,-9,1,2,0
CA0245,SACRAMENTO COUNTY PUBLIC LAW LIBRARY,City,-9,1,0,0
CA0247,LAW LIBRARY FOR SAN BERNARDINO COUNTY,City,-9,1,2,0
CA0248,SAN DIEGO COUNTY PUBLIC LAW LIBRARY,City,-9,1,1,0
CA0249,SAN FRANCISCO LAW LIBRARY,City,-9,1,0,0
CA0250,SAN JOAQUIN COUNTY LAW LIBRARY,City,-9,1,0,0
CA0251,SAN LUIS OBISPO COUNTY LAW LIBRARY,City,-9,1,0,0
CA0252,SAN MATEO COUNTY LAW LIBRARY,City,-9,1,0,0
CA0253,SANTA BARBARA COUNTY LAW LIBRARY,City,-9,1,1,0
CA0254,SANTA CLARA COUNTY LAW LIBRARY,City,-9,1,0,0
CA0255,SANTA CRUZ COUNTY LAW LIBRARY,City,-9,1,0,0
CA0256,SHASTA COUNTY PUBLIC LAW LIBRARY,City,-9,1,0,0
CA0259,SOLANO COUNTY LAW LIBRARY,Suburban,-9,1,0,0
CA0260,SONOMA COUNTY PUBLIC LAW LIBRARY,City,-9,1,0,0
CA0261,STANISLAUS COUNTY LAW LIBRARY,City,-9,1,0,0
CA0265,TULARE COUNTY PUBLIC LAW LIBRARY,City,-9,1,1,0
CA0267,VENTURA COUNTY LAW LIBRARY,City,-9,1,0,0
CA0268,YOLO COUNTY LAW LIBRARY,Suburban,-9,1,0,0
CA0270,LOOMIS LIBRARY & COMMUNITY LEARNING CENTER,Suburban,"6,739",1,0,0
CA0271,GOLETA VALLEY LIBRARY,Suburban,"111,267",1,2,1
CA0272,SHAFTER LIBRARY,Town,"20,486",1,0,0
