FSCS Key,Library Name,Locale,Suppression Note,Service Area Population,Internet Computers,Computer Uses,Wireless Sessions
WA0019,REARDAN MEMORIAL LIBRARY,Rural,Data Note: Missing,650,,,-1
WA0020,RITZVILLE LIBRARY DISTRICT #2,Rural,,"3,482",3,"2,190",
WA0020,RITZVILLE LIBRARY DISTRICT #2,Rural,Data Note: Missing,"3,482",,,-1
WA0021,ROSLYN PUBLIC LIBRARY,Town,,960,5,30,
WA0021,ROSLYN PUBLIC LIBRARY,Town,Data Note: Missing,960,,,-1
WA0022,SPRAGUE PUBLIC LIBRARY,Rural,,500,4,322,500
WA0023,WAITSBURG (WELLER) PUBLIC LIBRARY,Rural,,"1,180",3,200,0
WA0024,WILBUR (HESSELTINE) PUBLIC LIBRARY,Rural,,895,2,135,
WA0024,WILBUR (HESSELTINE) PUBLIC LIBRARY,Rural,Data Note: Missing,895,,,-1
WA0026,LOPEZ ISLAND LIBRARY DISTRICT,Rural,,"2,783",8,"1,856",
WA0026,LOPEZ ISLAND LIBRARY DISTRICT,Rural,Data Note: Missing,"2,783",,,-1
WA0028,OCEAN SHORES PUBLIC LIBRARY,Town,,"7,160",16,"39,486","42,770"
WA0029,ORCAS ISLAND LIBRARY DISTRICT,Rural,,"5,894",8,"4,783","13,505"
WA0031,SAN JUAN ISLAND LIBRARY DISTRICT,Rural,,"8,721",26,"4,926","44,438"
WA0032,ANACORTES PUBLIC LIBRARY,Town,,"17,880",24,"4,845",
WA0032,ANACORTES PUBLIC LIBRARY,Town,Data Note: Missing,"17,880",,,-1
WA0033,ASOTIN COUNTY LIBRARY,Suburban,,"22,600",16,"13,721","9,805"
WA0034,CAMAS PUBLIC LIBRARY,Suburban,,"27,250",22,"7,364",
WA0034,CAMAS PUBLIC LIBRARY,Suburban,Data Note: Missing,"27,250",,,-1
WA0035,ELLENSBURG PUBLIC LIBRARY,Town,,"20,940",27,"7,648","2,440"
WA0037,GRANDVIEW LIBRARY,Town,,"11,020",27,"1,548",
WA0037,GRANDVIEW LIBRARY,Town,Data Note: Missing,"11,020",,,-1
WA0038,JEFFERSON COUNTY RURAL LIBRARY DISTRICT,Town,,"23,060",11,"7,903","81,052"
WA0039,KELSO PUBLIC LIBRARY,Suburban,,"12,720",0,0,
WA0039,KELSO PUBLIC LIBRARY,Suburban,Data Note: Missing,"12,720",,,-1
WA0040,MOUNT VERNON CITY LIBRARY,City,,"35,500",10,"4,331",
WA0040,MOUNT VERNON CITY LIBRARY,City,Data Note: Missing,"35,500",,,-1
WA0041,PEND OREILLE COUNTY LIBRARY DISTRICT,Town,,"13,625",23,"6,289","63,266"
WA0042,PORT TOWNSEND PUBLIC LIBRARY,Town,,"10,290",16,"6,816",
WA0042,PORT TOWNSEND PUBLIC LIBRARY,Town,Data Note: Missing,"10,290",,,-1
WA0043,PULLMAN (NEILL) PUBLIC LIBRARY,Town,,"32,790",11,"6,281",
WA0043,PULLMAN (NEILL) PUBLIC LIBRARY,Town,Data Note: Missing,"32,790",,,-1
WA0044,PUYALLUP PUBLIC LIBRARY,Suburban,,"43,260",20,"4,553",
WA0044,PUYALLUP PUBLIC LIBRARY,Suburban,Data Note: Missing,"43,260",,,-1
WA0047,WALLA WALLA COUNTY RURAL LIBRARY DISTRICT,City,,"27,425",17,"1,181","3,495"
WA0048,WHITMAN COUNTY LIBRARY,Town,,"15,010",95,"19,172",
WA0048,WHITMAN COUNTY LIBRARY,Town,Data Note: Missing,"15,010",,,-1
WA0050,BELLINGHAM PUBLIC LIBRARY,City,,"93,910",42,"28,780",
WA0050,BELLINGHAM PUBLIC LIBRARY,City,Data Note: Missing,"93,910",,,-1
WA0051,EVERETT PUBLIC LIBRARY,City,,"113,300",56,"28,047",
WA0051,EVERETT PUBLIC LIBRARY,City,Data Note: Missing,"113,300",,,-1
WA0052,LONGVIEW PUBLIC LIBRARY,City,,"54,270",9,"8,621","5,044"
WA0053,NORTH OLYMPIC LIBRARY SYSTEM,Town,,"77,625",75,"28,444","59,980"
WA0055,RICHLAND PUBLIC LIBRARY,City,,"62,220",24,"11,286","42,100"
WA0056,WALLA WALLA PUBLIC LIBRARY,City,,"34,020",11,"2,886",
WA0056,WALLA WALLA PUBLIC LIBRARY,City,Data Note: Missing,"34,020",,,-1
WA0057,WHATCOM COUNTY LIBRARY SYSTEM,Rural,,"137,740",101,"30,787","77,861"
WA0058,FORT VANCOUVER REGIONAL LIBRARY DISTRICT,City,,"536,603",225,"101,664","525,828"
WA0059,KING COUNTY LIBRARY SYSTEM,Suburban,,"1,581,815","1,297","490,557","1,628,820"
WA0060,KITSAP REGIONAL LIBRARY,City,,"280,900",142,"64,628","22,474"
WA0061,MID-COLUMBIA LIBRARIES,City,,"266,623",185,"64,248","175,304"
WA0062,NORTH CENTRAL REGIONAL LIBRARY,City,,"274,095",188,"119,351","749,142"
WA0063,PIERCE COUNTY LIBRARY SYSTEM,Suburban,,"655,040",472,"120,931","612,328"
WA0064,SEATTLE PUBLIC LIBRARY,City,,"762,500",929,"295,961","1,062,346"
WA0065,SNO-ISLE LIBRARIES,Suburban,,"800,969",633,"219,257","892,425"
WA0066,SPOKANE COUNTY LIBRARY DISTRICT,Suburban,,"306,930",147,"43,458",
WA0066,SPOKANE COUNTY LIBRARY DISTRICT,Suburban,Data Note: Missing,"306,930",,,-1
WA0067,SPOKANE PUBLIC LIBRARY,City,,"230,900",162,"42,000","62,000"
WA0068,TACOMA PUBLIC LIBRARY,City,,"220,800",104,"39,815","1,312,845"
WA0069,TIMBERLAND REGIONAL LIBRARY,City,,"538,900",352,"167,711","500,589"
WA0070,YAKIMA VALLEY REGIONAL LIBRARY,City,,"248,930",127,"42,210","15,162"
WA0072,STEVENS COUNTY RURAL LIBRARY DISTRICT,Rural,,"47,050",61,"13,887","105,615"
WA0073,UPPER SKAGIT LIBRARY DISTRICT,Rural,,"5,185",10,"2,236",
WA0073,UPPER SKAGIT LIBRARY DISTRICT,Rural,Data Note: Missing,"5,185",,,-1
WA0074,LIBERTY LAKE MUNICIPAL LIBRARY,Suburban,,"12,870",5,"1,268",
WA0074,LIBERTY LAKE MUNICIPAL LIBRARY,Suburban,Data Note: Missing,"12,870",,,-1
WA0075,COLUMBIA COUNTY RURAL LIBRARY DISTRICT,Town,,"3,830",6,"1,200","2,000"
WA0076,CENTRAL SKAGIT LIBRARY DISTRICT,Suburban,,"29,338",28,"12,496","8,870"
WI0001,ABBOTSFORD PUBLIC LIBRARY,Town,,"3,519",8,"1,384","1,697"
WI0002,ADAMS COUNTY LIBRARY,Rural,,"17,619",12,"2,453","155,563"
WI0003,ALBERTSON MEMORIAL LIBRARY,Rural,,"2,739",6,409,
WI0003,ALBERTSON MEMORIAL LIBRARY,Rural,Data Note: Missing,"2,739",,,-1
WI0004,ALGOMA PUBLIC LIBRARY,Town,,"9,405",8,"1,675","3,212"
WI0005,ALMA PUBLIC LIBRARY,Rural,,"4,770",3,233,"19,921"
WI0006,ALTOONA PUBLIC LIBRARY,Suburban,,"14,203",10,"2,783","5,062"
WI0007,AMERY PUBLIC LIBRARY,Town,,"11,090",10,"1,554","11,033"
WI0008,LETTIE W. JENSEN PUBLIC LIBRARY,Rural,,"1,121",5,347,
WI0008,LETTIE W. JENSEN PUBLIC LIBRARY,Rural,Data Note: Missing,"1,121",,,-1
WI0009,ANTIGO PUBLIC LIBRARY,Town,,"19,457",18,"4,316","19,411"
WI0010,APPLETON PUBLIC LIBRARY,City,,"104,962",24,"11,392","23,079"
WI0011,ARCADIA FREE PUBLIC LIBRARY,Town,,"5,616",11,"1,397",
WI0011,ARCADIA FREE PUBLIC LIBRARY,Town,Data Note: Missing,"5,616",,,-1
WI0012,ARGYLE PUBLIC LIBRARY,Rural,,"1,859",2,198,"3,573"
WI0013,LESTER PUBLIC LIBRARY OF ARPIN,Rural,,"2,674",3,164,"3,487"
WI0014,VAUGHN PUBLIC LIBRARY,Town,,"12,691",16,"4,346","54,118"
WI0015,AUGUSTA MEMORIAL PUBLIC LIBRARY,Rural,,"2,875",6,927,"5,805"
WI0016,BALDWIN PUBLIC LIBRARY,Town,,"7,782",6,918,"2,401"
WI0017,BALSAM LAKE PUBLIC LIBRARY,Rural,,"3,498",7,833,"6,277"
WI0018,BARABOO PUBLIC LIBRARY,Town,,"21,206",20,"6,368","425,467"
WI0019,BARNEVELD PUBLIC LIBRARY,Rural,,"3,841",8,900,"10,575"
WI0020,BARRON PUBLIC LIBRARY,Town,,"7,416",11,"2,441","7,445"
WI0021,BAYFIELD CARNEGIE PUBLIC LIBRARY,Rural,,"4,657",6,"1,250","9,524"
WI0022,BEAVER DAM COMMUNITY LIBRARY,Town,,"29,311",10,"4,745","5,632"
WI0023,BELLEVILLE PUBLIC LIBRARY,Rural,,"3,724",8,"1,527","128,135"
WI0024,JOHN TURGESON PUBLIC LIBRARY,Rural,,"1,159",3,80,259
WI0025,BELOIT PUBLIC LIBRARY,City,,"45,877",20,"13,439","93,010"
WI0026,BENTON PUBLIC LIBRARY,Rural,,"1,477",4,169,"1,373"
WI0027,BERLIN PUBLIC LIBRARY,Town,,"7,516",12,"2,842","13,140"
WI0028,BIG BEND VILLAGE LIBRARY,Suburban,,"2,220",3,162,
WI0028,BIG BEND VILLAGE LIBRARY,Suburban,Data Note: Missing,"2,220",,,-1
WI0030,BLACK EARTH PUBLIC LIBRARY,Town,,"2,509",4,"1,822","86,753"
WI0031,BLACK RIVER FALLS PUBLIC LIBRARY,Town,,"20,405",18,"3,746","65,249"
WI0033,BLANCHARDVILLE PUBLIC LIBRARY,Rural,,"1,424",4,769,"4,202"
WI0035,BLOOMINGTON PUBLIC LIBRARY,Rural,,"1,356",3,221,"5,427"
WI0036,HILDEBRAND MEMORIAL LIBRARY,Town,,"4,399",8,"1,232","10,388"
WI0037,BOULDER JUNCTION PUBLIC LIBRARY,Rural,,"1,292",6,479,"19,104"
WI0038,BOYCEVILLE PUBLIC LIBRARY,Rural,,"3,387",5,"1,248","2,729"
WI0039,BRANDON PUBLIC LIBRARY,Rural,,"1,455",4,"1,168","3,240"
WI0040,BRILLION PUBLIC LIBRARY,Town,,"10,043",5,767,
WI0040,BRILLION PUBLIC LIBRARY,Town,Data Note: Missing,"10,043",,,-1
WI0041,BRODHEAD MEMORIAL PUBLIC LIBRARY,Town,,"7,086",8,"1,493","30,523"
WI0042,BROOKFIELD PUBLIC LIBRARY,Suburban,,"45,849",72,"9,665","18,790"
WI0043,BROWN DEER PUBLIC LIBRARY,Suburban,,"13,028",15,"3,874","401,009"
WI0044,BROWNSVILLE PUBLIC LIBRARY,Rural,,"2,090",7,343,"1,206"
WI0045,BURLINGTON PUBLIC LIBRARY,Town,,"19,465",9,"3,430","5,418"
WI0046,BUTLER PUBLIC LIBRARY,Suburban,,"1,809",6,"2,520",
WI0046,BUTLER PUBLIC LIBRARY,Suburban,Data Note: Missing,"1,809",,,-1
WI0047,FOREST LODGE LIBRARY,Rural,,"1,284",5,348,"12,558"
WI0049,JANE MORGAN MEMORIAL LIBRARY,Rural,,"2,823",3,936,"33,554"
WI0050,CAMBRIDGE COMMUNITY LIBRARY,Town,,"2,609",10,"1,682","30,709"
WI0051,CAMERON PUBLIC LIBRARY,Rural,,"3,619",4,279,"4,481"
WI0052,CAMPBELLSPORT PUBLIC LIBRARY,Rural,,"7,410",5,959,"5,760"
WI0053,ECKSTEIN MEMORIAL LIBRARY,Rural,,"1,315",4,282,917
WI0054,CEDAR GROVE PUBLIC LIBRARY,Rural,,"3,707",3,542,"1,987"
WI0055,CEDARBURG PUBLIC LIBRARY,Suburban,,"20,451",16,"5,064","25,656"
WI0056,CENTURIA PUBLIC LIBRARY,Rural,,"1,453",4,568,"1,342"
WI0057,CALHOUN MEMORIAL LIBRARY,Town,,"6,458",7,601,"2,639"
WI0058,CHILTON PUBLIC LIBRARY,Town,,"20,861",17,"3,567",
WI0058,CHILTON PUBLIC LIBRARY,Town,Data Note: Missing,"20,861",,,-1
WI0059,CHIPPEWA FALLS PUBLIC LIBRARY,Suburban,,"40,771",26,"4,370",
WI0059,CHIPPEWA FALLS PUBLIC LIBRARY,Suburban,Data Note: Missing,"40,771",,,-1
WI0060,CLEAR LAKE PUBLIC LIBRARY,Rural,,"2,726",3,681,"1,253"
WI0061,CLINTON PUBLIC LIBRARY,Rural,,"3,793",5,847,826
WI0062,CLINTONVILLE PUBLIC LIBRARY,Town,,"7,057",11,"1,939","5,562"
WI0063,COBB PUBLIC LIBRARY,Rural,,"1,525",4,81,"2,068"
WI0064,COLBY COMMUNITY LIBRARY,Town,,"7,553",9,603,"2,674"
WI0065,COLFAX PUBLIC LIBRARY,Rural,,"4,780",3,967,"4,421"
WI0066,COLUMBUS PUBLIC LIBRARY,Town,,"9,628",7,"2,380","68,502"
WI0067,CORNELL PUBLIC LIBRARY,Rural,,"3,311",4,554,"1,608"
WI0068,CRANDON PUBLIC LIBRARY,Rural,,"6,130",6,"1,234","3,694"
WI0069,ROSEMARY GARFOOT PUBLIC LIBRARY,Suburban,,"6,892",11,"2,351","67,042"
WI0070,CUBA CITY PUBLIC LIBRARY,Rural,,"2,572",5,640,"2,834"
WI0071,CUDAHY FAMILY LIBRARY,Suburban,,"18,184",16,"11,411","7,299"
WI0072,THOMAS ST. ANGELO PUBLIC LIBRARY,Rural,,"6,919",12,"1,824","12,962"
WI0074,DARIEN PUBLIC LIBRARY,Town,,"2,468",7,454,838
WI0075,JOHNSON PUBLIC LIBRARY,Rural,,"5,867",15,"4,857","2,919"
WI0076,DEER PARK PUBLIC LIBRARY,Rural,,"1,032",2,146,978
WI0077,DEERFIELD PUBLIC LIBRARY,Rural,,"3,365",6,539,"17,164"
WI0078,DEFOREST AREA PUBLIC LIBRARY,Suburban,,"20,080",18,"12,996","175,715"
WI0079,DELAFIELD PUBLIC LIBRARY,Suburban,,"20,912",8,"1,658",
WI0079,DELAFIELD PUBLIC LIBRARY,Suburban,Data Note: Missing,"20,912",,,-1
WI0080,ARAM PUBLIC LIBRARY,Town,,"15,421",10,"6,739","3,189"
WI0081,DE SOTO PUBLIC LIBRARY,Rural,,514,4,194,"86,562"
WI0085,DRUMMOND PUBLIC LIBRARY,Rural,,911,5,310,"11,903"
WI0086,DURAND COMMUNITY LIBRARY,Rural,,"4,565",3,"1,422",
WI0086,DURAND COMMUNITY LIBRARY,Rural,Data Note: Missing,"4,565",,,-1
WI0087,ALICE BAKER MEMORIAL PUBLIC LIBRARY,Town,,"6,144",5,426,
WI0087,ALICE BAKER MEMORIAL PUBLIC LIBRARY,Town,Data Note: Missing,"6,144",,,-1
WI0088,WALTER E. OLSON MEMORIAL LIBRARY,Rural,,"10,482",9,"2,127","39,785"
WI0089,EAST TROY LIONS PUBLIC LIBRARY,Town,,"8,219",7,623,"2,600"
WI0090,L.E. PHILLIPS MEMORIAL PUBLIC LIBRARY,City,,"88,885",32,"12,870","387,132"
WI0091,EDGERTON PUBLIC LIBRARY,Town,,"9,948",17,"2,594","3,297"
WI0092,ELKHART LAKE PUBLIC LIBRARY,Rural,,"3,815",4,852,"7,728"
WI0093,MATHESON MEMORIAL LIBRARY,Town,,"27,480",9,"5,041",
WI0093,MATHESON MEMORIAL LIBRARY,Town,Data Note: Missing,"27,480",,,-1
WI0094,ELLSWORTH PUBLIC LIBRARY,Town,,"8,794",8,994,"3,490"
WI0095,ELM GROVE PUBLIC LIBRARY,Suburban,,"6,766",6,"2,349","5,002"
WI0096,ELMWOOD PUBLIC LIBRARY,Rural,,"1,504",4,340,783
WI0097,ELROY PUBLIC LIBRARY,Rural,,"2,118",7,"1,296","12,904"
WI0098,ENDEAVOR PUBLIC LIBRARY,Rural,,"1,642",6,373,"3,960"
WI0099,EAGER FREE PUBLIC LIBRARY,Town,,"8,534",11,"1,188","3,371"
WI0100,FAIRCHILD PUBLIC LIBRARY,Rural,,905,6,118,"2,672"
WI0101,FALL CREEK PUBLIC LIBRARY,Rural,,"3,406",4,988,"1,187"
WI0102,DWIGHT T. PARKER PUBLIC LIBRARY,Rural,,"4,730",4,906,"1,728"
WI0103,FOND DU LAC PUBLIC LIBRARY,City,,"70,435",55,"15,503","55,506"
WI0104,FONTANA PUBLIC LIBRARY,Rural,,"3,083",7,610,"4,540"
WI0105,DWIGHT FOSTER PUBLIC LIBRARY,Town,,"22,805",33,"8,647","11,943"
WI0106,FOX LAKE PUBLIC LIBRARY,Rural,,"2,842",4,812,"1,166"
WI0107,FRANKLIN PUBLIC LIBRARY,Suburban,,"35,896",21,"7,510","10,593"
WI0108,FREDERIC PUBLIC LIBRARY,Rural,,"3,495",5,"1,413","8,659"
WI0109,NEUSCHAFER COMMUNITY LIBRARY,Rural,,"2,244",7,619,"1,584"
WI0110,GALESVILLE PUBLIC LIBRARY,Rural,,"4,603",3,462,"6,067"
WI0111,GAYS MILLS PUBLIC LIBRARY,Rural,,"1,742",6,532,"1,485"
WI0112,GENOA CITY PUBLIC LIBRARY,Suburban,,"5,932",4,588,668
WI0113,GERMANTOWN COMMUNITY LIBRARY,Suburban,,"35,219",10,"9,399","11,522"
WI0115,WESTERN TAYLOR COUNTY PUBLIC LIBRARY,Rural,,"2,523",6,297,"2,002"
WI0116,NORTH SHORE LIBRARY,Suburban,,"26,300",17,"5,856","306,574"
WI0117,GLENWOOD CITY PUBLIC LIBRARY,Rural,,"2,216",6,"1,339",261
WI0120,GRANTSBURG PUBLIC LIBRARY,Rural,,"8,182",9,829,"11,867"
WI0121,BROWN COUNTY LIBRARY,City,,"270,984",146,"55,206",
WI0121,BROWN COUNTY LIBRARY,City,Data Note: Missing,"270,984",,,-1
WI0122,CAESTECKER PUBLIC LIBRARY,Rural,,"4,111",10,"6,084","9,180"
WI0123,GREENDALE PUBLIC LIBRARY,Suburban,,"14,869",13,"9,944","18,055"
WI0124,GREENFIELD PUBLIC LIBRARY,Suburban,,"37,809",33,"11,802",
WI0124,GREENFIELD PUBLIC LIBRARY,Suburban,Data Note: Missing,"37,809",,,-1
WI0125,GREENWOOD PUBLIC LIBRARY,Rural,,"3,498",5,"1,768","4,721"
WI0126,HALES CORNERS PUBLIC LIBRARY,Suburban,,"7,659",8,"5,531","7,438"
WI0127,HAMMOND COMMUNITY LIBRARY,Town,,"3,178",3,111,"1,603"
WI0128,HANCOCK PUBLIC LIBRARY,Rural,,"1,069",3,967,"2,436"
WI0129,JACK RUSSELL MEMORIAL LIBRARY,Suburban,,"25,024",20,"5,182","24,038"
WI0130,HARTLAND PUBLIC LIBRARY,Suburban,,"16,850",6,"3,344","3,398"
WI0132,SHERMAN & RUTH WEISS COMMUNITY LIBRARY,Town,,"12,913",12,"2,113","12,854"
WI0133,HAZEL GREEN PUBLIC LIBRARY,Rural,,"1,947",5,970,"3,367"
WI0134,HILLSBORO PUBLIC LIBRARY,Rural,,"3,431",7,921,"10,016"
WI0135,HORICON PUBLIC LIBRARY,Town,,"6,547",6,"1,392","1,531"
WI0136,HORTONVILLE PUBLIC LIBRARY,Rural,,"17,822",5,814,"3,076"
WI0137,HUDSON AREA JOINT LIBRARY,Town,,"35,004",17,"2,920","30,739"
WI0138,HURLEY PUBLIC LIBRARY,Town,,"4,267",4,724,"14,186"
WI0140,INDEPENDENCE PUBLIC LIBRARY,Rural,,"2,084",9,"2,105","15,210"
WI0141,IOLA VILLAGE LIBRARY,Rural,,"3,598",15,"2,169","2,798"
WI0142,HEDBERG PUBLIC LIBRARY,City,,"81,240",36,"22,117","23,578"
WI0143,JEFFERSON PUBLIC LIBRARY,Town,,"11,412",11,"4,746","24,286"
WI0144,JOHNSON CREEK PUBLIC LIBRARY,Town,,"5,541",3,345,220
WI0145,JUNEAU PUBLIC LIBRARY,Town,,"5,227",4,523,"4,990"
WI0146,KAUKAUNA PUBLIC LIBRARY,Suburban,,"24,095",20,"3,621","15,550"
WI0147,KENDALL PUBLIC LIBRARY,Rural,,"2,371",5,150,"24,753"
WI0148,KENOSHA PUBLIC LIBRARY,Suburban,,"137,750",94,"82,410","250,671"
WI0150,KEWASKUM PUBLIC LIBRARY,Suburban,,"7,263",4,832,"2,668"
WI0151,KEWAUNEE PUBLIC LIBRARY,Town,,"11,216",6,"1,339","2,259"
WI0152,KIEL PUBLIC LIBRARY,Town,,"10,428",4,"1,336",
WI0152,KIEL PUBLIC LIBRARY,Town,Data Note: Missing,"10,428",,,-1
WI0153,KIMBERLY PUBLIC LIBRARY,Suburban,,"16,609",6,"2,505","6,283"
WI0154,MILL POND PUBLIC LIBRARY,Rural,,"1,906",4,248,"2,700"
WI0155,KOHLER PUBLIC LIBRARY,Suburban,,"3,662",6,332,"6,175"
WI0157,MADELINE ISLAND PUBLIC LIBRARY,Rural,,435,8,497,"15,972"
WI0158,BEN GUTHRIE--LAC DU FLAMBEAU PUBLIC LIBRARY,Rural,,"3,726",7,"1,180","15,756"
WI0159,LA CROSSE PUBLIC LIBRARY,City,,"52,160",147,"26,772","845,600"
WI0160,RUSK COUNTY COMMUNITY LIBRARY,Town,,"11,793",12,"2,321","4,942"
WI0161,LAWTON MEMORIAL LIBRARY,Rural,,"1,922",6,284,"23,548"
WI0162,LAKE GENEVA PUBLIC LIBRARY,Town,,"17,106",7,"2,204","6,463"
WI0163,L.D. FARGO PUBLIC LIBRARY,Town,,"10,039",4,785,
WI0163,L.D. FARGO PUBLIC LIBRARY,Town,Data Note: Missing,"10,039",,,-1
WI0165,SCHREINER MEMORIAL LIBRARY,Town,,"9,940",13,"3,227","3,277"
WI0166,LAND O' LAKES PUBLIC LIBRARY,Rural,,961,5,738,"22,613"
WI0167,EDITH EVANS COMMUNITY LIBRARY,Rural,,"1,653",5,"1,000","2,640"
WI0168,LA VALLE PUBLIC LIBRARY,Rural,,823,3,425,"50,118"
WI0169,LENA PUBLIC LIBRARY,Rural,,"3,025",7,504,"3,838"
WI0170,ALLEN-DIETZMAN PUBLIC LIBRARY,Rural,,767,4,248,
WI0170,ALLEN-DIETZMAN PUBLIC LIBRARY,Rural,Data Note: Missing,767,,,-1
WI0172,LOMIRA QUADGRAPHICS COMMUNITY LIBRARY,Rural,,"4,269",11,"1,708","1,689"
WI0173,LONE ROCK COMMUNITY LIBRARY,Rural,,945,6,286,610
WI0174,LOYAL PUBLIC LIBRARY,Rural,,"2,707",5,504,"3,082"
WI0175,LUCK PUBLIC LIBRARY,Rural,,"3,493",5,"1,590","6,300"
WI0176,MADISON PUBLIC LIBRARY,City,,"297,189",247,"112,009","3,218,766"
WI0177,STURM MEMORIAL LIBRARY,Rural,,"4,275",5,828,"2,155"
WI0179,MANITOWOC PUBLIC LIBRARY,Town,,"54,111",31,"13,674","46,529"
WI0181,MARION PUBLIC LIBRARY,Rural,,"3,173",6,620,"3,443"
WI0182,MARKESAN PUBLIC LIBRARY,Rural,,"2,809",6,662,"10,980"
WI0183,MARSHALL COMMUNITY LIBRARY,Town,,"5,001",4,877,"24,696"
WI0184,EVERETT ROEHL MARSHFIELD PUBLIC LIBRARY,Town,,"29,102",15,"9,833","15,242"
WI0185,HATCH PUBLIC LIBRARY,Town,,"11,703",22,"6,117","18,946"
WI0186,MAYVILLE PUBLIC LIBRARY,Town,,"8,118",8,"1,929","3,581"
WI0187,MAZOMANIE FREE LIBRARY,Town,,"2,224",2,531,"110,873"
WI0188,FRANCES L. SIMEK MEMORIAL LIBRARY MEDFORD,Town,,"14,350",14,"5,149","14,361"
WI0189,LEGION MEMORIAL LIBRARY,Rural,,"2,814",3,319,"6,700"
WI0190,ELISHA D. SMITH PUBLIC LIBRARY,Suburban,,"24,013",43,"10,220","41,760"
WI0191,MENOMONEE FALLS PUBLIC LIBRARY,Suburban,,"40,337",34,"7,960","16,681"
WI0192,MENOMONIE PUBLIC LIBRARY,Town,,"36,209",12,"5,930","24,331"
WI0193,FRANK L. WEYENBERG LIBRARY,Suburban,,"28,795",9,"4,179","16,683"
WI0194,MERCER PUBLIC LIBRARY,Rural,,"1,858",6,988,"14,223"
WI0196,MIDDLETON PUBLIC LIBRARY,Suburban,,"34,263",54,"67,791","95,548"
WI0197,MILLTOWN PUBLIC LIBRARY,Rural,,"3,545",5,848,"3,264"
WI0198,MILTON PUBLIC LIBRARY,Suburban,,"11,772",7,"1,839","4,955"
WI0199,MILWAUKEE PUBLIC LIBRARY,City,,"577,582",582,"117,382","531,714"
WI0200,MINERAL POINT PUBLIC LIBRARY,Rural,,"6,628",8,"1,998","2,276"
WI0201,MINOCQUA PUBLIC LIBRARY,Rural,,"13,092",10,"6,463","14,668"
WI0202,MONDOVI PUBLIC LIBRARY,Rural,,"8,531",9,871,"22,260"
WI0203,MONONA PUBLIC LIBRARY,Suburban,,"10,518",7,"2,952","226,504"
WI0204,MONROE PUBLIC LIBRARY,Town,,"18,434",21,"4,406","171,778"
WI0205,MONTELLO PUBLIC LIBRARY,Rural,,"5,696",3,"1,393","5,400"
WI0206,MONTFORT PUBLIC LIBRARY,Rural,,809,2,135,
WI0206,MONTFORT PUBLIC LIBRARY,Rural,Data Note: Missing,809,,,-1
WI0207,MONTICELLO PUBLIC LIBRARY,Rural,,"2,256",2,231,"10,135"
WI0209,MOUNT HOREB PUBLIC LIBRARY,Town,,"13,370",14,"3,494","137,759"
WI0211,MUSCODA PUBLIC LIBRARY,Rural,,"2,425",17,"1,447","5,719"
WI0212,MUSKEGO PUBLIC LIBRARY,Suburban,,"26,644",19,"7,748","94,848"
WI0213,NECEDAH COMMUNITY-SIEGLER MEMORIAL LIBRARY,Rural,,"2,963",10,"1,226","8,127"
WI0214,NEENAH PUBLIC LIBRARY,City,,"55,568",31,"8,587","55,980"
WI0215,NEILLSVILLE PUBLIC LIBRARY,Rural,,"6,272",4,"2,340","2,690"
WI0216,CHARLES & JOANN LESTER LIBRARY,Town,,"5,132",6,"1,752","11,334"
WI0217,NESHKORO PUBLIC LIBRARY,Rural,,692,2,47,"1,980"
WI0218,NEW BERLIN PUBLIC LIBRARY,Suburban,,"41,224",22,"8,466",
WI0218,NEW BERLIN PUBLIC LIBRARY,Suburban,Data Note: Missing,"41,224",,,-1
WI0219,NEW GLARUS PUBLIC LIBRARY,Rural,,"6,428",3,369,"60,621"
WI0220,NEW HOLSTEIN PUBLIC LIBRARY,Town,,"9,207",6,"1,229",
WI0220,NEW HOLSTEIN PUBLIC LIBRARY,Town,Data Note: Missing,"9,207",,,-1
WI0221,NEW LISBON MEMORIAL LIBRARY,Rural,,"8,334",11,"1,547","9,361"
WI0222,NEW LONDON PUBLIC LIBRARY,Town,,"10,785",5,"2,712","4,737"
WI0223,CARLETON A. FRIDAY MEMORIAL LIBRARY,Town,,"23,733",13,"5,064","8,927"
WI0224,SPILLMAN PUBLIC LIBRARY,Suburban,,"7,141",7,"1,289","2,340"
WI0225,NORTH FREEDOM PUBLIC LIBRARY,Rural,,"1,390",7,"2,200","22,248"
WI0226,TOWN HALL LIBRARY,Suburban,,"9,927",7,"2,001","12,321"
WI0227,OAK CREEK PUBLIC LIBRARY,Suburban,,"37,383",56,"8,215",
WI0227,OAK CREEK PUBLIC LIBRARY,Suburban,Data Note: Missing,"37,383",,,-1
WI0228,OAKFIELD PUBLIC LIBRARY,Rural,,"2,148",6,747,"4,860"
WI0229,OCONOMOWOC PUBLIC LIBRARY,Suburban,,"29,040",15,"5,469","3,767"
WI0230,FARNSWORTH PUBLIC LIBRARY,Town,,"9,212",7,"1,721","3,785"
WI0231,OCONTO FALLS COMMUNITY LIBRARY,Town,,"9,674",6,"1,901","3,231"
WI0232,OGEMA PUBLIC LIBRARY,Rural,,"1,501",3,212,
WI0232,OGEMA PUBLIC LIBRARY,Rural,Data Note: Missing,"1,501",,,-1
WI0233,CARTER MEMORIAL LIBRARY,Town,,"6,414",3,"1,161","3,960"
WI0234,ONTARIO PUBLIC LIBRARY,Rural,,"2,185",5,671,"92,353"
